,IQ_ACCT_RECV_1YR_ANN_GROWTH_CS,IQ_AR_TURNS_CS,IQ_BV_SHARE_CS,IQ_CURRENT_RATIO_CS,IQ_DILUT_EPS_EXCL_CS,IQ_EARNING_CO_MARGIN_CS,IQ_EBITDA_1YR_ANN_GROWTH_CS,IQ_EBITDA_CS,IQ_EBITDA_MARGIN_CS,IQ_EPS_1YR_ANN_GROWTH_CS,IQ_EPS_NORM_CS,IQ_GP,IQ_LFCF_MARGIN_CS,IQ_NI_1YR_ANN_GROWTH_CS,IQ_NI_MARGIN_CS,IQ_NI_NORM_MARGIN_CS,IQ_QUICK_RATIO_CS,IQ_RETURN_ASSETS_CS,IQ_RETURN_CAPITAL_CS,IQ_RETURN_COMMON_EQUITY_CS,IQ_RETURN_EQUITY_CS,IQ_TOTAL_DEBT_CAPITAL_CS,IQ_TOTAL_DEBT_EBITDA_CS,IQ_TOTAL_DEBT_EQUITY_CS
AIN,0.0,31.213528,15.80576,2.50641,1.64,6.77217,7.61617,173.742,22.27921,-8.37989,1.97,301.284,3.39738,-7.93659,6.76204,8.10545,1.77109,5.84477,7.52945,10.47968,10.41818,48.67525,2.7909,94.83776
ALB,-12.08206,5.1541,33.72669,2.90028,3.9,17.87829,-22.26907,709.737,26.51039,30.0,3.42,970.306,31.98523,92.19572,24.04282,14.35589,2.4672,3.59987,4.71738,12.52704,13.03495,37.53663,3.33823,60.09384
ALEX,-9.78044,8.13221,24.67959,0.83767,0.65,8.43871,43.57205,166.4,42.94194,20.37037,0.78,138.2,16.83871,24.05453,-2.63226,9.86323,0.3513,1.45177,1.79122,2.54018,2.65562,29.61877,3.09555,42.45796
ARE,18.78099,2.89435,53.37168,0.75535,-1.99,-5.404,0.0,0.0,0.0,40.452847,-1.94,643.114,43.06734,40.452847,-7.15132,-16.0213,0.74058,0.36709,0.39719,-1.5905,-1.02931,43.61924,40.452847,77.52835
ALLE,-14.30455,7.94462,1.1892,1.9304,2.36,10.33065,10.33551,490.0,21.89455,48.42767,3.38,989.7,12.86361,48.8629,10.23682,14.46845,1.3601,11.81967,16.97937,85.01906,85.01906,92.63384,2.98735,85.01906
ALSN,0.97436,9.39117,6.5954,1.60023,1.27,11.67808,-11.03439,631.3,34.30605,23.30097,1.34,864.0,22.55869,17.88261,11.67808,12.21889,1.17358,6.59847,8.36542,18.9431,18.9431,66.64711,3.41945,199.82413
ALL,2.70524,1.67414,56.21038,14.95894,4.67,5.19542,-17.08968,2940.0,8.13773,-7.52475,4.78,8045.0,3.3108,-13.54215,5.19542,4.93242,14.95894,1.56378,8.21469,9.24676,9.24676,23.57727,2.15884,30.85112
ALLY,6.53811,0.08587,28.51606,1.1766,2.24,11.31134,-8.9547,5226.0,53.20709,535.79987,2.05,6289.0,54.76481,-17.22265,10.86337,10.04139,1.1766,1.30581,2.50682,8.52648,8.30468,83.37827,12.78243,535.79987
MO,21.77419,140.63274,6.57139,0.98441,7.28,73.66189,6.7404,9169.0,47.41687,172.65918,3.12,11601.0,33.70675,171.68478,73.63604,31.49527,0.64,14.28148,26.35463,181.96805,181.20985,52.00435,1.51391,108.67455
AMBC,-9.97347,0.03823,37.94196,22.58642,1.64,16.21969,-72.63843,357.239,77.96744,-84.70149,1.59,563.5,45.97241,-84.83126,16.33449,15.68936,22.58642,0.4891,0.75987,4.4042,3.77592,86.19732,34.57825,45.97241
AMCR,-1.07284,7.93908,2.71304,0.87597,0.83,2.90406,0.0,1299.8,13.7964,-62.61261,2.33,1994.8,2.52805,-64.11877,2.59094,7.18565,0.50889,6.86045,11.40607,21.69681,22.49538,83.71094,3.3429,146.10915
AEE,16.74641,8.94187,29.27865,0.59574,2.68,10.84595,4.80226,2226.0,36.63595,12.60504,2.69,2634.0,-7.66335,3.65079,10.7472,10.74052,0.30067,3.57113,5.80389,9.29604,9.19556,51.95305,3.51932,108.12975
AAT,4.00958,6.29863,17.70218,0.46704,0.72,15.46178,0.0,0.0,0.0,-16.27907,0.72,189.274,35.49693,-15.2623,11.10381,11.05808,0.46704,3.08967,3.23368,4.07354,5.47378,55.86762,19.981173,126.59099
AEO,33.61545,57.99572,5.8366,1.56007,1.09,6.05622,46.86231,454.555,12.90672,136.95651,1.07,1302.734,6.97676,171.57939,6.19385,5.90473,0.73537,11.72717,17.71102,19.46866,19.46866,0.0,0.0,0.0
AXP,9.595,0.31497,22.6781,1.57957,5.65,15.98912,-8.41075,9169.0,27.10877,11.88119,5.14,24308.0,25.43129,4.7453,15.98912,14.17858,1.57183,3.15315,6.88353,26.26901,26.26901,71.94411,5.73356,256.4314
AFG,4.7924,1.302,56.55515,9.50592,7.33,10.35017,28.78179,962.0,14.90549,86.04061,5.43,1316.0,7.27262,84.375,10.05578,7.31123,9.50592,0.98636,7.54813,13.65166,13.78883,31.07748,2.30561,45.09047
AIG,0.0,841.0781,76.65753,77.71306,-0.7,-0.48367,-30.07681,6828.0,12.75094,841.0781,-0.18,10546.0,2.24421,841.0781,-1.58546,-0.36676,77.71306,0.3439,1.50269,-0.91469,-0.31005,28.96607,4.59007,40.7778
AWR,15.4931,10.53172,13.51609,0.9378,1.62,13.69979,-4.33336,153.566,35.21453,1.25,1.63,239.155,-17.43176,-1.22512,13.69979,13.66236,0.41758,5.08657,8.3108,12.44332,12.44332,45.41822,2.6784,83.21131
AMT,39.95878,18.4387,15.83651,1.03592,1.98,16.77177,15.99404,3404.44,58.84264,40.42553,2.04,3995.3,29.44278,39.60901,16.53094,14.99035,0.82026,4.06433,4.65671,14.25859,13.13049,69.67236,5.44391,265.66705
AWK,0.0,167.23936,29.29864,0.32776,2.62,14.17323,6.60066,1615.0,48.90975,-0.75758,2.85,1880.0,-9.12326,-1.68067,14.17323,15.36342,0.26212,4.28723,5.9623,9.11659,9.11659,57.91936,4.44706,137.63895
AMP,-3.48948,1.26335,40.6565,1.34898,7.81,11.19346,-23.72694,2067.0,17.60797,-7.90094,7.97,5578.0,27.05299,-15.87708,11.19346,11.29066,1.34898,0.82847,7.72589,19.4537,17.8812,46.35061,2.6299,86.39542
ABCB,0.0,37.596645,18.51141,0.90997,2.08,20.90667,34.96776,189.847,55.0495,63.77953,2.22,320.089,-151.99759,76.51235,20.90667,22.11014,0.88883,1.7622,11.20023,12.41823,12.41823,49.35828,3.31875,97.46565
AU,2.94118,122.4058,6.65076,1.53421,0.15,1.89439,9.02318,1317.0,31.18636,87.5,0.23,836.0,9.44826,111.77815,1.49183,2.24709,0.53816,4.22526,6.01815,2.44898,3.06455,44.16058,1.65376,79.08497
NLY,-57.6888,29.10419,44.62646,0.0417,5.56,56.88449,0.0,0.0,0.0,230.95238,5.52,1722.912,35.92406,207.3063,56.923,53.1335,0.03996,1.77602,1.82751,12.82972,11.70486,85.31598,113.8497,113.8497
AR,40.45154,6.59695,19.88912,0.49253,-2.88,-45.50686,22.948051,-98.155,-5.96002,22.948051,-2.84,662.212,-77.91598,22.948051,-51.54054,-50.86216,0.39547,-4.72284,-5.49292,-13.91842,-9.98249,37.83594,22.948051,60.86466
HOUS,7.80142,39.6587,17.57138,0.77905,1.46,3.73494,0.92838,761.0,13.09811,17.74194,1.62,2865.0,7.1364,15.76087,3.66609,4.02909,0.64476,4.67329,5.56684,8.72593,8.87344,60.05501,4.87779,150.34427
AON,-5.30358,4.36859,20.89695,1.0521,5.16,12.29896,3.54499,2658.0,22.86058,5.73771,5.86,3722.0,19.15262,0.79422,12.00654,13.51222,0.27291,4.99498,11.3646,24.10845,24.4549,52.867,2.33446,112.16558
AIV,0.0,30.088165,13.58233,0.15982,3.40914,48.1515,0.0,0.0,0.0,75.6579,3.4219,0.0,37.02746,73.05697,42.88443,41.65618,0.15982,2.57123,2.72986,27.4832,24.78324,65.47722,30.088165,199.7275
ATR,10.61264,5.65282,18.88989,2.33937,3.17,8.82067,4.0909,476.219,20.43039,2.589,3.37,834.76,9.01388,3.13121,8.82007,9.08003,1.65799,7.96295,9.82327,17.69764,17.69437,44.63199,1.98764,80.6097
APTV,6.83636,5.8583,8.89951,1.30641,4.21,7.31049,15.17857,2838.0,17.03379,1.69082,6.3,2748.0,8.84701,-13.31035,7.54457,10.32367,0.97348,11.14774,20.07421,49.53773,44.32314,58.96941,1.39923,143.7206
ARMK,2.19961,9.87074,8.83074,1.1409,1.16,1.99941,6.15656,1118.129,7.75626,20.83333,1.42,1531.421,2.11491,21.97961,1.99646,2.38659,0.76779,4.71213,6.70229,14.23244,14.18374,70.82586,4.71326,243.86957
ADM,0.0,0.0,29.97033,1.59759,2.16,2.06589,-11.13037,2563.0,4.11093,-27.51678,2.08,3618.0,0.67807,-30.82747,2.05146,1.9617,0.78426,2.60084,4.33724,7.29357,7.33485,28.71644,2.70425,40.34107
ANET,75.45663,5.68303,0.9778,3.32089,0.15625,16.31194,61.52187,262.809,23.27459,49.7006,0.16625,723.116,5.35808,52.0941,16.31194,16.20051,2.43922,10.53209,15.36883,19.42951,19.42951,3.58659,0.15681,3.72001
AWI,-41.90801,8.86853,4.89454,1.81258,1.68,7.60632,-17.69033,223.8,18.1288,78.7234,2.11,307.0,19.7985,11.1465,8.48117,9.46894,1.23516,4.10122,6.2676,18.14142,18.14142,76.63158,3.90349,33.580124
ARW,9.49893,3.69152,49.63771,1.54229,5.68,2.20238,4.03574,1091.336,4.58058,9.23077,6.29,3144.322,0.94559,5.02767,2.1941,2.40139,1.08847,4.27928,8.39755,12.21967,12.11771,38.45432,2.55665,62.48093
AJG,6.38985,3.12664,20.16834,0.95759,2.32,7.95381,9.8577,957.3,17.11053,12.62136,2.9,1583.7,9.84776,16.1435,7.40688,9.20362,0.94059,3.39402,6.01125,11.45558,12.11874,43.79151,2.97524,77.90908
APAM,-0.53115,12.03468,3.11725,2.62995,1.57,23.99928,-17.177,243.006,33.71062,-15.5914,1.63,336.944,29.31553,-10.72236,10.13097,8.62373,2.46054,15.78413,46.89093,55.94154,147.69684,62.88861,0.82087,169.45903
ASH,-6.9719,5.33477,53.98387,2.35691,0.03,0.06063,12.37745,917.0,18.53274,-98.92086,4.11,890.0,12.43179,86.20668,-0.5861,5.23302,1.73684,3.69415,5.5408,0.06266,0.09674,50.61632,3.53762,102.49605
ASB,0.0,78.79622,19.27007,0.89421,1.26,17.49957,4.05987,497.761,43.49343,5.88235,1.27,990.156,-17.04993,6.35844,17.49957,16.50893,0.88852,0.96278,4.08613,6.96939,6.64418,55.48958,7.74233,124.66649
AIZ,11.18446,0.71593,73.25754,2.21679,9.13,7.68611,106.61949,952.801,12.95363,345.36584,8.4,1326.6,-13.29042,299.3854,7.68611,6.99605,2.21679,1.73144,9.52604,13.11403,13.11403,20.65818,1.11988,26.03694
AGO,14.58797,1.50597,50.81726,35.14706,6.56,60.71675,-33.15985,899.0,61.95727,-7.34463,4.46,1074.0,29.57443,-16.57197,60.71675,40.88077,35.14706,3.91619,7.40625,14.02085,14.02085,16.72215,1.45273,20.07995
AUB,0.0,35.914692,22.95471,0.93271,1.77,21.17832,4.96058,179.851,49.16286,18.79195,1.77,314.932,-25.24592,15.49964,21.17832,21.18424,0.92602,1.2103,5.32095,7.76158,7.76158,49.72521,5.50505,98.90683
ATO,2.34635,13.01995,33.32075,0.3812,3.38,10.45103,6.06086,961.114,28.69041,9.38511,3.38,1169.864,-13.31979,11.11767,10.45103,10.44527,0.19434,4.37097,6.50341,10.51702,10.51702,48.55556,3.40084,94.38447
ALV,9.64981,5.37588,41.67743,1.59413,6.42,5.57497,5.06653,1271.2,12.61912,24.17795,6.76,1628.0,3.82212,24.14624,5.62957,5.91876,1.24068,7.04478,10.59712,15.90119,15.18967,28.21675,1.21413,39.30827
AZO,16.0599,39.71856,-61.38945,0.9039,40.7,11.66834,6.06495,2357.792,22.16871,12.96142,41.52,5608.736,7.2081,6.96114,11.66834,11.66819,0.10335,15.42015,40.65166,397.48428,397.48428,154.43394,2.15091,397.48428
AVB,0.0,84.65875,74.06497,1.01625,7.52,49.46182,0.0,0.0,0.0,36.47913,7.35,1368.187,43.33101,39.34623,49.47589,48.15616,1.01625,2.92664,3.03169,10.33385,10.32175,40.98176,84.65875,69.49217
AVNS,-15.39831,7.67744,23.64408,1.82953,0.85,2.49953,-5.37489,209.5,13.15707,30.171349,1.39,297.2,12.32808,30.171349,2.49953,4.06795,0.9365,4.42964,5.44134,3.68894,3.68894,34.43354,2.76372,52.51701
AVY,3.76283,6.19271,10.48025,0.95036,3.54,5.26904,7.83634,777.5,12.77417,20.0,4.08,1699.7,5.7453,16.91579,5.26904,5.97269,0.6278,8.82463,17.74266,33.91498,33.91498,58.27322,1.66238,139.65424
AVNT,4.81268,9.39862,8.77361,1.86323,1.95,4.94042,0.95425,412.6,12.35403,19.6319,2.11,678.6,4.54181,14.2462,4.9464,5.30059,1.15856,7.33538,10.17116,23.12268,23.06563,63.42877,3.04969,173.43901
AXTA,-1.05068,6.3644,4.72391,2.08764,0.17,1.16171,4.74308,821.5,20.0493,-56.41026,0.97,1563.9,14.45398,-55.38954,1.02016,5.63667,1.457,5.99219,7.70661,3.78315,3.96865,72.18622,3.9731,259.53403
BWXT,-11.33272,10.72037,1.51089,1.57674,1.76,11.84156,33.91737,306.873,19.79094,34.35115,1.72,464.234,10.79757,39.24391,11.80577,11.36688,0.69897,10.68345,25.21145,88.06448,85.39199,77.73366,1.71111,53.898808
BXP,0.0,88.55873,36.32418,0.52947,3.26,22.19194,0.0,0.0,0.0,-12.36559,2.88,1637.072,31.6612,-12.05973,19.96518,17.2364,0.52947,2.83151,3.02658,9.24293,7.2063,55.25779,88.55873,123.50261
BALL,53.60127,9.47853,9.82186,1.23038,0.815,2.93566,25.66796,1364.0,15.05353,-18.09045,1.59,1849.0,-1.23524,-6.37238,2.90255,5.55459,0.70327,4.38825,6.51989,11.22421,11.07803,68.02131,5.52199,212.70827
BAC,0.0,5358.206,24.03551,0.84808,1.5,19.11768,5.70069,42646.0,45.53181,14.50382,1.65,80104.0,81.52092,12.70141,19.11768,18.11711,0.83466,1.16588,3.67785,7.53062,6.84683,60.63715,9.63884,154.04662
BOH,0.0,58.69286,27.2431,0.68254,4.23,27.79125,5.29879,355.892,54.50583,14.32432,4.22,606.1,24.65041,12.91629,27.79125,27.56101,0.67756,1.34213,10.82576,15.93303,15.93303,40.81247,2.25049,68.9545
BK,0.0,1104.1539,33.67008,0.72674,3.15,22.63621,4.36456,8680.0,55.37833,16.23616,3.19,15248.0,1104.1539,12.31792,22.62983,21.70124,0.72125,1.23376,5.94863,10.02629,9.03316,47.07566,4.05599,89.28961
BKU,0.0,88.914474,23.21684,0.80312,2.09,19.36637,21.0241,626.877,53.77992,-11.06383,2.11,925.891,14.55033,-10.29921,19.36637,18.63393,0.80106,1.3775,4.84551,9.68362,9.68362,69.99686,9.00042,233.29845
BBWI,3.57143,47.38402,-0.8931,2.21653,4.22,10.30936,10.79046,2649.0,21.79529,20.57143,4.07,5812.0,9.22536,20.24952,10.30936,9.74469,1.49813,17.08549,26.73953,418.4176,418.4176,104.72268,2.15968,418.4176
BAX,0.0,357.52963,15.36309,2.39577,9.01,48.86353,32.01342,1967.0,19.35452,1151.3889,1.77,4306.0,11.11507,412.9132,48.85369,9.5092,1.63703,4.17568,5.76625,57.95985,57.92943,25.14916,1.41434,33.59903
BDX,15.72104,6.84,35.78679,1.44705,4.49,7.81863,36.02564,3183.0,25.49868,34.02985,6.53,5991.0,15.66831,40.43166,7.81863,11.12669,0.80136,5.08768,6.80687,13.19186,13.19186,60.21164,3.62897,151.32974
BHE,-8.02438,5.02356,27.68022,3.71419,1.29,2.7721,-8.90851,142.56,6.17032,-29.5082,1.3,214.685,9.99204,-32.86548,2.7721,2.77385,2.72144,2.8316,3.5033,4.76652,4.76652,14.07376,1.5688,16.37889
BERY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBY,-9.21875,32.37346,13.52157,1.42758,2.3,2.04159,2.41592,2162.0,5.46954,-34.84419,2.62,9194.0,2.61492,-27.25061,2.26928,2.29668,0.6683,6.53779,14.7746,17.21967,17.21049,28.37042,0.80204,39.60713
BIO,-4.88831,5.41525,87.45846,3.91351,0.95,1.3599,-11.61879,270.496,13.07899,-75.32468,2.6,1140.528,5.01591,-75.13109,1.3599,3.70105,2.58072,2.1092,2.68165,1.10788,1.10788,14.38199,1.60638,16.79785
BKH,78.51796,7.65857,30.24688,0.88423,1.37,5.25317,29.78865,564.286,35.87383,75.48437,3.23,613.181,-8.14209,75.48437,4.63898,10.66185,0.52875,4.19887,5.54601,4.73753,5.16396,65.641,5.87208,191.51881
BLK,5.05141,4.86375,178.38292,2.58492,19.04,28.41775,-0.7744,4869.0,43.64859,-3.78979,19.22,6018.0,29.71425,-5.1719,28.43568,28.3305,2.41481,1.30377,8.51128,11.0137,10.8584,14.3466,1.00945,16.86106
BA,0.56643,11.61235,1.32382,1.24642,7.61,5.17601,-3.91378,8470.0,8.95623,2.28495,8.06,14470.0,8.16384,-5.4289,5.17601,5.41617,0.38475,4.63111,31.40861,136.8848,134.58894,91.90138,1.17497,1017.27057
BAH,4.08009,6.1794,2.7602,1.26583,1.94,5.4404,-3.32384,506.12,9.36264,27.63158,1.62,1312.629,3.34609,26.45452,5.4404,4.39016,1.14885,9.43889,14.55331,98.85745,98.85745,79.63414,3.15589,96.56445
BWA,1.66702,6.32765,15.16185,1.39191,0.55,1.76607,10.24756,1500.8,16.54503,-79.62963,3.21,1928.7,7.095,-80.56421,1.30636,7.58616,1.0197,7.8453,11.83335,3.49971,4.62111,40.19814,1.47888,67.21887
BSX,15.45098,6.10557,4.94308,0.90298,0.25,4.13785,0.0,2286.0,27.25972,385.78125,0.77,5939.0,33.149,385.78125,4.13785,12.46544,0.53276,5.09261,7.61956,5.31679,5.31679,44.88827,2.39895,81.44958
BRC,-6.38748,7.35514,11.96191,2.44366,1.58,7.14869,12.04046,150.309,13.41296,1480.0,1.59,558.773,11.2081,2581.955,7.14869,7.17102,1.73074,6.9937,8.86623,13.44933,13.44933,26.43606,1.44309,35.93617
BDN,2.00471,3.14443,10.71105,0.81984,0.19,7.86128,0.0,0.0,0.0,26.531515,0.57,307.373,32.27638,26.531515,7.80111,19.36356,0.81984,0.7072,0.7433,2.11521,2.11189,51.66397,26.531515,106.88502
BFH,21.28873,0.48124,28.8885,2.12247,7.34,7.01374,11.03822,2019.3,27.36253,-17.06215,10.06,5769.1,-20.85658,-21.61606,5.85788,7.98824,2.06694,3.93025,4.48975,23.56995,26.98921,92.66507,10.37424,348.79968
BCO,4.02962,6.44945,6.742,1.11926,0.72,1.53943,11.28244,295.9,9.79607,54.618996,1.96,628.9,2.74242,54.618996,1.14216,3.24439,1.00372,5.23595,13.2368,11.05344,13.56872,55.53885,1.4978,124.91545
BMY,28.019,5.78013,9.67524,1.55005,2.65,23.19967,87.9986,5373.0,27.65738,184.94624,2.61,14479.0,5.09729,184.79233,22.9423,22.44974,1.27429,9.06539,13.4345,29.28095,29.29382,29.09564,1.24847,41.03505
BRX,1.28089,7.3932,9.60391,0.50388,0.91,21.78446,0.0,0.0,0.0,40.0,0.92,968.333,43.61062,42.28164,21.58756,21.73206,0.47039,3.15188,3.35838,9.51645,9.51326,66.60799,64.0014,199.47282
BR,2.00225,6.45283,8.8377,1.86017,2.53,10.61443,5.9576,579.8,20.01381,9.05172,2.6,921.1,14.61426,7.10554,10.61443,10.61719,1.70447,11.79996,16.8037,31.16607,31.16607,49.44391,1.76354,97.8001
