,IQ_ACCT_RECV_1YR_ANN_GROWTH_CS,IQ_AR_TURNS_CS,IQ_BV_SHARE_CS,IQ_CURRENT_RATIO_CS,IQ_DILUT_EPS_EXCL_CS,IQ_EARNING_CO_MARGIN_CS,IQ_EBITDA_1YR_ANN_GROWTH_CS,IQ_EBITDA_CS,IQ_EBITDA_MARGIN_CS,IQ_EPS_1YR_ANN_GROWTH_CS,IQ_EPS_NORM_CS,IQ_GP,IQ_LFCF_MARGIN_CS,IQ_NI_1YR_ANN_GROWTH_CS,IQ_NI_MARGIN_CS,IQ_NI_NORM_MARGIN_CS,IQ_QUICK_RATIO_CS,IQ_RETURN_ASSETS_CS,IQ_RETURN_CAPITAL_CS,IQ_RETURN_COMMON_EQUITY_CS,IQ_RETURN_EQUITY_CS,IQ_TOTAL_DEBT_CAPITAL_CS,IQ_TOTAL_DEBT_EBITDA_CS,IQ_TOTAL_DEBT_EQUITY_CS
AME,12.39487,6.26466,32.49937,1.6162,5.01,18.85272,13.70187,1820.119,29.59288,17.88235,5.01,2145.269,13.0712,17.11919,18.85272,18.75191,0.88509,7.71031,9.55626,16.16267,16.16267,25.51132,1.40683,34.24859
AMN,-8.21053,5.31439,24.92022,1.27474,9.9,8.469,34.5837,811.821,15.48319,45.37445,10.45,1716.684,10.52513,35.63417,8.469,8.88717,1.2297,14.00916,21.44014,40.26457,40.26457,45.20424,1.06052,82.49588
ASGN,20.53092,5.86644,38.4101,2.22019,5.21,5.82611,15.01691,510.1,11.13488,20.32333,5.41,1369.6,4.29155,-34.5938,5.85231,5.97555,2.09075,7.38344,8.74346,14.17156,14.17156,37.10761,2.19918,59.00174
T,-28.87188,6.96677,13.67923,0.58939,-1.1,-5.69318,-19.43694,41465.0,34.3421,5072.064,2.56,69893.0,6.10998,5072.064,-6.51063,15.19365,0.34581,3.07027,4.49325,-5.82189,-4.7356,59.77943,3.81589,148.62901
ATI,22.79061,6.573,8.1537,2.56915,0.96,3.81908,119.15058,567.6,14.79666,78.98963,2.04,714.2,4.20718,78.98963,3.41241,6.7805,1.27368,5.96595,9.33334,15.11984,14.72436,60.16798,3.07963,151.05428
AXS,9.75838,0.55134,48.30526,7.0802,2.25,4.34399,-73.80215,190.669,3.71281,-67.3913,2.6,871.012,-9.99189,-63.93796,4.34399,4.29654,7.0802,0.40879,1.7314,4.98478,4.43921,24.3845,7.84752,32.24802
AZZ,29.78897,4.21975,27.03196,2.5678,3.35,9.30823,24.99366,157.762,17.47738,120.39474,3.37,146.153,5.09689,112.10178,9.30823,9.27935,1.70548,6.6388,7.95246,13.02004,13.02004,28.75946,1.70771,40.36951
ABBV,0.0,3331.3032,9.75254,0.96361,6.63,20.40342,9.86311,31300.0,53.91532,2.7907,10.42,41527.0,39.4441,2.54722,20.38792,31.78734,0.69345,10.00275,16.35705,72.47566,72.39556,78.78323,2.05083,3331.3032
ABT,-4.14676,6.87178,21.11066,1.62851,3.91,15.88207,-1.52751,12313.0,28.20654,-0.76142,4.27,24570.0,16.76403,-1.95163,15.88207,17.1473,1.05804,7.55677,10.26778,19.12868,19.01301,32.71773,1.45748,48.62756
ANF,0.0,155.64534,15.59102,1.48513,4.2,7.27398,153.36932,455.292,12.26287,155.64534,4.11,2311.995,5.388,155.64534,7.08393,6.59733,0.87885,6.22077,8.53107,29.84142,30.23179,59.37263,2.68764,146.1395
AKR,-12.16179,1.63269,17.7861,0.58929,-0.4,-21.18374,0.0,0.0,0.0,15.341942,-0.38,192.456,42.77248,15.341942,-11.50722,-11.66744,0.55136,-0.10504,-0.11118,-2.20604,-2.96677,44.93774,15.341942,84.14434
AAMI,-26.6906,2.88122,-0.5213,2.22508,2.33,24.11314,8.4922,187.8,45.01438,46.54088,2.48,257.6,31.31292,-87.85611,24.11314,24.99973,1.91355,17.14633,27.0253,33.30339,33.30339,106.5914,1.85996,33.30339
ACN,21.05796,5.72837,35.02402,1.23325,10.71,11.34676,23.1053,10397.826,16.88115,16.9214,11.02,19701.54,12.54746,16.42782,11.16527,11.32093,1.12253,12.94679,23.57041,33.03517,32.625,12.75563,0.31985,14.62058
AYI,16.4568,6.47346,58.84816,1.99836,11.08,9.58538,13.25957,603.9,15.07451,32.21957,11.22,1672.7,5.26229,25.36729,9.58538,9.57345,1.21197,9.01982,12.45523,19.41208,19.41208,23.76889,0.98708,31.18004
ADNT,29.87377,8.61562,21.85372,1.18909,-1.27,-0.28327,-8.70279,556.0,3.9374,71.3096,-0.44,778.0,4.88811,71.3096,-0.8498,-0.29539,0.84147,1.29163,2.10136,-5.39447,-1.48754,54.03609,5.11691,119.78947
ATGE,20.05853,18.54057,33.3149,1.33174,-0.62,-2.15028,22.66285,307.333,22.15616,70.06605,1.11,722.066,5.69079,313.0921,22.9039,3.8721,1.17914,3.40056,4.00221,-2.12584,-2.12449,41.47809,3.47094,70.87618
ASIX,-1.5854,11.26542,26.89474,1.12055,5.92,8.83442,17.48145,293.518,15.08594,23.07692,6.15,314.479,6.96427,22.95928,8.83442,8.84076,0.5494,10.09549,15.36768,25.66669,25.66669,23.89748,0.78973,31.40169
AAP,-1.50624,16.09081,45.19238,1.12596,8.27,4.49919,-10.66373,1037.605,9.30194,-13.40314,8.74,4232.87,2.70801,-18.54155,4.49919,4.72865,0.18023,3.89158,6.87286,17.28634,17.28634,60.28897,3.91878,151.81917
WMS,45.27514,9.66032,12.35032,2.22855,3.15,9.93119,17.43898,586.778,21.18856,21.62162,3.6,819.565,1.54694,21.00566,9.79777,9.2656,0.92495,11.09119,13.89706,31.68232,25.36589,47.50176,1.70401,90.48256
AER,-29.48824,3.65039,65.5367,0.48531,-3.02,-10.97858,41.01561,5345.645,81.37963,439.97018,6.79,3800.143,-3.80201,439.97018,-11.05291,24.85862,0.47942,2.56056,2.84458,-4.44221,-4.39163,74.23764,8.73013,288.1632
AMG,-24.61832,6.33732,90.23184,0.9955,25.35,59.58534,-15.06716,872.6,37.45707,94.25287,14.41,1258.1,27.47038,102.5632,49.1887,23.8146,0.9955,5.66806,6.97679,38.09065,30.75952,37.07289,3.13339,65.48041
AFL,11.36097,1.25302,36.35072,3.46979,6.59,23.23819,-25.15204,3446.0,19.06184,3.12989,5.91,8344.0,6.70705,-2.86705,23.23819,20.7532,3.46979,1.47544,5.99184,15.10662,15.10662,25.03771,2.16773,33.4004
A,19.88055,5.31471,17.96728,2.03009,4.18,18.31192,13.96292,1967.0,28.72372,6.09137,4.32,3722.0,10.95028,3.63636,18.31192,18.86215,1.3208,9.74125,12.51815,23.4524,23.4524,35.50936,1.485,55.06126
ADC,23.20085,7.20663,49.39392,1.34384,1.83,35.60494,0.0,0.0,0.0,2.80899,1.84,377.533,23.67905,24.66939,35.46581,33.6733,1.34384,2.22807,2.26894,3.96111,3.80225,29.77837,30.610373,42.40626
AL,0.0,183.77727,59.9345,0.29735,-1.24,-4.38129,10.28915,2042.05,92.21236,183.77727,4.22,1351.347,-78.22429,183.77727,-4.38129,21.27181,0.29735,2.42953,2.72741,-1.42111,-1.42108,73.71673,9.1286,280.47012
APD,17.28597,7.06204,59.25018,1.81283,10.08,17.7492,4.48209,3694.8,29.09612,10.52632,10.43,3360.1,0.04686,7.4794,17.76653,18.23398,1.51275,5.44987,6.64407,16.81551,16.22071,37.7992,2.25368,60.76965
ALG,33.45422,5.44906,66.38154,3.81726,8.54,6.73407,20.15887,195.281,12.90162,26.51852,8.67,376.518,-0.43179,27.021,6.73407,6.80315,1.91864,7.38749,8.85761,13.67222,13.67222,28.91679,1.63603,40.6802
ALK,0.0,169.4345,29.92143,0.67661,0.45,0.60129,620.1299,1109.0,11.49699,-88.06366,1.26,2133.0,-0.43282,-87.86611,0.60129,1.65445,0.60383,3.08313,5.60292,1.52291,1.52291,49.76303,3.40848,99.0566
AIN,0.0,35.9762,27.74096,3.9677,3.04,9.32546,-2.22267,250.177,24.17433,-16.71233,2.92,389.782,0.11813,-19.17318,9.25338,8.8425,3.03095,7.07903,8.63791,11.02604,11.06015,36.33469,1.97908,57.07141
ALB,113.84862,8.37592,68.12975,1.89233,22.84,38.45753,238.5913,2803.502,38.29866,2054.717,22.56,3077.787,-4.19522,2074.9595,36.7456,36.09549,1.07541,11.83598,15.7193,39.53317,40.22635,29.03892,1.19561,40.92231
AA,2.77411,16.2228,28.68299,1.74767,-0.68,0.3052,-26.92448,2003.0,16.08706,200.92531,2.8,2305.0,1.10132,200.92531,-0.98787,4.06237,0.77463,5.81747,10.43989,-2.5236,0.59038,22.34532,0.94658,28.77523
ALEX,-78.89273,13.32,14.28552,0.95363,0.5,15.91592,0.0,0.0,0.0,0.0,1.35,99.226,32.28228,9.518472,-21.70742,42.04633,0.95363,2.17133,2.53067,3.52947,3.50463,31.37165,9.518472,46.06546
ALX,-6.79629,1.50205,46.30879,7.10628,11.24,28.00198,4.28888,79.465,38.6101,-55.88697,11.24,115.368,37.62493,-56.64485,28.00198,27.99433,7.10628,3.56059,3.68792,23.56713,23.56713,82.45057,13.98247,20.66723
ARE,12.22916,2.51295,111.11338,1.51749,3.18,29.70531,0.0,0.0,0.0,-16.75393,3.24,1806.454,42.01556,-8.68048,23.10429,23.19797,1.49436,0.45155,0.48262,2.96719,3.21552,31.77911,92.16645,46.60242
BABA,25.25611,28.91259,56.03808,1.66379,3.59,5.51883,6.19677,22161.908,16.47078,-57.00599,4.73,49583.906,2.72862,-57.39508,7.26313,9.47298,1.36888,3.55683,4.77182,6.6784,4.41924,14.02911,1.25686,16.46534
ALLE,39.63996,9.63883,10.72018,1.72627,5.19,14.00715,16.25937,713.6,21.80996,-2.80899,5.65,1322.4,8.77854,-5.17598,13.99798,15.19606,0.98337,10.97846,14.21918,53.85384,53.69969,69.92326,3.07707,232.4828
ALSN,20.59801,8.34036,9.52184,1.80417,5.53,19.1766,14.87805,942.0,34.0195,33.89831,5.56,1297.0,12.96948,20.13575,19.1766,19.27627,1.23958,10.77728,14.99848,70.4244,70.4244,74.27899,2.67941,288.7872
ALL,-2.82834,2.48747,58.85189,7.24349,-5.22,-2.65737,291.8502,-749.0,-1.45921,291.8502,-5.34,6471.0,-1.02939,291.8502,-2.55411,-2.82142,7.24349,-0.91693,-3.05614,-6.77274,-6.4223,32.37713,291.8502,47.87896
ALLY,10.94529,0.09622,35.19598,0.87417,5.04,14.17707,-21.4586,4297.0,35.5212,-38.83495,5.45,7943.0,-27.54299,-43.98693,14.1688,14.26767,0.87009,1.06535,5.90964,13.57824,11.46812,61.21784,4.72376,157.85052
MO,2.12766,1349.3508,-2.22511,0.83798,3.19,27.86156,2.12177,12177.0,58.86021,138.0597,4.35,14183.0,23.13116,132.88889,27.86156,37.93214,0.68675,19.53365,30.3664,1349.3508,1349.3508,117.23865,2.19102,1349.3508
AMBC,-28.19852,0.11142,27.83831,2.96051,11.31,175.75758,128.125,511.0,172.05386,85.388916,7.53,24.365,85.388916,85.388916,175.42088,115.91636,2.96051,2.8482,4.55226,45.50218,42.76936,73.99922,7.37965,288.9655
AMCR,3.80901,7.65675,2.74512,1.14697,0.53,5.60369,5.59916,2018.0,13.87514,-11.66667,0.68,2820.0,2.61706,-14.2705,5.53493,7.05528,0.53106,5.20021,7.86267,18.20032,18.1879,63.10913,3.51041,171.0698
AEE,42.31293,8.93543,40.10687,0.79263,4.14,13.56039,13.11013,2804.0,35.23941,7.8125,4.16,3343.0,-19.49384,8.48485,13.49755,13.50941,0.40493,2.57167,3.8512,10.62945,10.54432,58.66237,5.38338,141.91031
AAT,5.40208,4.56644,20.11339,0.57833,0.72,13.21366,0.0,0.0,0.0,53.19149,0.72,272.594,37.94739,52.57084,10.44143,10.22418,0.57833,2.39266,2.50062,3.58942,4.66488,58.53777,30.249144,141.18336
AXL,7.52491,7.33089,5.47382,1.66214,0.53,1.10816,-11.50524,676.1,11.65208,960.0,0.3,704.9,5.41522,989.8305,1.10816,0.592,1.14467,2.70146,3.98005,11.85144,11.85144,83.32536,4.63644,151.37015
AEO,64.87591,35.15378,8.43913,1.65734,2.03,8.37452,349.16223,770.969,15.38619,161.08209,2.55,1991.79,0.85241,161.08209,8.37452,8.5575,0.85595,10.43781,12.31741,33.43209,33.43209,55.92565,2.34314,126.88934
AXP,17.82748,0.36044,33.25841,1.5685,9.85,13.50832,5.05247,12413.0,22.31551,-1.69661,10.0,33719.0,14.72921,-6.77419,13.50832,13.50112,1.5685,3.23427,10.07596,32.05085,32.05085,64.49824,3.61669,181.67618
AFG,12.97134,1.19919,47.55645,7.93333,10.53,13.25853,-19.35484,1050.0,15.50273,-16.56101,10.63,1463.0,-0.41894,-54.98747,13.25853,13.35616,7.93333,2.05585,9.29477,19.81465,19.81465,28.46045,1.53524,39.78282
AMH,0.0,66.27883,18.37506,0.64612,0.71,20.79959,13.47629,321.105,21.54295,73.17073,0.73,802.293,42.74905,44.44715,18.32484,17.10678,0.64612,1.66237,1.72102,4.35096,4.4566,38.73789,14.12857,63.23302
AIG,0.0,1415.1807,53.82849,34.84326,13.01,20.01704,33.72611,21336.0,37.87545,20.2403,14.15,10715.0,17.04338,9.45888,18.24185,19.55813,34.84326,1.83568,11.37857,19.57748,20.29025,42.58819,1.46841,74.18018
AWR,-16.8971,7.93062,19.19672,0.38155,2.11,15.94945,-6.79148,167.876,34.1539,-17.2549,2.11,264.96,-11.2696,-16.90674,15.94945,15.86381,0.26568,4.02,5.73413,11.23558,11.23558,50.86148,4.37482,103.50631
AMT,4.36655,10.49799,11.96773,0.4358,3.82,15.84058,9.94997,6285.4,58.68118,-32.50883,4.92,7076.2,18.17542,-31.23028,16.4857,21.19926,0.39298,2.67202,3.03878,33.14936,15.79935,79.13117,7.48576,591.9944
AVD,4.92157,3.93629,12.57748,1.45749,0.92,4.4953,16.58112,65.184,10.69265,50.81967,1.0,192.388,7.11088,47.43638,4.4953,4.79549,0.70715,3.788,5.99831,7.37939,7.37939,17.08727,1.16974,20.60874
AWK,0.0,193.94493,42.30224,0.44468,4.51,21.62447,4.91266,1922.0,50.68565,-35.10791,4.42,2203.0,-25.41535,-35.07522,21.62447,21.21414,0.25827,3.12525,4.13194,10.9399,10.9399,61.81755,6.48023,161.90044
COLD,13.16478,7.17745,13.98521,0.96655,-0.07,-0.66989,0.0,0.0,0.0,42.119537,-0.06,695.045,11.63474,42.119537,-0.66872,-0.55637,0.86649,0.71551,0.78792,-0.49882,-0.49825,48.60755,42.119537,94.58111
AMP,-2.53487,0.7706,34.31834,0.89885,22.51,17.83648,-3.57238,3617.0,25.21085,-2.13044,23.35,8905.0,88.46449,-7.28261,17.83648,18.11428,0.89885,1.28197,20.87695,55.0441,55.0441,61.2131,1.57645,157.81898
ABCB,0.0,74.45667,46.09264,1.01185,4.99,29.41129,-4.14324,642.618,54.53981,-7.59259,5.0,991.974,-242.60205,-8.05836,29.41129,29.36291,0.99307,1.54477,8.23973,11.24427,11.24427,39.28848,3.21987,64.71339
APH,7.19,4.96373,5.89745,2.4211,1.53,15.18498,16.28197,2982.4,23.62671,21.91235,1.6,4028.2,12.10499,19.58134,15.07011,15.114,1.51919,10.81209,13.86645,28.56821,28.45352,40.71205,1.63338,68.86831
AMPY,-12.51753,4.73554,-0.1187,0.70964,1.44,14.17615,28.07683,184.04,45.07956,38.319374,0.61,247.471,16.60661,38.319374,14.17615,5.73026,0.57529,20.91251,52.92876,38.319374,38.319374,102.36036,1.07568,38.319374
AU,-60.0,128.6,9.79455,2.49709,0.71,7.02066,-13.7804,1170.0,25.99422,-52.02703,0.73,1141.0,-2.14952,-52.2508,6.59853,6.81502,1.52969,4.05262,5.21669,7.32519,7.71202,34.43299,1.85556,52.51572
NLY,21552.523,-1.77291,20.78511,0.04542,3.92,1388.4017,0.0,0.0,1388.4017,-38.75,4.01,1974.978,1388.4017,-27.80753,1388.4017,1388.4017,0.04542,-0.53539,-0.54867,16.14934,14.05608,85.73263,1388.4017,1388.4017
AM,6.10244,10.99481,4.58168,0.87182,0.68,35.46167,0.05345,677.606,73.65403,-1.44928,0.69,810.403,14.57146,-1.62085,35.46167,35.86799,0.85883,6.01683,6.22106,14.56758,14.56758,60.52438,4.96053,153.3209
AR,10.84855,10.09956,22.71516,0.4437,5.78,28.38118,298.29443,3434.433,48.11184,490.97235,6.3,6674.183,13.69826,490.97235,26.59926,27.112,0.41871,11.59877,13.97019,30.35188,30.97048,39.75203,1.3481,65.98068
HOUS,63.41463,42.64198,16.11253,0.63908,-2.52,-4.0967,-44.45741,476.0,6.89056,149.78114,0.79,2493.0,-1.21417,149.78114,-4.1546,1.30142,0.48199,2.40933,2.94356,-14.53165,-14.29654,66.6415,7.41597,199.77364
AON,-1.90692,4.07212,-2.57546,1.02054,12.14,21.20362,3.60852,3991.0,31.98173,118.73874,13.17,5823.0,21.11247,106.29482,20.74686,22.34225,0.20935,7.20934,20.40716,491.45306,491.45306,103.81401,2.92583,491.45306
AIV,6.40772,5.3283,3.73897,89.2794,0.49,41.38231,0.0,0.0,0.0,35.49793,0.65,118.552,39.99485,35.49793,34.00375,43.60448,89.2794,-1.29279,-1.42749,14.44578,13.27723,59.74368,35.49793,187.99887
ARI,10.49461,0.06971,16.74611,11.72328,1.68,45.9946,19.10017,473.129,82.04658,15.06849,1.77,268.895,-117.36687,18.66407,45.9946,43.13588,11.72328,3.28835,3.35475,11.4103,11.40996,74.75001,14.73228,296.03973
APO,15397.969,0.28478,0.69615,8.61134,-5.57,-43.27134,276.7916,-6142.0,-55.99927,276.7916,-5.56,-3842.0,276.7916,276.7916,-29.29431,-29.63975,8.61134,-2.68386,-17.42102,-176.93082,-49.4545,60.91165,276.7916,181.78151
APLE,0.0,94.877075,13.901,0.43329,0.63,11.69275,0.0,0.0,0.0,687.5,0.63,559.785,26.4959,669.0939,11.69275,11.6468,0.43329,2.67552,2.72826,4.5783,4.5783,31.91827,94.877075,46.88228
AIT,26.90104,6.31964,29.85415,2.72109,6.58,6.75507,30.48717,411.413,10.79633,78.80435,6.69,1106.916,2.37469,77.82491,6.75507,6.75395,1.71919,9.46836,11.76504,24.72875,24.72875,41.04663,1.94511,69.62557
ATR,0.79843,4.80806,31.45672,1.55945,3.59,7.21063,1.08978,611.209,18.39745,-0.55402,3.72,1163.838,6.66758,-1.97012,7.20259,7.32322,0.91199,5.65475,7.2063,11.89499,11.82169,37.39403,2.02111,59.72917
APTV,24.17385,5.60455,32.51153,1.6,1.96,3.37355,10.67472,2198.0,12.5679,1.03093,2.72,2646.0,2.49085,0.67797,3.39642,4.21321,1.06948,4.49976,6.17284,6.92469,6.68366,43.35721,3.16697,77.36164
ARMK,22.8386,8.38002,11.7097,1.00186,0.75,1.18933,106.83737,1067.165,6.53635,161.31929,0.57,1961.882,1.63943,161.31929,1.19121,0.89834,0.78105,2.50931,3.4559,6.76171,6.7301,71.92797,7.29539,256.97403
ADM,38.83805,18.09784,44.39488,1.46377,7.71,4.29812,30.96182,5283.0,5.20206,60.96033,7.75,7570.0,2.12038,60.20672,4.2735,4.28877,0.72539,4.58869,7.79281,18.56248,18.42433,29.47513,1.94738,42.30785
AROC,6.69869,7.79717,5.53045,1.56127,0.28,5.23861,-2.05373,308.9,36.53166,55.55556,0.28,426.084,-3.48195,56.98338,5.23861,5.07572,0.93632,3.48451,3.71387,5.05624,5.05624,64.53868,5.07102,181.9974
ARCO,55.44122,35.60194,1.53671,0.90118,0.67,3.894,51.92265,373.119,10.31028,204.54546,0.67,492.605,1.13715,208.54109,3.87806,3.89814,0.59975,6.33623,8.70617,51.59167,51.65793,82.79845,4.18528,71.936844
ASC,293.2184,8.90165,11.55387,2.98018,3.52,31.06154,1038.3358,192.891,43.27423,94.69277,3.67,212.837,15.09638,94.69277,31.06154,30.65819,2.4639,13.76131,14.31249,36.37051,33.14521,26.71572,0.95714,36.45492
ACRE,-8.04892,0.07534,13.73044,116.92342,0.57,17.2324,0.0,0.0,0.0,-59.85916,0.58,60.788,130.60205,-50.73602,17.2324,17.34198,116.92342,2.29716,2.32829,4.17693,4.17693,69.90708,29.936775,232.3041
AGX,-42.3972,11.67878,21.39153,2.27454,2.4,7.00984,104.91228,56.648,11.12119,58.9404,2.78,97.632,1.84893,60.34548,7.5081,8.57681,2.17498,5.66623,10.00164,11.82087,11.02032,1.1104,0.06454,1.12287
ARGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANET,72.70405,5.94057,3.98011,4.29116,1.0675,30.86853,63.44011,1591.047,36.31441,62.35741,1.1075,2675.696,4.68187,60.84195,30.86853,30.98789,3.05975,15.30592,21.26294,30.51403,30.51403,1.28983,0.04013,1.30668
AHH,41.51205,2.24392,7.03329,1.99024,0.94,21.21554,0.0,0.0,0.0,452.9412,0.97,171.137,20.2821,241.43523,15.86544,13.91306,1.98796,2.4017,2.62441,17.37026,11.87205,55.91098,52.628704,126.81386
AWI,2.96443,12.00682,11.73967,1.95129,4.3,16.21118,11.62264,295.8,23.98832,11.39896,4.51,449.1,8.94494,10.75328,16.45446,16.93399,1.20526,7.80422,10.98599,37.90651,37.90651,56.21931,2.32252,128.41122
ARW,10.77649,3.16671,93.61098,1.4803,21.8,3.86581,0.0,2269.617,6.11354,44.37086,22.09,4836.625,-0.86939,28.75725,3.84352,3.85803,1.00888,6.30236,14.51047,26.35386,26.20767,42.03575,1.79297,72.52012
AJG,39.61338,0.60724,43.14769,1.04325,5.19,13.05172,24.42212,2513.7,29.39794,18.7643,6.32,3447.4,23.05043,22.87164,13.03067,15.54618,1.02764,3.31146,7.73726,12.62407,12.57444,41.4178,2.58484,70.70031
APAM,-14.8606,9.26209,3.85551,3.33211,2.94,25.00642,-35.46008,353.307,35.56955,-42.23969,2.96,483.301,28.11507,-38.56013,20.81528,18.61792,3.13687,17.68107,29.96561,76.83403,60.4613,43.55101,0.90544,114.5119
AORT,16.59971,5.46485,7.04779,4.97904,-0.48,-6.11621,-19.94555,27.345,8.71446,19.064758,-0.5,202.523,2.15061,19.064758,-6.11621,-6.37881,2.19295,0.39392,0.47002,-6.56073,-6.56073,55.65383,13.04915,125.49863
ABG,-0.67568,43.59859,134.61449,1.84807,44.61,6.46175,60.81373,1339.9,8.68154,68.40317,44.84,3100.6,4.80525,87.32156,6.46175,6.4788,0.66586,9.91404,11.97246,39.74098,39.74098,55.95619,2.75304,127.04667
AHT,20.85998,24.27188,-43.61618,0.19419,-44.6,-11.33149,0.0,0.0,0.0,16.146086,-43.9,296.927,9.08042,16.146086,-11.23244,-12.10992,0.18839,1.24646,1.29279,16.146086,16.146086,103.35847,16.146086,16.146086
ASH,8.94309,6.20234,59.62963,3.19711,3.2,7.57005,21.04072,535.0,22.37558,13.47518,3.44,830.0,29.56399,321.36365,38.77039,7.91301,2.00543,2.85575,3.87238,6.06162,6.06162,30.04562,2.58505,42.95031
ASPN,180.7696,4.63804,6.39239,4.68282,-2.1,-45.87279,-10.209571,-70.023,-38.82316,-10.209571,-2.1,4.976,-123.68301,-10.209571,-45.87279,-45.83082,4.30567,-11.98691,-13.94206,-28.73631,-28.73631,21.06489,-10.209571,26.68633
ASB,0.0,90.089226,25.40067,0.87326,2.34,25.64558,6.53249,673.166,47.15296,7.33945,2.36,1206.692,-199.36378,4.31005,25.64558,24.65795,0.87221,1.0389,4.99456,9.56802,9.10712,56.43726,7.728,129.55396
AC,-68.308,0.56069,40.48186,30.38538,-2.22,-298.93616,-28.992785,-10.921,-71.71658,-28.992785,-2.09,-3.655,-134.66476,-28.992785,-28.992785,-28.992785,9.73823,-0.6606,-0.68538,-5.35293,-4.4669,0.31818,-28.992785,0.32285
AIZ,15.57322,1.13881,80.04354,1.88443,5.05,2.71363,-36.768,1073.3,10.52978,-50.4902,6.63,714.4,-5.28623,-79.84553,2.71363,3.53661,1.88443,1.06231,5.03233,5.6923,5.6923,33.90901,2.02143,51.30655
ATKR,0.75782,7.42805,30.22386,2.89458,20.3,23.33791,50.61396,1321.645,33.76756,66.52994,20.63,1640.025,12.57329,55.38371,23.33791,23.04276,1.82832,32.1586,41.27148,86.39622,86.39622,39.97434,0.62975,66.59543
AUB,0.0,50.900604,31.75571,0.84997,2.97,30.46075,-14.43789,404.897,52.5925,-8.89571,2.86,683.756,-211.11353,-11.14252,30.46075,27.84268,0.84973,1.10875,6.06033,9.22821,9.22758,42.65179,4.35835,74.37335
