,IQ_ACCT_RECV_1YR_ANN_GROWTH_CS,IQ_AR_TURNS_CS,IQ_BV_SHARE_CS,IQ_CURRENT_RATIO_CS,IQ_DILUT_EPS_EXCL_CS,IQ_EARNING_CO_MARGIN_CS,IQ_EBITDA_1YR_ANN_GROWTH_CS,IQ_EBITDA_CS,IQ_EBITDA_MARGIN_CS,IQ_EPS_1YR_ANN_GROWTH_CS,IQ_EPS_NORM_CS,IQ_GP,IQ_LFCF_MARGIN_CS,IQ_NI_1YR_ANN_GROWTH_CS,IQ_NI_MARGIN_CS,IQ_NI_NORM_MARGIN_CS,IQ_QUICK_RATIO_CS,IQ_RETURN_ASSETS_CS,IQ_RETURN_CAPITAL_CS,IQ_RETURN_COMMON_EQUITY_CS,IQ_RETURN_EQUITY_CS,IQ_TOTAL_DEBT_CAPITAL_CS,IQ_TOTAL_DEBT_EBITDA_CS,IQ_TOTAL_DEBT_EQUITY_CS
MMM,-4.56175,6.55101,17.49524,1.40653,7.81,14.25815,-5.5713,8661.0,26.95108,-12.14848,9.64,15072.0,15.12789,-14.56347,14.22081,17.30856,0.83626,10.88604,15.78524,46.02447,45.87964,67.77725,2.45919,210.33972
AOS,-8.9294,4.83942,10.26532,1.95747,2.22,12.36342,-12.86081,543.4,18.15752,-13.95349,2.24,1180.7,10.62293,-16.70419,12.36342,12.38373,1.48845,9.48487,14.75609,21.86891,21.86891,16.72246,0.61594,20.08039
AIR,27.22772,8.94031,26.04059,2.66434,2.4,4.09884,21.34387,153.5,7.48124,13.74408,2.72,329.8,5.65601,-51.92308,0.36553,4.57355,0.83692,4.54897,6.40299,9.13039,9.13039,13.52616,0.92313,15.6419
ABM,7.07031,6.18944,23.16324,1.41334,1.91,1.96196,9.8912,333.3,5.1288,31.72414,2.18,731.1,2.75829,30.26585,1.96042,2.23414,1.26806,3.85753,5.96105,8.50964,8.50964,34.19817,2.40444,51.97147
ACCO,5.9057,4.43419,8.02219,1.36889,1.06,5.46096,2.77271,281.7,14.40405,6.0,1.24,634.4,8.37616,0.09372,5.46096,6.30874,0.81777,4.73991,7.84614,13.66253,13.66253,54.37283,3.27299,119.16764
ACM,5.64712,3.58749,23.43476,1.16604,-1.66,-0.91205,14.94298,915.822,4.53977,78.123405,1.59,611.655,3.18814,78.123405,-1.29404,1.23777,1.06892,2.85372,5.46871,-6.7079,-4.49979,46.601,3.71572,87.26942
AES,-7.27273,6.62915,4.51237,1.02649,0.45,4.68152,-6.31455,3175.0,31.16106,-69.5946,0.45,2349.0,-6.0396,-74.81297,2.9738,2.93257,0.66228,4.06724,5.14039,9.73565,7.57143,76.97953,6.44252,240.234
AGCO,-9.06509,10.75845,37.8127,1.29281,1.63,1.3582,1.87129,805.7,8.91123,-54.46927,4.49,1984.3,4.12173,-56.14711,1.38474,3.78413,0.42756,4.33589,7.48519,4.32716,4.16236,34.81478,1.92702,53.40901
ALE,-33.241,10.30316,43.18776,0.53114,3.59,14.95365,-5.68182,381.8,30.77791,6.21302,3.24,435.1,-24.35208,6.6054,14.96171,13.47715,0.33209,2.11077,2.94951,8.46001,8.26023,41.28856,4.30199,70.32454
AME,3.37427,6.41251,22.3303,1.42074,3.75,16.69647,10.69716,1411.422,27.36079,12.27545,3.78,1787.66,13.33,10.71609,16.69647,16.68934,0.84919,7.95233,9.84793,18.40887,18.40887,36.61005,2.0932,57.7537
AMN,2.25593,5.28185,15.76863,1.48239,2.4,5.12973,1.55349,261.158,11.75272,-17.52577,2.89,743.465,9.26795,-19.58008,5.12973,6.07417,1.40903,7.39692,9.97765,16.57125,16.57125,49.50547,2.7658,98.04124
T,-12.51624,6.9767,25.39384,0.79466,1.89,8.26139,4.79372,59286.0,32.70681,-33.68421,2.11,97052.0,19.92683,-28.22406,7.66999,8.51962,0.55244,3.58422,5.10516,7.54962,7.56661,48.26662,3.17785,93.2988
ATI,2.34888,7.03739,16.57691,2.71196,1.85,6.55185,5.39683,531.2,12.88539,14.90683,1.31,638.0,5.32505,15.82734,6.24864,3.99753,1.28556,4.15978,6.50102,12.9584,12.90862,38.94379,2.63347,63.78351
AXS,8.77572,0.69602,56.80163,5.25127,3.34,6.25259,53.69417,469.216,9.06973,0.0,3.73,1077.325,-6.00129,651.89557,6.25259,6.04869,5.25127,1.08295,3.89183,7.16911,6.11823,25.76065,4.09991,34.69946
AZZ,55.80685,5.12293,23.11806,2.2974,1.96,5.52354,30.09699,128.502,13.86084,13.2948,1.96,199.921,6.99015,13.36979,5.52354,5.50482,1.48359,4.62123,5.56619,8.76151,8.76151,32.26585,2.23804,47.63602
ABBV,0.0,2105.564,-5.52568,3.17735,5.28,23.69386,10.64482,15872.0,47.71238,44.2623,7.85,25827.0,26.19905,38.5968,23.69386,34.94815,2.90998,11.66505,19.07772,2105.564,2105.564,113.8706,4.22682,2105.564
ABT,4.68931,6.01565,17.63855,1.44224,2.06,11.55655,6.51944,8055.0,25.24762,57.25191,2.29,18673.0,12.60304,55.70101,11.55655,12.69032,0.88051,4.66552,6.25819,11.96845,11.88914,37.89484,2.37107,61.01722
ANF,0.0,196.3219,18.25388,2.39025,1.08,2.19514,14.10677,302.076,8.41412,980.0,1.09,2159.916,3.84986,950.7612,2.07629,2.04483,1.42463,3.29119,5.05368,6.08181,6.3784,19.58404,0.98246,24.35343
AKR,1.08758,1.80575,17.7175,0.45424,0.62,6.64319,0.0,0.0,0.0,63.1579,0.62,208.627,45.55499,68.72356,16.61894,16.4013,0.41885,0.99989,1.06903,3.5342,0.99342,45.72722,25.436043,84.25444
AAMI,-4.52546,5.2701,0.74983,1.95762,2.45,29.28615,73.40659,315.6,38.51129,94.44444,2.81,348.0,6.24161,64.14956,27.32154,31.27347,1.50959,12.2671,26.39864,267.02444,128.1709,75.5243,1.9398,67.381805
ACN,7.98657,5.54343,22.66364,1.39674,7.36,11.21425,7.58887,6923.02,16.01994,16.08833,7.49,13314.688,10.48295,17.71482,11.05892,11.05948,1.28597,14.53078,30.78655,38.58222,37.93197,0.15258,0.00327,0.15281
AYI,-12.05518,6.12678,48.63762,2.41872,8.29,8.99611,1.64414,556.4,15.14962,-2.69953,8.37,1479.7,9.26328,-5.49199,8.99611,9.04754,1.71448,9.49693,13.45393,18.17532,18.17532,15.67128,0.64091,18.58356
ADNT,-8.89527,8.27127,19.73916,1.07327,-5.25,-2.46884,-34.68835,482.0,2.91662,66.64246,0.59,801.0,-0.53855,66.64246,-2.97108,0.33416,0.79452,0.96317,1.68419,-23.16038,-16.30695,62.52927,7.75519,170.76291
ATGE,7.56717,8.14097,25.16193,1.61954,2.29,10.97245,-3.76414,267.477,21.57617,25.13661,2.86,529.561,10.07356,181.8206,7.67678,13.50538,1.49849,5.87816,7.44197,9.31773,9.2866,22.25621,1.49955,28.82396
ASIX,-35.06654,9.95092,14.36067,0.99592,1.43,3.17787,-23.88431,136.241,10.47127,-33.17757,2.04,135.472,-4.18706,-37.58378,3.17787,4.40928,0.38978,4.55921,7.10676,10.0697,10.0697,52.028,3.1912,108.45494
AAP,8.1054,15.34955,51.26359,1.27198,6.84,5.01489,5.38765,1005.864,10.36012,19.37173,7.94,4254.746,4.97946,14.87542,5.01489,5.79565,0.24748,4.72846,8.42415,13.71559,13.71559,47.74263,3.22356,91.36058
WMS,7.27976,8.3878,6.68511,2.2615,1.22,5.88316,11.72046,205.693,14.85434,23.23232,1.28,326.967,5.48117,25.42455,5.61639,5.2712,0.94957,8.10905,10.35322,22.47996,17.43625,38.93511,1.55186,63.76023
AER,1.51572,4.46446,70.79104,0.45712,8.43,24.85301,8.70678,4139.303,88.1695,23.42606,8.51,2973.269,-53.15989,12.80602,24.40393,24.39321,0.45661,3.54076,3.98276,12.62964,12.77762,75.89329,7.13581,325.07632
AMG,4.11882,5.4778,61.07069,1.53089,0.31,13.62297,-5.51618,919.8,41.06983,-93.14159,1.11,1296.6,21.587,-93.55501,0.70102,2.5029,1.53089,6.34033,7.62625,0.49102,6.50228,30.98156,2.15503,56.64885
AFL,29.90048,2.17597,39.84491,2.85129,4.43,14.77044,10.07377,4775.0,21.34651,17.50663,4.45,7762.0,8.12229,13.15069,14.77044,14.76929,2.85129,2.01885,9.12444,12.60564,12.60564,18.71614,1.39644,23.02566
A,19.84536,6.05276,15.36217,1.53317,3.37,20.74375,6.07827,1274.0,24.67558,247.42268,2.72,2805.0,16.32045,238.92406,20.74375,16.54232,1.11154,7.1903,9.56562,22.99517,22.9853,33.64081,1.88933,50.69503
AL,0.0,155.49489,49.61133,0.24059,5.09,30.62917,16.89039,1772.471,92.46699,10.65217,5.14,1314.094,-146.15425,14.93359,30.62917,30.00415,0.24059,3.32681,3.7613,11.25794,11.25783,70.71438,7.66098,241.46455
APD,9.7167,7.04578,50.14904,2.53627,7.94,20.28726,11.92523,3203.3,35.91586,20.48558,8.26,2943.4,1.26753,17.50568,19.73338,20.40249,2.10341,6.95317,8.9237,16.06492,16.03751,22.60386,1.0383,29.20541
ALK,0.0,189.22276,35.21138,0.63636,6.19,8.75755,30.43478,1530.0,17.42398,75.85227,6.52,2366.0,7.76819,75.97254,8.75755,9.15362,0.57607,5.78854,10.33266,19.02994,19.02994,42.54444,2.09608,74.04756
AIN,0.0,46.839207,21.6257,3.0502,4.1,12.65335,15.81399,267.777,25.40261,59.53307,4.13,397.701,10.15186,59.72542,12.55991,12.6533,2.44005,8.51303,10.69219,20.3075,20.34877,39.92376,1.74389,66.45515
ALB,1.14559,5.89221,37.08271,1.57922,5.02,16.83714,3.79711,976.134,27.1947,-20.82019,5.98,1258.478,-1.07332,-23.11747,14.85552,17.65115,0.96917,5.46545,7.47932,14.18618,15.39236,43.78232,3.26603,77.88
AA,-34.21687,15.16424,22.15756,1.37729,-6.07,-8.17598,-47.63767,1607.0,15.40305,159.66386,-1.45,1921.0,7.60088,159.66386,-10.78309,-2.57797,0.60203,3.65566,6.55694,-23.68172,-12.84639,24.99044,1.22029,33.31634
ALEX,-15.03268,7.84806,15.56155,1.66225,-0.49,-8.30707,0.0,0.0,0.0,10.177379,0.2,99.6,16.61414,10.177379,-8.19451,3.25079,1.25563,1.19794,1.339,-2.99867,-3.13882,39.01784,10.177379,64.33951
ARE,20.83198,2.91149,73.3926,1.49296,3.12,23.27354,0.0,0.0,0.0,-11.36364,3.55,1095.94,41.08785,-4.25692,20.91869,22.9439,1.47432,2.37715,2.5533,4.49922,4.4742,40.9467,61.7213,69.42253
BABA,73.03042,33.49293,28.55796,1.30146,4.97,21.29104,-2.45218,14280.555,25.43307,27.10997,3.93,25740.21,28.28114,27.95529,23.24569,18.05785,1.1634,4.24007,5.42406,19.82636,14.78172,17.91379,1.40125,22.06766
ALLE,1.50816,8.7185,8.16833,1.97594,4.26,14.089,5.21809,651.3,22.8206,-6.1674,4.92,1252.3,12.58979,-7.61095,14.07849,16.13567,1.386,12.39745,16.39654,57.05765,56.85803,66.49482,2.31706,198.46133
ALSN,-9.319,10.14286,6.60745,1.64508,4.91,22.38695,-3.39138,1054.0,39.06598,2.71967,4.96,1394.0,17.18403,-5.47731,22.38695,22.42847,1.06715,12.76333,17.0472,83.88889,83.88889,76.49007,2.41082,124.42635
ALL,0.06022,1.92093,74.50022,10.99827,14.03,10.84947,117.34756,7129.0,15.95747,135.4027,14.61,11577.0,9.32065,115.23091,10.84947,10.73308,10.99827,3.59121,13.67501,22.47519,20.49038,21.72814,1.01234,27.75983
ALLY,-1.32361,0.09026,38.51127,0.96861,4.35,14.8927,2.15171,4700.0,40.67151,47.45763,3.87,6379.0,134.1262,35.78781,14.84078,13.16905,0.96746,1.25517,3.71039,12.43317,12.43317,73.38748,8.4583,275.76303
MO,7.04225,134.66667,3.3488,0.59016,-0.7,-6.55688,8.96293,10759.0,54.34936,1134.6907,4.0,12713.0,29.59815,1134.6907,-6.53162,37.76521,0.29178,12.55016,17.56132,-12.30901,-12.25395,81.51981,2.60638,1134.6907
AMBC,-26.34017,0.0898,32.42235,6.40719,-4.69,-57.48121,-57.50832,259.775,69.13046,25.424677,-7.14,349.0,25.424677,25.424677,-57.48121,-87.31786,6.40719,-0.15777,-0.23458,-14.07626,-13.63143,82.81879,28.50159,25.424677
AMCR,80.14301,6.5247,3.45276,1.14714,0.36,4.61716,-4.41609,1266.2,13.38733,-85.54217,0.47,1799.0,-9.95353,-40.58011,4.54843,5.86519,0.54294,4.37066,6.59869,12.95489,12.91019,51.81909,4.82009,107.55106
AEE,-11.47757,8.27152,32.73355,0.57126,3.35,14.11168,-2.16263,2262.0,38.27411,0.90361,3.37,2743.0,-9.67428,1.59509,14.01015,14.0046,0.30499,2.82067,4.54539,10.55449,10.44197,54.52479,4.34704,119.90001
AAT,30.71644,6.48661,21.87383,1.52879,0.84,16.3805,0.0,0.0,0.0,100.0,0.84,237.299,38.20155,130.52959,12.5461,12.37035,1.52879,2.86607,3.01006,4.35534,5.74274,51.30551,34.077538,105.36202
AXL,-15.63373,7.33027,8.68206,1.81002,-4.31,-7.41246,-18.72158,911.7,13.95979,86.47067,1.58,902.6,3.3864,86.47067,-7.41858,2.71684,1.3371,3.90755,5.50817,-39.36624,-39.25082,79.34783,4.13162,86.47067
AEO,15.07123,62.53295,7.46686,1.92806,1.47,6.4896,5.96485,507.187,12.56745,30.0885,1.49,1487.638,5.25873,28.28083,6.4896,6.51555,0.95632,11.38189,16.70535,20.66821,20.66821,0.0,0.0,0.0
AXP,5.55235,0.32981,28.48272,1.63267,7.99,14.37473,4.97076,10770.0,22.90515,1.01138,8.34,27321.0,3.56923,-2.3407,14.37473,14.68635,1.63267,3.09558,6.96593,29.80093,29.80093,73.82192,6.04085,281.99905
AFG,7.17597,1.33958,69.42107,6.72428,9.85,10.75096,80.38961,1389.0,17.18421,68.37607,10.67,1072.0,13.82995,69.24528,11.09737,11.86729,6.72428,1.05737,8.61911,15.96227,15.46126,30.48348,1.97912,43.85069
AMH,0.0,58.83822,17.73964,0.87133,0.29,13.70849,0.0,244.26,21.42861,262.5,0.28,608.151,33.80832,30.26239,12.37317,7.35484,0.87133,1.63425,1.67763,2.66446,2.60596,32.03871,11.61636,47.14258
AIG,0.0,1638.489,74.93112,35.52543,3.69,8.35733,53.19626,11623.0,23.57128,9125.0,3.8,14919.0,11.57575,1638.489,6.7897,6.75654,35.52543,0.81326,4.08944,5.42982,6.60756,36.99,3.40558,58.70497
AWR,-17.63651,7.51529,16.32507,1.05567,2.28,17.79859,14.78457,162.217,34.23246,32.55814,2.28,258.267,-9.29978,32.05054,17.79859,17.7129,0.77315,5.04413,7.63392,14.54482,14.54482,45.38784,3.08185,83.1094
AMT,3.31567,12.74428,11.41457,0.46537,4.24,25.28396,11.91879,4503.5,59.41058,53.06859,4.37,5363.5,31.03043,52.68522,24.90403,25.49944,0.4107,4.49319,5.18383,36.33354,28.41238,82.50361,6.89693,450.0689
AWK,0.0,185.27872,33.85265,0.62836,3.43,17.20222,6.88836,1800.0,49.8615,8.88889,3.66,2066.0,-26.02839,9.52381,17.20222,18.35069,0.27237,3.69288,5.05092,10.36295,10.36295,60.93311,5.30389,155.97125
AMP,11.43502,1.25119,46.22435,1.13206,13.92,14.69036,-17.30835,2427.0,18.83439,-1.97183,12.92,6325.0,25.52479,-9.77121,14.69036,13.44538,1.13206,0.97001,13.165,33.4541,33.4541,47.43072,2.12979,90.22517
ABCB,0.0,57.791027,35.53151,0.9938,2.75,19.43001,55.73482,415.365,49.99067,-1.78571,3.7,677.766,-143.74065,33.39255,19.43001,26.03362,0.88332,1.61916,8.32113,8.22435,8.22435,39.15409,3.82595,64.34959
APH,-4.4464,4.62933,3.80186,1.97459,0.9375,14.15129,-2.69863,1936.2,23.53928,-2.5974,0.9875,2616.0,12.0403,-4.14938,14.04187,14.28654,1.24021,9.76072,12.69626,27.02608,26.88098,45.29831,1.96576,82.80971
AMPY,12.30264,8.79602,11.5582,0.86084,-1.2,-12.7722,-45.48632,74.234,26.93786,13.041671,-0.55,133.182,1.06709,13.041671,-12.7722,-5.84797,0.5479,0.93561,1.1184,-8.2742,-8.2742,39.99674,3.89891,66.65761
AU,42.42424,88.125,6.35684,1.15974,0.87,10.46809,8.85037,1193.0,33.84397,171.875,0.88,903.0,-5.02128,114.62421,-0.34043,10.44392,0.40258,5.46979,7.67612,13.75661,13.74302,45.16393,1.84744,82.36173
NLY,-95.68144,66.96499,38.62648,0.04257,-6.4,-55.81067,0.0,0.0,0.0,-30.48772,-6.4,-459.194,-37.37211,-30.48772,-55.80484,-59.23631,0.04257,1.88364,1.92179,-16.54583,-14.46199,87.67076,-30.48772,-30.48772
AM,0.0,15.69031,6.49409,0.44843,-0.8,-44.80436,61.881905,484.657,61.14867,61.881905,0.6,653.78,16.31854,61.881905,-44.80436,33.50846,0.44133,7.67986,8.01415,-22.3745,-22.3745,47.91933,5.96762,92.0098
AR,-6.95855,8.68532,23.5545,0.88727,-1.11,-6.64905,-20.48299,1277.269,28.97162,146.51674,-3.3,1819.835,0.0,146.51674,-7.71497,-22.9347,0.47042,-3.83258,-4.26957,-4.64767,-3.79262,48.81457,5.20475,95.36811
HOUS,-45.89041,49.76,18.29375,1.05672,-1.06,-2.1079,-17.49623,547.0,9.77135,160.72522,0.86,2714.0,-0.66765,160.72522,-3.35834,1.75441,0.274,3.18547,3.85431,-5.49625,-5.35026,66.00162,7.43876,194.13168
AON,12.75362,3.75102,14.54115,1.05812,6.37,14.2922,11.25087,3184.0,28.91129,48.48485,7.83,4968.0,15.40339,35.097,13.91083,16.96393,0.26511,5.89768,14.6457,40.73877,41.05373,71.30138,2.69127,248.44884
AIV,-62.34226,24.23777,14.80886,3.04005,3.90036,54.74122,0.0,0.0,0.0,-27.44126,3.96227,87.086,40.87916,-28.84062,51.08367,50.93439,3.04005,1.63736,1.70995,28.26071,26.5461,69.9244,25.75567,245.21223
APO,8.46532,7.30785,5.82083,1.50978,3.71,52.4189,462.36597,1419.766,48.42562,240.69969,3.97,2833.48,47.18482,240.69969,28.75977,28.0395,1.47088,12.07539,15.3731,79.54681,55.98733,54.97973,2.61327,122.12215
APLE,0.0,33.156307,14.70101,0.47163,0.77,13.57314,0.0,0.0,0.0,-14.44444,0.77,580.772,26.53648,-16.57997,13.57314,13.61212,0.47163,2.90325,2.96625,5.13183,5.13183,32.00635,33.156307,47.07256
ATR,-1.84718,4.92989,24.649,1.88978,3.66,8.47027,8.16162,590.146,20.63641,22.0,4.02,1039.634,8.8191,24.36879,8.4694,8.93676,1.20251,7.1254,8.90554,16.17661,16.17476,44.63523,2.14787,80.62028
APTV,3.29715,5.67919,14.95958,1.31204,3.85,7.02793,-5.18158,2141.0,14.91259,-4.22886,4.67,2649.0,2.07216,-7.2165,6.89559,8.35344,0.8034,6.90081,10.64716,27.20528,26.27262,54.41009,2.23587,119.3468
ARMK,0.9233,9.02171,13.40047,0.98266,1.78,2.76364,4.0525,1352.697,8.33591,-20.53571,1.91,1706.679,5.46448,-21.01411,2.76416,2.90554,0.77208,3.70723,5.01519,14.12841,14.08142,66.74072,4.93989,201.26724
ADM,18.30045,18.85289,34.48474,1.55432,2.44,2.13283,-10.06417,2663.0,4.11872,-23.51097,2.99,4147.0,0.42533,-23.81216,2.13283,2.60358,0.7263,2.46228,3.69083,7.22198,7.19578,33.87174,3.70898,51.37581
AROC,-2.10832,6.59372,7.1476,1.67362,0.7,10.10922,19.43467,391.52,40.55164,268.42105,0.77,509.247,-9.09213,362.0899,10.08094,10.96535,1.07069,4.49087,4.78113,10.12723,10.12723,63.15826,4.75501,171.43126
ARCO,19.85265,32.94342,2.00783,0.68078,0.37944,2.70747,-4.18694,278.244,9.40307,116.66667,0.37944,367.541,-2.15885,116.83176,2.70003,2.68873,0.41975,4.68558,6.4235,19.64203,19.67667,78.8519,5.64912,47.044743
ASC,9.55208,7.99548,9.85123,1.62205,-0.69,-9.93775,82.77033,53.294,23.16707,19.280792,-0.67,66.63617,15.17576,19.280792,-9.93775,-9.63983,1.35511,1.24969,1.28819,-6.7974,-6.7974,56.55425,7.96401,130.17212
ARGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANET,23.49298,6.38031,2.36838,5.81442,0.66438,35.66868,17.58511,838.149,34.76778,161.82266,0.64188,1544.338,23.94961,162.06268,35.66868,32.51015,5.2622,13.85964,19.46355,34.13474,34.13474,3.30935,0.11821,3.42262
AWI,17.10526,13.98115,7.60335,1.57474,4.88,23.34072,20.83333,310.3,29.89115,34.43526,4.95,395.1,1.24868,15.38462,20.66275,23.22175,1.03351,8.84371,14.23279,77.39978,77.39978,63.90702,2.08218,177.06221
ARW,-5.1733,3.31841,59.68642,1.51682,-2.44,-0.69222,-17.93619,1147.138,3.96702,209.60411,5.86,3298.381,2.50241,209.60411,-0.70577,1.69351,1.06353,3.50059,7.03617,-4.02661,-3.90848,40.25955,2.85885,67.39078
AJG,11.56356,1.40026,27.40509,1.02203,3.52,9.94858,26.48897,1376.2,19.12717,3.52941,4.12,2201.9,15.36831,5.57222,9.29534,10.65039,0.99806,3.13397,6.11652,13.85482,14.63026,49.11459,3.6579,96.51999
APAM,20.9437,10.68411,2.35235,3.37921,2.65,30.22172,-6.05713,291.795,36.52222,-6.69014,2.68,399.015,28.74722,-1.11996,19.59267,17.15035,3.24269,20.53064,41.70006,117.01045,135.47989,62.31105,1.029,216.7905
AORT,12.38006,5.52179,7.61166,4.14626,0.05,0.62269,2.22004,38.447,13.91888,19.122131,0.11,183.013,4.3742,19.122131,0.62269,1.47815,1.9948,2.13831,2.44424,0.61345,0.61345,46.1812,6.37636,85.80869
ABG,-0.97213,23.47867,33.52178,1.28516,9.55,2.55745,6.3076,369.1,5.11907,15.33816,9.57,1168.9,2.95671,9.76191,2.55745,2.53508,0.28188,7.42192,8.3908,32.94328,32.94328,74.42624,5.09591,291.02585
AHT,27.75769,35.62546,2630.0242,0.1433,-1580.0,-9.48967,0.0,0.0,0.0,-1.0946289,-1560.0,410.434,10.72411,-1.0946289,-7.55794,-10.35875,0.13566,1.18522,1.24041,-31.53029,-32.68766,92.46184,-1.0946289,-1.0946289
ASH,-29.36858,4.29088,59.51667,1.893,0.39,0.9627,-17.86284,515.0,20.65784,-76.50602,2.48,651.0,9.87766,342.98245,20.25672,6.16767,0.97358,2.12862,2.95355,0.68798,0.68798,31.82512,3.23689,46.6816
ASPN,26.16468,4.82108,2.42727,1.50388,-0.6,-10.45022,-0.74523455,-3.946,-2.83121,-0.74523455,-0.6,26.284,1.39543,-0.74523455,-10.45022,-10.37446,1.17918,-8.73905,-12.47463,-22.53876,-22.53876,12.53355,-0.74523455,14.32955
ASB,0.0,91.08201,23.32114,0.94092,1.91,21.03662,-6.36047,627.486,40.39348,1.0582,1.97,1200.563,-47.45653,-2.03021,21.03662,20.35825,0.93398,1.03537,4.14996,9.09066,8.48473,51.97501,6.76464,108.22493
AC,16.33765,1.00281,39.88574,15.32423,1.74,136.83672,5.949008,-15.728,-50.30545,5.949008,1.74,-1.605,-294.52542,5.949008,125.34144,125.40912,7.00143,-1.00224,-1.04227,4.44641,4.59067,1.70279,5.949008,1.82955
AIZ,4.67859,0.85792,94.24983,2.41513,5.84,3.83472,44.70604,2151.2,21.32688,46.73367,9.6,862.0,6.79614,52.43028,3.79308,5.89536,2.41513,1.32685,6.3555,7.11219,7.15237,39.34888,1.71365,64.87742
AGO,44.73868,0.53531,71.17663,132.46667,4.0,42.65957,-26.35135,545.0,57.97872,-14.52992,4.17,831.0,-36.68883,-22.84069,42.76596,44.05117,132.46667,2.42579,4.28608,6.09368,6.07254,17.04701,2.50826,20.57186
ATKR,18.93516,6.60306,4.96084,2.43288,2.83,7.25532,24.19529,300.955,15.70305,14.1129,2.86,497.2,7.7288,1.76077,7.25532,6.95057,1.52597,10.34967,13.57814,78.3397,78.3397,78.39691,2.80878,51.525124
AUB,0.0,65.47355,31.41338,0.9487,2.41,23.2769,36.52132,410.237,49.29862,6.1674,2.92,649.595,78.22886,32.32865,23.25647,28.14249,0.94434,1.47733,5.9537,8.72969,8.72969,38.59853,3.85095,62.86255
ATO,3.63164,13.90263,48.18394,0.37871,4.35,17.62346,4.91571,1137.514,39.19964,-19.8895,4.36,1412.703,-29.95702,-15.19872,17.62346,17.60919,0.21094,3.69452,5.1356,9.72239,9.72239,40.99061,3.51149,69.46456
ALV,-1.70692,5.21832,24.17532,1.24558,5.29,5.41439,-9.68445,1119.1,13.09256,22.73782,5.73,1585.0,2.1547,142.38445,5.39918,5.84557,0.87055,7.11954,11.30107,23.11603,23.02946,51.47469,2.0118,106.07803
AZO,19.70241,41.83775,-71.29757,0.91229,63.43,13.63163,4.03059,2579.298,21.74101,30.05946,64.21,6365.001,10.44186,20.91047,13.63163,13.51232,0.10037,14.35167,37.76767,447.2395,447.2395,146.66844,2.08826,447.2395
AVB,0.0,85.63095,78.13735,0.14465,5.63,33.71175,0.0,0.0,0.0,-20.14184,5.64,1559.289,45.10275,-19.34799,33.70622,33.63291,0.14465,2.78427,2.89021,7.27008,7.26887,40.35092,85.63095,67.66719
AVNS,8.83721,4.43907,26.6201,2.53412,-0.96,-6.5797,24.63768,94.6,13.56078,27.678953,0.52,402.2,-6.91478,27.678953,-6.5797,3.54817,1.73694,1.98527,2.30027,-3.58258,-3.58258,20.45769,3.43975,25.71925
AVY,1.89123,5.88709,14.44217,1.03851,3.57,4.29414,3.4615,998.3,14.12003,-32.38636,3.57,1904.1,5.83478,-35.04493,4.29414,4.24152,0.67326,9.65307,16.59321,28.12283,28.12283,63.33516,2.08334,172.74086
AVNT,-20.17417,7.70164,13.6788,2.15416,0.97,2.64436,-24.37099,306.6,10.71017,-51.5,1.77,662.9,14.70814,268.33542,20.56101,4.77326,1.70064,4.76312,6.73326,9.48552,9.50229,55.12405,4.21755,122.83652
AVA,0.50234,8.09443,28.86827,0.57494,2.97,14.62246,-2.77565,436.058,32.40568,43.47826,1.92,905.805,-11.97968,44.38206,14.63851,9.44646,0.33267,2.42376,3.56118,10.61165,10.59766,53.78963,5.17674,116.40162
AXTA,-3.96392,5.80972,5.76501,2.39855,1.06,5.63563,0.70585,827.5,18.46192,24.70588,1.38,1564.3,12.92278,20.23177,5.55531,7.20142,1.75981,5.26913,6.76048,19.45845,18.57285,73.61535,4.75275,279.00824
AX,0.0,49.508595,17.47104,1.10616,2.48,23.95313,6.98343,328.008,50.64634,5.08475,2.77,464.012,40.84707,1.78465,23.95313,26.47403,1.10126,1.87585,12.27473,15.33342,15.25706,36.89719,1.91285,58.47155
BGS,-5.14083,11.23363,12.68705,3.05103,1.17,4.6006,-2.97112,301.362,18.14981,-55.0,1.64,383.124,-0.5731,-55.69983,4.6006,6.42137,0.75681,4.82754,5.75486,8.92087,8.92087,70.28157,6.37636,236.49153
BJ,1.85787,67.56081,-1.47166,0.84757,0.95,0.97708,36.18373,523.399,4.02387,137.5,1.46,2360.895,2.18266,152.99895,0.97838,1.46767,0.14036,6.91189,13.37824,163.24419,163.24419,112.38186,3.50437,163.24419
BWXT,-20.13611,16.27589,4.23978,1.55607,2.55,12.91226,6.45166,364.928,19.25823,12.3348,2.61,533.864,2.63629,7.55955,12.8826,13.13691,0.52447,10.50155,16.71344,76.3136,76.48391,67.3003,2.27912,205.81323
BXP,0.0,102.04766,35.43308,2.95889,3.3,21.50031,0.0,0.0,0.0,-10.81081,3.5,1888.601,36.04497,-10.51957,17.1981,17.84123,2.95889,3.29054,3.46231,9.33991,8.03124,60.39909,102.04766,152.51945
