,IQ_ACCT_RECV_1YR_ANN_GROWTH_CS,IQ_AR_TURNS_CS,IQ_BV_SHARE_CS,IQ_CURRENT_RATIO_CS,IQ_DILUT_EPS_EXCL_CS,IQ_EARNING_CO_MARGIN_CS,IQ_EBITDA_1YR_ANN_GROWTH_CS,IQ_EBITDA_CS,IQ_EBITDA_MARGIN_CS,IQ_EPS_1YR_ANN_GROWTH_CS,IQ_EPS_NORM_CS,IQ_GP,IQ_LFCF_MARGIN_CS,IQ_NI_1YR_ANN_GROWTH_CS,IQ_NI_MARGIN_CS,IQ_NI_NORM_MARGIN_CS,IQ_QUICK_RATIO_CS,IQ_RETURN_ASSETS_CS,IQ_RETURN_CAPITAL_CS,IQ_RETURN_COMMON_EQUITY_CS,IQ_RETURN_EQUITY_CS,IQ_TOTAL_DEBT_CAPITAL_CS,IQ_TOTAL_DEBT_EBITDA_CS,IQ_TOTAL_DEBT_EQUITY_CS
AME,11.03692,6.01683,37.80449,0.97991,5.67,19.90599,12.36051,2045.095,31.00061,13.17365,5.7,2384.465,17.33043,13.25058,19.90599,19.91766,0.54242,7.774,9.56061,16.20549,16.20549,28.94791,1.7392,40.74181
AMN,-21.51527,4.49612,21.98508,1.28282,5.36,5.55991,-30.79189,561.846,14.82735,-45.85859,6.64,1249.581,8.69093,-52.55512,5.55991,6.86438,1.22162,8.62155,12.26463,22.47375,22.47375,61.89591,2.4033,162.43901
ASGN,-13.13262,5.58034,40.51606,2.46968,4.5,4.92743,-7.3711,472.5,10.61655,-13.62764,4.71,1280.0,8.12025,-18.20216,4.92743,5.11151,2.32784,6.53724,7.736,11.56219,11.56219,36.97832,2.34963,58.67555
T,-3.94947,8.669,14.447,0.71309,1.97,12.76097,4.97769,43529.0,35.55478,5280.5737,2.04,72305.0,4.04136,5280.5737,11.76202,11.9656,0.42909,3.82016,5.70301,14.34284,13.8335,57.01992,3.63948,134.89467
ATI,6.3423,6.28853,10.82133,2.80186,2.81,10.14448,10.90557,629.5,15.08254,192.70833,2.54,826.3,2.91498,213.82735,9.84259,7.79582,1.46198,6.36485,9.14277,33.96585,32.10373,59.55029,3.46243,147.22054
AXS,8.59269,0.55509,55.26342,6.59269,4.02,6.66784,196.26997,564.895,10.00986,78.66667,4.34,1249.341,-2.41213,68.67803,6.66784,6.54777,6.59269,1.19709,5.35887,8.54907,7.59947,22.4381,2.69538,28.92929
AZZ,-2.4536,5.54569,34.24936,2.22931,2.33,5.01183,67.05417,263.548,19.91072,-30.44776,2.83,295.943,7.09059,38.93573,-4.00212,5.3083,1.41799,7.0412,8.21424,8.72546,8.72408,55.97742,4.11776,127.15616
ABBV,0.0,2904.3455,5.86656,0.87212,2.72,8.97124,-16.59105,26107.0,48.06326,-58.97436,7.84,37592.0,41.35646,-58.91348,8.95283,25.51847,0.63347,7.95612,14.30146,35.22127,35.20445,85.29066,2.30919,2904.3455
ABT,5.58057,6.27537,22.26142,1.63789,3.26,14.26862,-18.49265,10036.0,25.02182,-16.62404,3.4,22190.0,11.72679,-17.45276,14.26862,14.74981,1.00022,5.75085,7.75096,15.20275,15.11382,29.01828,1.58161,40.88135
ANF,0.0,102.03091,14.17985,1.36114,0.05,0.28085,-51.19242,222.217,6.00952,-98.80952,0.06,2104.538,-2.59661,-98.92932,0.07615,0.08163,0.68955,1.98966,2.8175,0.3703,1.3453,63.40464,5.50899,173.25867
AKR,0.36215,1.98574,17.1653,0.59559,0.2,-0.49828,0.0,0.0,0.0,20.687977,0.2,223.528,35.89865,20.687977,5.66169,5.42916,0.55879,0.89298,0.94134,1.19402,-0.07982,47.55291,20.687977,92.85927
AAMI,17.06122,3.20873,0.97167,2.29891,1.55,15.72902,-29.28648,132.8,31.12986,-33.4764,1.77,213.2,13.41714,-34.59245,15.42429,17.2158,1.99525,12.77542,19.84536,23.490189,23.490189,87.61881,2.6378,23.490189
ACN,3.82457,5.34176,40.89482,1.29834,10.77,10.92394,5.16286,10934.651,17.05561,0.56022,11.8,20731.607,13.59877,-0.0816,10.71809,11.60657,1.18145,12.52813,22.16449,28.75199,28.46635,10.63589,0.28799,11.90174
AYI,-16.6091,6.47265,64.9103,2.3433,10.76,8.75462,0.43054,606.5,15.34588,-2.88809,12.15,1713.2,12.47849,-9.89583,8.75462,9.77792,1.60094,9.31417,12.5462,17.6207,17.6207,22.66902,0.97411,29.31428
ADNT,1.18791,8.26355,23.77852,1.15463,2.15,1.91621,46.40288,814.0,5.28743,95.8466,1.55,1003.0,2.74765,95.8466,1.3316,0.95145,0.86651,3.18857,5.56704,9.53267,11.74597,51.59911,3.40909,108.9945
ATGE,25.86391,15.73701,34.44425,1.10978,2.23,7.01338,7.09719,329.145,22.68673,57.903038,3.23,802.34,7.44911,-70.61488,6.43482,9.96968,1.00944,4.84465,5.74406,6.86956,6.86956,38.07864,2.72279,61.49515
ASIX,-9.86114,9.41543,27.63503,1.16964,1.95,3.56175,-52.27618,140.078,9.13394,-67.06081,1.87,165.088,0.12847,-68.22138,3.56175,3.32908,0.54774,2.9063,4.39649,7.39439,7.39439,26.62281,1.91473,36.28214
AAP,14.71507,15.28258,42.33983,1.20153,0.5,0.26343,-57.77998,438.077,3.88104,-93.95405,1.28,3860.109,1.1736,-94.07518,0.26343,0.67395,0.24562,0.6775,1.20044,1.14409,1.14409,63.83295,10.15161,176.49477
WMS,-10.19215,9.52937,11.85516,2.68607,6.08,16.65037,48.05991,868.783,28.28879,93.01587,6.2,1118.408,14.72812,86.88834,16.51143,16.61781,1.3835,16.38501,20.31926,59.06011,48.70249,58.04389,1.58421,138.34428
AER,-10.76119,4.89572,81.92298,0.51184,13.78,45.65975,6.13441,5673.569,82.29559,486.09818,8.98,4343.402,-38.51649,486.09818,45.48926,29.20553,0.50316,2.83064,3.16694,19.17727,19.20349,73.73698,8.20929,280.7635
AMG,16.58228,6.01344,108.06928,1.91838,17.42,44.03246,-9.2253,792.1,38.49257,-31.28205,16.03,1150.3,14.14982,-41.2776,32.69997,27.34245,1.91838,5.0918,6.06618,19.73835,18.86824,35.40222,3.43416,59.52167
AFL,-9.41262,1.22375,38.00484,9.74808,7.78,26.27898,30.06384,4482.0,25.28061,18.05766,7.76,8622.0,2.77793,10.90217,26.27898,26.09455,9.74808,2.15672,9.38851,21.01015,21.01015,25.15235,1.64837,33.60473
A,-8.11388,5.06899,20.0087,2.61135,4.19,18.14723,-13.01474,1711.0,25.04025,0.23923,4.35,3465.0,12.27133,-1.11643,18.14723,18.71652,1.79726,8.4703,10.62905,22.24215,22.24215,33.15416,1.69433,49.59795
ADC,25.9914,7.22464,49.9827,1.0884,1.7,31.72997,0.0,0.0,0.0,-7.10383,1.7,470.778,21.35364,11.49459,31.62057,30.1072,1.0884,2.17885,2.21867,3.58631,3.46974,31.88224,33.430267,46.80458
AL,0.0,208.94876,64.48821,0.14477,5.14,24.80708,10.52506,2256.977,91.09504,208.94876,4.68,1616.205,-104.49748,208.94876,24.80708,20.96795,0.14477,2.52385,2.87672,8.90357,8.90344,72.81965,8.49927,267.91278
APD,-1.9627,6.55516,64.41449,1.3349,10.3,18.50159,9.95724,4062.7,32.24365,2.18254,11.23,3767.0,-14.76597,1.9547,18.25556,19.81293,1.05547,5.71078,6.93846,16.70108,15.87865,41.32939,2.71534,70.4431
ALG,13.98887,4.97258,78.50219,3.75811,11.36,8.05853,25.94159,245.94,14.55567,33.02108,11.42,453.644,4.54196,33.58547,8.05853,8.05648,1.93516,9.1048,10.80848,15.84997,15.84997,21.26204,1.02415,27.00354
ALK,0.0,199.75029,32.61956,0.60664,1.83,2.25398,16.14067,1288.0,12.35373,306.66666,2.27,2463.0,-8.33014,305.17242,2.25398,2.77327,0.48755,3.63294,6.73826,5.92761,5.92761,48.14021,2.96429,92.82762
AIN,0.0,40.918846,30.81802,3.53051,3.55,9.7229,2.81041,257.208,22.40665,16.77632,4.04,423.718,-1.45116,16.03768,9.68021,10.97046,2.5876,6.48767,7.92993,12.18143,12.16549,34.73654,2.00172,53.2251
ALB,1.86319,8.00057,80.20195,1.46524,13.36,17.37036,-69.14655,864.977,8.99406,-41.50613,15.03,1196.909,-20.43132,-41.50247,16.36106,18.33459,0.76538,1.61232,2.13094,18.09133,18.71134,30.84565,4.98398,44.60407
AA,-15.68123,14.71548,23.81886,1.4538,-3.65,-7.32632,-75.58662,489.0,4.63463,58.650906,-2.9,834.0,2.57085,58.650906,-6.17003,-4.90098,0.58878,-0.61828,-1.09448,-13.95947,-12.43365,25.51294,4.09407,34.2515
ALEX,-26.22951,39.86793,13.84441,0.2351,0.56,19.30904,0.0,0.0,0.0,12.0,0.56,104.183,26.11808,14.326547,14.10317,19.24089,0.2351,2.38095,2.73512,4.00255,3.98691,31.6804,14.326547,46.37089
ALX,-0.95309,1.7098,46.53554,1.23955,19.97,45.52458,6.35248,84.513,37.56768,77.66904,19.97,123.752,24.74418,77.70162,45.52458,45.53041,1.23955,3.77094,3.91514,43.19802,43.19802,82.40438,13.16961,36.880306
ARE,11.39372,2.67951,107.44615,1.21584,0.54,10.4409,0.0,0.0,0.0,-83.01887,0.66,2027.499,36.65076,-80.13285,3.85092,4.19131,1.19452,0.17023,0.18213,0.55357,1.24042,34.0851,92.72134,51.74847
BABA,-9.61643,25.66779,56.15042,1.81125,4.0,7.54852,-1.68774,21787.873,17.22934,11.42061,4.28,46602.953,5.37206,8.00857,8.34697,8.87591,1.53893,3.68631,4.93385,7.18859,5.71323,14.8328,1.30668,17.57034
ALLE,4.34783,9.03216,15.06543,1.26044,6.12,14.80771,18.55381,846.0,23.173,17.91908,6.52,1581.5,12.71605,17.99127,14.80224,15.69815,0.82412,11.09579,13.9065,47.82089,47.78151,62.16457,2.56028,164.3025
ALSN,-1.92838,8.44228,14.06763,2.49501,7.4,22.17463,13.90658,1073.0,35.3542,33.81555,7.48,1470.0,17.21582,26.742,22.17463,22.18122,1.81836,11.84767,16.06194,63.8823,63.8823,67.15504,2.34949,204.46066
ALL,-1.57825,2.82945,60.07307,8.47524,-1.2,-0.37307,419.5524,973.0,1.70421,419.5524,-0.42,7675.0,-0.10509,419.5524,-0.32928,-0.1931,8.47524,0.18565,0.72581,-1.20228,-1.21784,31.76452,8.43474,46.55133
ALLY,2.91949,0.119,37.82992,0.88835,2.99,6.4007,-16.49988,3588.0,22.47135,-40.6746,3.6,7106.0,-10.21404,-40.49008,6.38818,6.84852,0.88447,0.80721,4.61504,9.30063,7.677,60.38105,5.84727,152.40448
MO,47.91667,1334.6619,-2.00742,0.49342,4.57,39.65467,-2.28299,11899.0,58.03824,43.26019,4.72,14255.0,54.1496,41.04788,39.65467,40.91035,0.37618,19.24388,31.94231,1334.6619,1334.6619,115.34538,2.20464,1334.6619
AMBC,4.62298,0.12547,30.13608,3.15057,0.18,1.74825,-75.73386,124.0,43.35664,-98.40849,0.18,49.476,0.0,-99.23225,1.3986,2.87226,3.15057,0.7088,4.21654,0.30604,0.36271,70.94745,28.20161,247.13782
AMCR,-3.10078,7.71339,2.78231,1.18588,0.71,7.20022,-3.51834,1947.0,13.25031,33.96226,0.73,2725.0,0.66013,30.18634,7.13216,7.29305,0.57283,5.00305,7.61326,25.85101,25.70769,64.12281,3.75449,178.7286
AEE,-22.27534,8.06885,42.61735,0.65202,4.38,15.42667,5.02853,2945.0,39.26667,5.7971,4.39,3467.0,-18.30667,7.26257,15.36,15.38256,0.2861,2.47352,3.62555,10.54125,10.46349,58.98371,5.60475,143.80554
AAT,1.88763,4.62115,19.67055,1.11413,0.84,14.59154,0.0,0.0,0.0,16.66667,0.75,280.692,34.73998,15.81963,11.53497,10.17714,1.11413,2.59357,2.70532,4.2279,5.53095,59.75397,27.717518,148.47171
AXL,-0.20727,7.41991,5.16567,1.66994,-0.29,-0.55268,-10.75285,603.4,9.92516,63.237194,-0.11,624.3,5.55329,63.237194,-0.55268,-0.21097,1.13049,1.98371,2.92109,-5.45366,-5.45366,83.14901,4.94664,63.237194
AEO,-9.84666,29.5756,8.19815,1.43084,0.64,2.50782,-36.90641,486.432,9.74846,-68.47291,0.97,1745.248,1.65141,-70.17937,2.50782,3.53368,0.53657,4.66966,5.43145,8.27938,8.27938,46.09318,2.81102,85.50529
AXP,12.64749,0.37948,38.80636,1.4631,11.21,12.43097,19.05261,14778.0,21.93753,13.80711,11.42,36257.0,7.82688,11.4453,12.43097,12.46022,1.4631,3.35241,10.40874,31.73893,31.73893,68.13117,4.05887,213.78622
AFG,9.99666,1.22896,50.91109,8.06492,10.05,11.01914,8.0,1134.0,14.66632,-4.55841,10.11,1484.0,-1.24806,-5.12249,11.01914,11.07497,8.06492,2.25187,11.38422,20.50542,20.50542,28.20772,1.47531,39.29075
AMH,0.0,70.88249,19.09241,0.19042,1.01,26.6162,15.26074,370.108,22.79545,42.25352,1.01,883.873,40.10993,39.18532,23.41506,22.52058,0.19042,1.77324,1.84902,5.64746,5.82891,36.92411,12.1044,58.53918
AIG,0.0,787.3639,65.13269,55.9607,4.98,8.30727,-56.63198,9253.0,19.82134,-61.72175,6.0,8673.0,24.50918,-64.54846,7.80386,9.24775,55.9607,0.59091,4.17767,8.63444,8.292,33.55395,2.79974,50.49804
AWR,20.37541,9.60952,20.9867,1.23619,3.36,20.97049,42.3926,239.043,40.12815,59.24171,3.37,363.48,-18.25406,59.34614,20.97049,20.91814,0.82517,5.74233,7.83309,16.81693,16.81693,54.18461,3.83982,118.26728
AMT,-4.72124,10.95253,9.00329,0.51177,3.18,12.26737,5.77052,6648.1,59.65525,-16.75393,4.09,7450.7,27.00441,-15.99841,13.31006,17.10484,0.43675,3.34179,3.78959,30.36252,11.74792,81.27307,7.09297,624.4444
AVD,15.14787,3.39605,12.86454,1.87432,0.26,1.29779,-28.55149,46.573,8.03855,-71.73913,0.31,179.164,-11.08342,-72.5624,1.29779,1.50503,0.89464,2.07457,3.16777,2.03219,2.03219,30.46284,3.48043,43.80801
AWK,0.0,223.32043,50.31069,0.64575,4.9,22.2957,14.88033,2208.0,52.14927,8.64745,4.9,2514.0,-22.63817,15.12195,22.2957,22.33585,0.46723,3.41632,4.43501,10.79474,10.79474,55.9527,5.63632,127.02868
COLD,-0.92875,6.24776,12.74636,0.98125,-1.18,-12.18313,0.0,0.0,0.0,41.990032,-0.38,747.158,14.64165,41.990032,-12.57198,-3.91852,0.85526,1.34168,1.47828,-8.81683,-8.77919,49.00421,41.990032,96.09463
AMP,-3.16122,0.88985,47.20833,0.7776,23.71,15.87972,7.07769,3873.0,24.06188,5.33096,25.02,9422.0,59.39519,-0.11723,15.87972,16.43026,0.7776,1.37491,22.79616,61.28027,61.28027,56.24942,1.56984,128.5684
ABCB,0.0,76.01776,49.62488,1.02629,3.89,17.67199,-12.36318,563.17,36.98309,-22.04409,3.87,937.119,92.48273,-22.34518,17.67199,17.52988,1.01251,1.30781,6.99838,8.12497,8.12497,16.93075,1.24016,20.38149
APH,-0.49025,4.78302,6.96819,2.16808,1.555,15.49619,-0.03018,2981.5,23.74808,1.63399,1.63,4084.1,13.12606,1.351,15.3568,15.48894,1.35712,10.13183,12.89198,25.10074,25.06991,35.51559,1.5566,55.27764
AMPY,-51.40638,4.8464,9.98891,1.01817,9.63,135.57315,-59.14584,75.188,25.9541,568.75,7.76,130.527,0.46713,578.61774,135.57315,104.36366,0.62057,4.09649,6.94374,203.2494,203.2494,23.7543,1.6203,31.15493
AU,25.0,203.64444,8.8414,1.80415,-0.56,-4.84505,-10.0,1053.0,22.98123,110.81807,0.04,1045.0,-4.41401,110.81807,-5.12877,0.36762,1.07718,2.86207,3.73075,-6.01716,-5.63881,39.27586,2.29725,64.67914
NLY,371.2687,0.75869,19.64218,0.07809,-3.61,-131.46992,0.0,0.0,0.0,-78.27379,-3.61,-1436.47,-164.48122,-78.27379,-131.84818,-143.25204,0.07809,0.74701,0.7758,-16.89367,-14.42652,87.23709,-78.27379,-78.27379
AM,2.8531,11.92217,4.48546,0.94515,0.77,35.68788,11.79624,757.538,72.71637,13.23529,0.79,899.278,29.31447,13.96019,35.68788,36.35239,0.92959,6.73633,7.11292,17.11703,17.11703,59.89278,4.24166,149.33168
AR,-40.33368,7.89143,22.99964,0.32759,0.78,7.30128,-63.60969,1249.801,26.6939,-86.50519,0.81,2903.829,0.0,-87.20651,5.18839,5.18654,0.30537,2.27711,2.70297,3.53698,4.80413,38.44732,3.60546,62.46247
HOUS,-47.76119,36.8366,15.19622,0.48053,-0.88,-1.73882,-61.34454,184.0,3.26473,107.0564,-1.18,1972.0,3.85247,107.0564,-1.72108,-2.30933,0.29992,-0.12273,-0.14849,-5.63462,-5.68446,65.01561,16.97826,185.84177
AON,7.21582,4.25378,-4.15911,1.00245,12.51,19.64713,5.06139,4193.0,31.34719,3.04778,13.37,6376.0,20.29101,-0.96562,19.16866,20.34087,0.20489,7.38228,21.83535,517.1427,517.1427,106.57219,2.86954,517.1427
AIV,44.70564,0.79254,2.48728,2.00393,-1.16,-0.49523476,0.0,0.0,0.0,-0.49523476,-1.16,113.283,-172.24556,-0.49523476,-0.49523476,-0.49523476,2.00393,-3.91107,-4.31781,-37.03516,-22.73734,68.87163,-0.49523476,-0.49523476
ARI,-3.69584,0.09564,15.62451,9.07342,0.29,7.12937,28.37598,607.384,74.49667,-82.7381,0.29,212.404,55.17136,-78.08447,7.12937,5.02522,9.07342,4.02453,4.10654,2.5477,2.54762,75.89656,11.45046,42.070343
APO,5.90987,0.41429,22.27338,8.56071,8.28,19.93935,731.2355,6127.0,18.76915,731.2355,5.1,8886.0,7.89579,731.2355,15.46073,9.08295,8.56071,1.22377,12.58889,77.39017,40.08746,32.11885,1.94957,47.3388
APLE,0.0,37.391666,13.76299,0.34494,0.77,13.20799,0.0,0.0,0.0,22.22222,0.77,601.306,27.61102,22.57104,13.20799,13.1406,0.34494,3.1859,3.26068,5.4592,5.4592,31.02077,37.391666,44.97117
AIT,7.68401,6.30046,37.72763,3.0477,8.84,7.85758,27.90602,526.222,11.92492,34.34651,8.91,1286.965,5.57759,34.70091,7.85758,7.79222,1.98085,11.38275,14.30666,26.59254,26.59254,33.23428,1.3796,49.77747
ATR,0.30733,5.01944,35.00279,1.23813,4.25,8.14853,14.2156,698.096,20.01738,18.3844,4.77,1263.399,5.6568,18.88895,8.15745,8.9747,0.73523,6.49169,8.2344,13.04759,12.94798,34.05458,1.71714,51.64055
APTV,4.16546,5.68178,41.38579,1.71527,10.39,14.79228,26.16015,2773.0,13.82973,430.10205,4.01,3457.0,3.52102,394.6128,14.65264,5.53812,1.14601,5.02311,6.7066,28.86476,28.33126,36.42853,2.44753,57.78629
ARMK,10.04401,8.35785,14.20049,1.03779,2.57,3.57237,20.98654,1291.126,6.84807,242.66667,1.23,2397.663,1.75171,246.6136,3.57544,1.70007,0.88425,3.14489,4.33683,19.99621,19.92863,69.8651,6.68151,232.3547
ADM,-14.43899,15.51875,47.04094,1.59506,6.43,3.68979,-2.25251,5164.0,5.49742,-16.60182,6.74,7513.0,1.92926,-19.74654,3.70788,3.88177,0.80233,4.48516,7.44037,14.38781,14.12359,28.17298,1.85825,39.74322
AROC,6.9373,8.54892,5.58476,1.40103,0.67,10.60225,37.48106,424.679,42.88227,139.2857,0.68,541.318,2.85436,137.0372,10.60225,10.58283,0.82427,6.14778,6.59489,12.12648,12.12648,64.75484,3.76826,183.72691
ARCO,19.41622,31.91752,2.44609,0.71914,0.86,4.21099,23.66376,461.413,10.65157,28.35821,0.86,597.145,1.07247,29.16497,4.18465,4.18166,0.51501,6.8987,9.53089,43.21686,43.36678,76.5906,3.6648,61.0456
ASC,-29.56928,5.81991,13.01056,3.74651,2.71,29.49861,-17.31652,159.489,40.27724,-23.01136,2.76,181.188,25.25001,-15.63407,29.49861,28.66796,3.04498,11.32043,11.78103,23.20381,21.61338,14.06071,0.5893,16.36121
ACRE,-8.75412,0.09091,11.55791,105.68623,-0.72,-20.34027,0.0,0.0,0.0,29.478548,-0.72,1.101,143.40015,29.478548,-20.34027,-20.45333,105.68623,1.84128,1.87082,-5.66001,-5.66001,72.09567,29.478548,258.36728
AGX,134.96017,8.52199,20.89697,2.1664,2.33,7.62658,-19.8842,45.384,9.97363,-2.91667,2.35,83.961,-8.09553,-13.45571,7.27365,7.273,1.9771,4.99354,8.47027,10.90025,11.44417,1.67391,0.10537,1.7024
ARGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANET,9.67916,5.98367,5.77996,4.3937,1.645,35.61879,46.97152,2338.386,39.90305,54.09836,1.6975,3630.281,24.61878,54.33674,35.61879,35.84392,3.15905,16.99273,23.2263,34.48727,34.48727,0.89942,0.02802,0.90758
AHH,8.16795,2.60511,6.01166,1.18818,-0.05,1.1486,0.0,0.0,0.0,18.15916,-0.05,188.5,18.04162,-88.91327,1.24214,-0.50732,1.18777,1.88012,2.06454,1.88791,0.89668,65.37673,18.15916,188.82309
AWI,-4.79846,12.7355,13.48002,1.60925,4.99,17.27919,10.44625,326.7,25.2239,16.04651,5.06,497.0,11.30906,10.30064,17.27919,17.4631,0.93882,8.83662,12.09661,39.72311,39.72311,51.97208,1.96021,108.21223
ARW,-0.68689,2.69593,107.88619,1.38972,15.84,2.74673,-26.24324,1673.996,5.0563,-27.33945,15.98,4149.018,1.83932,-36.67986,2.72904,2.72031,0.94451,4.29094,9.49676,15.91824,15.83062,41.04509,2.44436,69.62116
AJG,-76.9235,0.99744,49.72772,1.03385,4.42,9.59104,16.49362,2928.3,29.07396,-14.83622,7.11,4153.4,-26.36419,-12.9869,9.62579,15.17272,0.15317,3.08663,8.00508,9.73447,9.65734,43.71927,2.86904,77.68069
APAM,0.0,19.77272,4.72674,2.70246,3.19,31.9756,-11.42547,312.94,32.0921,8.5034,3.19,446.129,25.07931,7.51324,22.79581,20.7574,2.57474,14.37208,22.98617,75.84817,61.23445,34.11751,0.9991,88.98737
AORT,16.13717,5.29883,6.85897,4.85065,-0.75,-8.66939,46.5533,40.075,11.32049,23.546959,-0.44,229.176,5.17607,23.546959,-8.66939,-5.06404,2.29992,1.36631,1.65711,-10.84244,-10.84244,56.04886,8.96671,127.52537
ABG,33.61678,35.92017,159.54852,1.06308,28.74,4.0702,-14.47123,1146.0,7.74183,-35.57498,33.32,2755.8,-5.55321,-39.58689,4.0702,4.70447,0.21929,7.41373,8.80067,19.60115,19.60115,62.81109,4.78115,168.89738
AHT,-3.29408,24.91332,-92.44909,0.12471,-56.1,-13.14069,0.0,0.0,0.0,11.058872,-67.5,332.909,-7.87839,11.058872,-12.97746,-16.94301,0.11962,2.14778,2.25232,11.058872,11.058872,106.87569,11.058872,11.058872
ASH,-15.9204,5.92162,60.72549,3.30263,3.13,7.66773,-23.92523,407.0,18.57599,-2.1875,3.23,668.0,4.46143,-80.79827,8.12414,7.81333,1.82456,1.67668,2.22483,5.31898,5.31898,32.00878,3.58231,47.07782
ASPN,22.04882,3.74915,6.37955,3.41035,-0.66,-19.19043,-4.345996,-33.885,-14.19457,-4.345996,-0.69,56.921,-95.50018,-4.345996,-19.19043,-20.07093,2.6886,-4.5678,-5.15251,-9.79401,-9.79401,22.1388,-4.345996,28.43368
ASB,0.0,82.91644,26.35024,0.86684,1.13,8.48011,-9.27186,610.751,28.30863,-51.7094,1.85,1019.737,171.08588,-50.02868,8.48011,12.85953,0.86297,0.86257,4.27484,4.69043,4.46808,40.45286,4.64273,67.93417
AC,107.41279,0.63123,42.11046,29.97851,1.72,297.46906,49.516026,-16.587,-130.78136,49.516026,1.72,-4.563,49.516026,49.516026,295.28503,295.24655,13.8316,-1.13192,-1.1625,4.16777,4.16087,0.64396,49.516026,0.6525
AIZ,-4.50652,1.18662,92.56871,2.04599,11.95,5.77186,27.34557,1366.8,12.27856,136.63367,12.99,1164.9,6.05326,132.2849,5.77186,6.23792,2.04599,1.83533,9.19602,14.21743,14.21743,30.55275,1.54807,43.99418
AGO,12.31746,0.63278,101.62406,124.622314,12.3,71.92817,16.8798,457.0,43.19471,540.625,5.99,775.0,13.33885,495.96774,69.84877,33.06389,124.622314,1.93571,3.8759,13.71439,13.76504,23.70302,3.91904,31.06678
