,IQ_ACCT_RECV_1YR_ANN_GROWTH_CS,IQ_AR_TURNS_CS,IQ_BV_SHARE_CS,IQ_CURRENT_RATIO_CS,IQ_DILUT_EPS_EXCL_CS,IQ_EARNING_CO_MARGIN_CS,IQ_EBITDA_1YR_ANN_GROWTH_CS,IQ_EBITDA_CS,IQ_EBITDA_MARGIN_CS,IQ_EPS_1YR_ANN_GROWTH_CS,IQ_EPS_NORM_CS,IQ_GP,IQ_LFCF_MARGIN_CS,IQ_NI_1YR_ANN_GROWTH_CS,IQ_NI_MARGIN_CS,IQ_NI_NORM_MARGIN_CS,IQ_QUICK_RATIO_CS,IQ_RETURN_ASSETS_CS,IQ_RETURN_CAPITAL_CS,IQ_RETURN_COMMON_EQUITY_CS,IQ_RETURN_EQUITY_CS,IQ_TOTAL_DEBT_CAPITAL_CS,IQ_TOTAL_DEBT_EBITDA_CS,IQ_TOTAL_DEBT_EQUITY_CS
GLW,-8.65776,7.64531,14.08659,1.66983,0.68,5.14776,-18.02326,2679.0,21.28217,-55.84416,1.13,4214.0,1.43887,-55.85106,4.61551,7.61233,0.77587,2.82333,4.04881,4.9323,5.36802,41.68632,3.16685,71.48635
CPAY,0.0,243.88977,45.76885,1.03787,13.2,26.12995,14.58191,2023.669,53.85365,6.28019,13.68,2937.811,52.86314,2.88821,26.12995,26.63212,0.96841,7.1379,10.66254,33.71961,33.71961,67.51599,3.37119,207.84372
CMRE,119.56223,25.00589,20.12715,1.68635,2.95,25.20957,-25.42865,522.291,34.55663,-30.75117,2.96,602.761,8.91145,-30.49004,25.52253,23.55985,1.38875,4.36932,4.52528,16.99529,16.56667,52.04874,5.06966,108.57309
CTRA,-28.474,5.87873,17.36218,1.21386,2.13,27.47717,-45.11137,3795.0,64.16977,-58.07087,2.16,4147.0,21.46813,-60.0246,27.47717,27.61177,1.11988,6.63684,8.72998,12.6469,12.63756,16.22038,0.66561,19.36077
COTY,-1.01481,15.3111,4.46893,0.74967,0.57,9.42007,1.79988,859.7,15.47866,714.2857,0.46,3548.2,4.2786,95.83815,9.15,7.03156,0.29008,2.18442,3.16103,14.59171,13.43037,51.79846,5.29161,109.88937
CUZ,14.41805,3.89749,29.80356,0.3108,0.55,10.40969,0.0,0.0,0.0,-50.45045,0.55,538.739,46.26045,-50.2599,10.30375,10.36333,0.3108,1.55534,1.67427,1.81344,1.82303,35.56981,28.819527,55.20673
CXT,3.50359,5.77183,16.9429,1.92703,3.31,13.53411,-0.51854,383.7,27.57852,-9.06593,3.63,654.1,13.76411,-8.10151,13.53411,14.75769,1.41268,9.04598,11.591,21.54709,21.54709,41.8822,1.81053,72.06432
CRDb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.85315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAP,0.0,350.4121,109.90595,1.03176,16.45,19.32514,7.00832,3209.233,46.43251,7.79817,16.66,4315.45,48.18132,7.72454,18.95759,19.15768,1.03176,3.03363,10.32449,16.02627,16.01424,53.14698,3.15131,113.43341
CCI,-17.08333,10.60137,14.70277,0.39923,3.46,21.51554,1.77543,4242.0,60.76493,-10.36269,3.62,5001.0,21.85038,-10.32836,21.51554,22.50509,0.33772,4.0156,4.40485,21.7209,21.7209,81.86958,6.79255,414.2955
CCK,-2.30822,8.24863,19.97613,1.15044,3.76,4.88759,7.91284,1882.0,15.67028,-37.22872,4.33,2464.0,4.75021,-38.10179,3.74688,4.30509,0.74435,5.89313,8.61661,21.13172,22.79169,72.88906,4.09139,268.85474
CUBE,7.58351,72.34012,12.44361,0.18196,1.82,39.04085,0.0,0.0,0.0,41.08527,1.82,784.662,42.9319,41.02615,38.88202,38.83608,0.13835,5.01321,5.27498,14.60461,14.27455,51.3346,57.436207,107.73904
CFR,0.0,142.32538,55.63597,0.59195,9.1,22.59693,15.83359,1018.329,38.48185,3.29171,9.11,1941.035,-119.15749,3.25011,22.59693,22.10285,0.59193,1.13494,7.01196,18.22319,17.4497,55.73996,4.59616,125.93743
CULP,11.48205,9.99634,7.22641,2.16983,-2.57,-13.41653,-4.663479,-19.763,-8.41215,-4.663479,-2.47,10.896,8.92847,-4.663479,-13.41653,-12.91384,1.07599,-10.22909,-14.98352,-30.22327,-30.22327,6.55813,-4.663479,7.01841
CMI,0.0,557.164,62.41185,1.17787,5.15,2.46587,20.65844,4398.0,12.91061,-65.93915,19.83,8249.0,12.1092,-65.82985,2.15764,8.24868,0.6514,6.78729,11.84789,8.24684,8.34617,42.12249,1.63893,72.77868
CW,0.0,87.35618,60.94843,2.12894,9.2,12.45914,10.23437,600.774,21.11407,20.73491,9.26,1067.178,12.15987,20.43873,12.45914,12.45884,1.41287,6.67822,8.71127,16.41043,16.41043,34.15006,2.00995,51.86043
CWK,0.0,112.12103,7.38026,1.16936,-0.16,-0.37288,-38.29787,426.3,4.49035,112.12103,0.31,1652.1,2.41147,112.12103,-0.37288,0.7409,1.12515,2.23156,3.27269,-2.12059,-2.1197,68.66773,8.62655,219.15971
CUBI,0.0,78.245415,47.72749,0.9438,7.32,17.33538,17.52854,545.095,37.77612,12.4424,7.71,683.403,186.0142,9.69548,17.33538,16.79681,0.92481,1.51994,11.26951,18.08851,16.44944,48.24575,2.80194,93.22086
DHT,27.55066,8.28532,6.37984,3.54206,0.99,28.79231,71.18145,302.012,53.87722,167.56757,0.99,319.46,11.02256,162.27731,28.78446,28.64232,2.6603,8.04438,8.20946,15.39898,15.33353,29.63867,1.43893,42.12352
DKS,4.42846,177.25957,30.74384,1.87897,10.78,8.43403,-24.11175,1797.719,14.53501,-22.2783,13.43,4284.558,1.60175,-31.36668,8.43403,8.43401,0.75862,10.14077,13.70737,45.09688,45.09688,62.48568,2.33915,166.56487
DNOW,-3.51759,5.93606,9.97572,2.55502,2.24,10.68505,5.45455,174.0,7.49677,98.23009,2.34,535.0,5.62258,92.96875,10.64197,10.82752,1.63397,6.49351,9.16295,25.97266,26.00944,5.59503,0.36207,5.92662
DHI,0.0,669.5913,67.7804,6.05485,13.82,13.4935,-18.53336,6261.2,17.61877,-16.29316,13.93,8912.5,7.81198,-18.98079,13.35421,13.35492,0.84046,12.27149,14.25387,22.54891,22.34301,18.18426,0.82134,22.22587
DTE,-19.92149,6.9455,53.54798,0.60156,6.76,10.96116,19.68284,3849.0,30.20008,22.46377,6.77,4327.0,-8.7093,28.99354,10.96116,10.94249,0.31243,3.20656,4.54667,13.02746,13.022,65.48009,5.44817,189.68793
DXC,-14.02936,5.06316,16.28595,1.18064,-2.48,-3.92238,-13.66616,1712.0,11.86417,230.71198,-1.41,3184.0,5.76663,230.71198,-3.93624,-2.23753,1.02159,1.37909,2.39411,-13.2881,-12.31104,58.41045,3.13376,140.44502
DVA,-6.81094,5.89481,11.88977,1.18761,7.42,7.88276,13.29947,2374.946,19.56275,29.94746,7.95,3820.43,10.39496,23.40025,5.69627,5.9454,1.0946,6.02238,7.29879,78.20923,38.52452,80.20638,4.68071,285.00317
DAN,-0.21834,7.69035,10.90826,1.57686,0.26,0.45476,17.44548,754.0,7.14353,89.21374,0.67,900.0,0.2558,89.21374,0.36002,0.91661,0.84666,2.74102,4.52937,2.43122,2.64755,61.98794,3.95358,182.10141
DHR,-20.60703,5.31834,72.3566,1.68443,5.65,17.66848,-31.59487,7463.0,31.23901,-41.51139,5.83,14129.0,20.24226,-33.91594,19.9414,17.97319,1.27568,3.92166,4.60273,8.28459,8.15022,26.75212,2.61771,36.52272
DRI,3.57143,262.85214,18.18355,0.51497,8.0,9.37756,3.601,1576.6,15.03271,8.10811,8.07,2083.4,7.59394,3.05416,9.36231,9.37978,0.25622,7.29243,9.17363,44.70759,44.70759,72.89661,3.75561,268.95752
DAR,17.99037,9.20503,28.86802,1.85913,3.99,9.72866,0.86909,1102.486,16.2415,-11.13586,4.09,1645.02,-1.26951,-12.19537,9.54211,9.63205,0.95046,3.70415,4.46693,15.39556,15.37544,49.69784,4.20622,98.7986
DAY,22.19731,10.18298,15.34357,1.11627,0.35,3.62027,209.23422,274.6,18.14098,62.836178,0.4,713.3,7.05639,62.836178,3.62027,4.10385,0.14994,1.04929,2.53529,2.43145,2.43145,34.14795,4.52877,51.85556
DECK,-0.38885,12.00693,11.2427,3.84063,3.22833,14.24817,15.31045,700.609,19.31496,19.12669,3.25167,1825.37,9.29098,14.35405,14.24817,14.25565,2.58975,16.69114,21.62506,31.27934,31.27934,12.24955,0.35182,13.95953
DE,19.94079,1.13715,77.3659,1.98603,34.63,16.57932,47.13451,17381.0,28.37668,48.7543,34.32,18755.0,-4.24075,42.56065,16.59728,16.37247,1.7742,9.90189,12.15489,48.35541,48.07897,74.42567,3.66446,292.31265
DK,-36.51167,16.76567,13.21837,0.99289,0.3,0.27605,-11.93872,666.8,3.9415,-91.64345,0.75,872.5,3.81789,-92.29872,0.11704,0.28997,0.60385,2.55213,4.61172,2.2134,4.6028,75.70134,4.48395,62.702
DELL,-1.32215,5.72089,-4.36034,0.8199,3.24,2.36752,11.75846,9476.0,9.26286,-48.24281,5.06,22794.0,0.52028,-56.10282,2.38707,3.6305,0.5231,4.33242,14.67474,1539.9288,1539.9288,111.01883,3.21634,1539.9288
DAL,-1.44836,18.4104,17.25861,0.38871,7.17,7.93998,54.60666,8726.0,15.03239,248.05824,8.36,13004.0,1.05667,249.6965,7.93998,9.2028,0.27243,5.46916,10.56028,52.11737,52.11737,71.07018,3.1264,245.66412
DLX,-11.51937,9.48025,13.81007,0.92909,0.59,1.19635,0.67758,388.548,17.72363,-60.66667,2.24,1174.913,10.16569,-60.05811,1.19147,4.45014,0.35414,4.44291,5.90109,4.32485,4.3392,73.67972,4.35605,279.9352
DBI,-17.22598,122.72999,6.80085,1.24178,2.26,4.90634,-1.09257,280.0,8.44537,13.0,1.97,1454.697,5.05296,5.30486,4.90664,4.01692,0.21463,6.17149,8.35604,38.48967,38.34418,71.65871,3.93762,254.68478
DVN,-10.55363,9.2895,18.97279,1.07053,5.84,24.787,-26.34578,7498.0,49.14143,-35.96491,5.86,7888.0,8.50783,-37.70574,24.55761,24.54149,0.83011,12.7305,16.71706,32.26279,32.16944,34.66845,0.86463,53.0654
DRH,0.0,26.582775,7.83309,2.43132,0.36,8.04091,-5.3179,151.569,14.06767,-23.40426,0.36,293.107,18.38625,-21.02664,8.01353,7.06746,2.43132,2.93538,3.2447,5.34305,5.33933,43.89027,8.51012,78.22221
DBD,17.90265,5.62519,28.31741,1.51576,36.6,36.68977,62.31427,360.5,9.60821,83.88964,5.87,876.2,-4.16211,83.88964,36.67644,5.88252,0.9342,3.87782,7.35931,83.88964,83.88964,55.84107,3.78558,126.45478
DLR,17.13458,3.93849,59.00312,1.09814,3.0,17.22922,0.0,0.0,0.0,170.27026,3.04,2849.199,32.82143,151.22536,17.20249,16.45762,1.09814,0.8223,0.89901,5.38539,4.67921,47.87343,152.20667,98.376
DBRG,-67.56629,4.24686,6.22118,0.82174,1.1,44.5131,35.79375,341.524,41.57914,61.912014,0.81,810.983,26.09434,61.912014,22.55708,15.76525,0.81633,2.61182,2.89732,25.71273,10.32946,15.47263,1.34485,18.43611
DDS,35.48705,139.40292,93.29664,2.41204,50.81,12.74456,-0.17633,1315.131,18.79775,21.32283,50.03,3012.617,8.87176,3.38144,12.74456,12.54931,1.00934,21.42094,33.42262,58.47076,58.47076,25.77793,0.42218,34.73082
DIN,0.0,43.614723,-16.35543,0.77702,6.22,11.69291,1.27667,219.74,26.44068,25.40323,6.23,399.343,7.27298,19.80619,11.69291,11.41923,0.67114,6.35427,8.29015,43.614723,43.614723,118.80323,7.21632,43.614723
DFS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,752.60205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLB,-5.05615,4.08046,24.59403,3.52372,2.05,15.51413,1.55342,345.372,26.57231,13.25967,2.48,1147.178,34.99741,9.00064,15.43812,18.27376,3.31929,5.79466,6.95305,8.72174,8.72313,2.09045,0.14665,2.13508
DG,0.0,733.3377,25.29277,1.28759,10.68,6.38393,4.91439,4046.102,10.69129,5.01475,10.73,11820.098,-0.67443,0.69843,6.38393,6.38353,0.06481,7.50825,9.51788,40.93593,40.93593,76.11601,4.36497,733.3377
D,-23.74661,5.53258,30.72315,1.03722,2.48,14.98645,32.30059,6021.0,41.83284,129.62962,2.51,6958.0,-103.11957,100.60362,13.85396,14.58601,0.11346,2.01676,2.93549,8.32112,7.7856,61.98387,7.45474,163.04623
DCI,-3.35803,5.50116,10.9046,1.70016,2.9,10.4582,9.81153,594.3,17.32249,9.02256,3.08,1163.5,11.08051,7.8125,10.4582,10.93459,1.05777,11.68355,16.24553,29.24325,29.24325,35.15172,1.20461,54.2061
DFIN,-7.15596,5.05677,13.82131,1.03423,2.69,10.31109,-6.73705,185.5,23.26894,-15.14196,3.33,463.9,11.22836,-19.80488,10.31109,12.23896,0.86756,9.84589,14.49797,22.46823,22.46823,28.17857,0.85067,39.23421
LPG,30.21523,5.81012,21.63896,2.49795,4.29,43.97388,73.28566,262.656,66.97828,141.01125,4.42,288.94995,27.72182,139.72197,43.97388,45.11398,2.3801,7.51068,7.59285,19.22456,19.22456,48.27483,3.10504,93.32949
PLOW,-3.46338,6.66387,10.07505,2.21266,0.98,4.17528,-16.23664,67.169,11.82182,-39.8773,1.03,134.27,-0.09399,-38.55578,4.17528,4.16276,0.9512,4.77891,5.97578,10.12361,10.12361,52.5743,3.82176,110.85613
DEI,-0.36271,8.25546,13.27621,1.29643,-0.26,-7.55245,0.0,0.0,0.0,41.56085,-0.27,622.912,41.42903,41.56085,-4.25283,-4.56007,1.25629,0.85965,0.88304,-1.78601,-1.86771,59.08893,41.56085,144.4326
DOV,-4.99652,5.66404,36.50287,1.40454,7.52,12.52443,0.98367,1734.241,20.55242,1.34771,7.92,2886.896,10.80818,-0.80235,12.52443,13.12608,0.7665,7.96121,10.43027,22.50253,22.50253,41.95316,2.12818,72.27465
DCO,-4.35905,2.62105,43.5651,2.99162,1.14,2.10412,9.45091,82.503,10.89879,-51.07296,2.23,163.5,0.41054,-44.67331,2.10412,4.04085,1.77047,2.95244,3.63425,2.74135,2.74135,31.72672,3.58283,46.47018
DUK,0.0,1167.2943,61.15435,0.73882,5.35,14.89677,8.0844,12447.0,42.83207,12.8692,5.48,13976.0,-14.87655,11.41177,9.77633,14.53916,0.25806,2.53325,3.47326,8.95567,8.48491,61.64012,6.47907,160.68903
DD,-3.44608,7.83636,56.44835,2.42544,1.09,4.41664,-9.28096,2864.0,23.73218,-46.0396,2.42,4233.0,22.15467,-92.79141,3.50514,9.02186,1.66979,2.68594,3.13202,1.94305,2.06022,25.10299,2.89351,33.51668
DY,20.69756,3.74963,29.59983,3.17895,4.74,3.73413,51.45382,354.72,9.314,201.91083,4.81,648.198,-1.86265,192.77597,3.73413,3.7321,2.85471,5.93874,7.69237,17.47841,17.47841,50.6607,2.51472,102.6782
CTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EME,24.77706,4.36083,52.49597,1.26394,13.31,5.03326,48.04585,997.071,7.92403,64.32099,13.4,2089.339,5.64997,55.86302,5.0306,5.04334,1.13836,9.04568,20.63122,28.49164,28.49556,12.09517,0.34097,13.75939
EOG,-2.09084,8.74317,48.35925,2.43864,13.0,31.64167,-3.58592,13067.0,54.44583,-1.66415,13.12,14490.0,12.62552,-2.12656,31.64167,31.76133,1.9622,13.85988,18.56523,28.72761,28.72761,14.5941,0.36734,17.08793
EPR,0.0,44.71936,32.57546,6.057,1.97,24.554,0.0,0.0,0.0,-2.95567,1.98,640.542,29.24446,-1.80617,24.554,21.14414,5.90397,3.36216,3.47595,6.9363,6.93589,55.35636,44.71936,123.99608
EQT,-48.77802,5.68219,35.183,0.98828,4.22,25.10585,-13.07988,4046.553,58.56995,-3.65297,4.5,2673.721,1.36376,-2.01771,25.11581,24.80935,0.44416,6.03277,7.69934,13.37589,13.34565,28.36845,1.44659,39.60329
ESE,20.59704,5.26447,43.86652,1.84679,3.58,9.68011,13.04943,180.116,18.83994,13.29114,3.71,375.656,4.67505,12.42104,9.68011,10.01277,0.76409,4.85342,6.35999,8.4931,8.4931,12.63107,0.90792,14.45716
EXP,10.65148,11.56966,33.14958,2.44965,12.46,21.48627,20.37253,724.19,33.71354,36.32385,12.54,639.266,14.09827,23.32497,21.48627,21.48194,1.06422,13.65589,16.58527,39.8008,39.8008,48.57497,1.54653,94.45785
DEA,12.64383,4.67952,32.7365,0.36526,0.475,7.19447,0.0,0.0,0.0,-44.11765,0.475,188.639,40.71244,-40.25545,6.42378,6.11843,0.36526,1.53765,1.63379,1.46501,1.49335,47.93745,15.765187,92.07664
EGP,15.35358,7.38035,54.68191,0.39209,4.42,35.35237,0.0,0.0,0.0,1.37615,4.34,412.374,48.89713,7.68549,35.34233,34.59863,0.39209,3.28514,3.45165,8.79091,8.79197,39.40597,34.40629,65.03277
EMN,-13.71429,9.41718,46.53304,1.35132,7.49,9.72856,-5.79105,1578.0,17.13355,17.95276,6.03,2076.0,5.78583,12.73644,9.70684,7.76502,0.66071,4.7355,6.56432,16.85044,16.64499,47.573,3.17998,90.74141
KODK,10.11236,5.97326,11.69598,2.5159,0.67,6.71441,600.0,35.0,3.13339,318.75,0.93,213.0,-1.82408,188.46153,6.71441,6.61074,1.65018,0.1347,0.19272,7.60649,6.28931,30.25672,14.14286,43.383
ETN,10.5825,5.11263,47.66149,1.50704,8.02,13.89464,22.59393,4764.0,20.53802,30.61889,8.28,8434.0,10.40158,30.70674,13.87308,14.2462,0.95185,6.612,8.77815,17.8411,17.83422,34.25843,2.08585,52.11076
ECL,5.04429,5.53846,28.18262,1.29875,4.79,9.09257,12.47234,3049.8,19.90705,25.72179,5.2,6187.8,9.90857,25.70303,8.95746,9.6735,0.90676,6.13645,8.03171,17.9611,18.17257,51.9672,2.8636,108.19108
EPC,-22.42513,18.52406,30.73685,1.83875,2.21,5.09416,5.34041,337.3,14.98046,20.1087,2.63,937.9,6.71634,16.3286,5.09416,5.98046,0.73596,4.12374,5.20181,7.64616,7.64616,48.45413,4.29321,94.00195
EIX,18.06507,6.41461,36.01745,0.79216,3.11,8.61183,4.90439,5925.0,36.26515,94.375,4.77,9550.0,-15.08447,70.75243,8.61183,11.18197,0.36497,2.57355,3.95916,10.24353,7.93436,66.30551,5.95966,196.78444
EW,20.54432,8.4688,11.06305,3.37603,2.3,23.30469,-3.57777,1846.1,30.74374,-5.73771,2.52,4031.6,12.47648,-7.85203,23.35465,25.46103,2.07855,12.04356,15.28414,22.5164,22.34375,9.37243,0.37642,10.3417
ESI,1.31637,5.08544,9.64047,3.24174,0.48,4.976,-7.82729,467.5,20.03686,-36.0,0.86,918.5,13.77454,-36.91239,5.06172,8.89782,2.0333,3.80652,4.32104,4.97747,4.94737,46.35346,4.33283,86.40532
ELV,6.07867,14.15682,168.64389,1.43641,25.22,3.49656,12.31146,11467.0,6.69254,1.65256,28.58,47010.0,3.40318,-0.63071,3.49422,3.93488,1.36774,5.73335,9.5711,15.8359,15.8076,39.72374,2.26467,65.9028
LLY,31.8228,4.26912,11.97704,0.94262,5.8,15.35689,21.24898,11732.9,34.38303,-15.94203,9.98,27041.9,7.71563,-16.08378,15.35689,26.32687,0.52262,11.37198,20.45347,48.92609,48.43455,69.89748,2.14996,232.19804
ELME,0.0,10.218976,13.13417,0.47722,-0.61,-23.18671,0.0,0.0,0.0,10.218976,-0.53,139.973,32.13717,10.218976,-23.18671,-20.35169,0.47722,-0.53527,-0.55328,-4.38271,-4.38164,37.04787,10.218976,58.85087
EBS,19.97487,5.99258,12.4387,1.0433,-14.85,-72.47689,9.21904,-38.3,-3.65005,9.21904,-7.06,360.0,-6.75331,9.21904,-72.47689,-34.44887,0.46476,-4.0936,-4.70525,-74.66863,-74.66863,57.47315,9.21904,135.14554
EMR,-14.24981,4.10364,36.16958,2.74622,3.72,14.02572,-18.50032,3815.0,25.15661,-31.23845,4.1,7427.0,14.89862,309.1303,87.16782,15.52404,2.27802,4.40588,5.52933,13.86018,9.91285,24.65796,2.28178,32.72803
ESRT,0.0,33.90772,6.04442,3.77225,0.3,11.18406,0.0,0.0,0.0,36.36364,0.3,400.556,33.43661,34.58098,6.49841,6.40468,3.77225,2.41327,2.54215,5.05636,4.94456,56.7242,33.90772,131.07603
EIG,4.75436,1.09765,39.96453,11.85233,4.45,13.87942,163.1579,170.0,19.97885,154.2857,4.81,165.2,11.36738,144.00826,13.87942,14.90597,11.85233,2.84157,9.55709,12.06271,12.06271,0.59804,0.03588,0.60164
ENS,-11.92328,5.06017,39.12567,2.63933,4.25,4.74063,18.15224,387.114,10.43834,26.4881,4.76,840.819,5.93208,22.16578,4.74063,5.23788,1.44793,5.03108,6.57176,11.38057,11.353,41.98592,2.9985,72.37195
ENR,21.31847,6.34244,2.94685,2.12013,1.94,4.7471,4.67972,588.3,19.87702,100.6443,3.13,1153.9,11.98094,100.6443,4.7471,7.56141,1.07096,6.33004,7.74963,82.33226,82.33226,94.25149,5.87217,100.6443
EPAC,-6.87715,5.67604,5.93984,2.40103,0.94,8.96835,63.29221,138.978,23.23254,184.8485,1.46,295.963,16.75808,196.83157,7.78347,13.83354,1.72869,10.08819,13.37345,16.62939,16.62939,43.66076,1.82128,77.49617
ENVA,20.2297,0.37003,42.63409,15.81387,5.49,14.23838,13.16094,476.248,38.72181,-11.30856,6.23,840.238,-30.25062,-15.57342,14.23838,15.53698,15.53824,6.54537,7.12164,14.43506,14.43506,70.54918,6.23803,239.54909
ENOV,9.01451,6.10954,62.61135,2.4256,-1.0,-3.15365,15.97344,237.139,13.89055,61.708263,0.35,993.542,-8.35643,61.708263,-1.94828,1.11723,0.90993,0.28521,0.32356,-1.58361,-1.56725,13.55573,2.26203,15.68146
NPO,-14.87965,8.34752,67.42073,3.3111,0.51,0.65137,-8.55698,235.1,22.1939,59.375,3.05,426.8,18.0768,-89.17601,2.09572,6.01765,2.47709,3.43141,4.03622,0.77011,0.48581,32.81882,2.9664,49.47152
ETR,-6.81534,10.03224,34.34981,0.57232,5.55,19.44702,3.9412,4767.652,39.24829,106.70391,3.195,5329.436,-8.70942,111.75985,19.5503,11.12939,0.23857,2.86983,4.14985,17.21556,16.7262,63.94999,5.56718,177.39243
EPD,11.48833,6.73463,12.76286,0.93276,2.52,11.37886,1.44945,8539.0,17.1759,0.8,2.52,6716.0,4.40612,0.76503,11.12743,11.00964,0.61709,5.81188,7.06615,20.37719,20.00389,50.29161,3.41328,101.17329
NVRI,6.18089,7.5907,6.5529,1.26269,-0.57,-2.29535,27.07227,289.463,13.98896,51.410183,-0.49,449.889,3.99047,51.410183,-4.16199,-1.8896,0.67036,2.69896,3.64073,-8.33229,-7.92624,72.6587,5.28264,265.7471
EPAM,-3.81654,5.12723,60.06353,4.79331,7.06,8.892,-13.48013,685.58,14.61623,-0.42313,8.51,1454.726,11.85807,-0.55625,8.892,10.49186,4.65057,8.88988,10.86794,12.888,12.88391,4.71934,0.2508,4.95309
EFX,5.88784,5.96319,36.77291,0.67177,4.4,10.47823,-1.07048,1598.8,30.36542,-22.12389,5.24,2970.8,9.83486,-21.67481,10.35668,12.23118,0.59455,5.183,6.12621,12.84479,12.74016,54.92225,3.57218,125.45471
EQBK,0.0,6.6623535,29.32271,0.82885,0.5,3.43655,-50.34705,61.307,26.9383,-85.75499,0.52,138.119,-38.50897,-86.44259,3.43655,3.54979,0.82828,0.66249,4.32639,1.81269,1.81269,45.87352,6.26046,84.75246
EQC,-1.69904,11.03704,21.20606,71.16186,0.75,52.19732,0.0,0.0,0.0,188.46153,0.81,33.062,57.17845,144.65019,52.03692,50.32291,71.16186,2.35013,2.37991,3.6737,3.50778,0.0,33.228203,0.0
ELS,10.1001,31.3168,7.66374,0.27503,1.69,22.0943,0.0,0.0,0.0,10.45752,1.64,760.393,27.75383,10.39255,21.05753,20.44988,0.27503,5.08787,5.66404,21.86453,21.8611,70.28296,55.949,236.50723
EQR,19.69409,113.67172,29.12948,0.12775,2.2,30.05278,0.0,0.0,0.0,7.31707,2.23,1827.471,46.22894,7.5333,28.90913,29.22838,0.12775,2.77607,2.88628,7.53166,7.46145,39.94763,98.815216,68.22573
ESNT,12.16362,22.6299,47.86767,16.22499,6.5,62.7511,-14.36783,862.161,77.68903,-15.80311,6.59,994.702,43.89691,-16.23462,62.7511,63.07703,11.56909,8.82307,10.24843,14.56134,14.56134,8.26801,0.53343,9.01322
WTRG,-35.26034,6.70225,21.57435,0.61657,1.86,24.25846,5.43872,1035.792,50.43236,5.08475,1.86,1126.0,-21.20745,7.0908,24.25846,24.19575,0.31375,2.65696,3.42528,8.83883,8.83883,54.66201,6.86312,120.56556
ESS,85.53736,15.59118,84.4625,0.76167,6.32,25.09377,0.0,0.0,0.0,0.79745,6.17,1148.01,42.74633,-0.60982,23.64405,23.09696,0.76167,2.89343,3.0012,7.28648,7.45915,52.70927,71.64488,112.09958
EL,-10.86556,10.34534,15.61714,1.46458,2.79,6.33745,-39.1863,2556.0,16.03815,-57.40458,3.49,11349.0,5.79155,-57.90795,6.31236,7.83755,0.87837,5.141,7.4316,18.00447,15.72107,61.31074,3.97848,182.077
ETD,-31.97603,55.34914,18.57659,2.20392,4.13,13.3699,-0.45802,149.09,18.8392,1.97531,4.04,480.37,9.15644,2.44675,13.3699,13.00395,1.1299,11.38603,14.823,24.09148,24.09279,21.75122,0.87818,27.79752
EVR,-7.78694,5.12839,41.74655,2.86269,6.37,11.67671,-44.38675,418.859,17.14762,-45.13351,7.09,2277.544,25.14602,-46.38651,10.45902,11.05907,2.76522,6.73299,9.78233,16.40976,16.25708,32.14424,2.01593,47.37143
EG,19.96587,2.2481,304.19354,6.77988,60.19,17.3718,0.0,0.0,0.0,296.24753,46.38,2384.0,3.14031,321.60803,17.3718,13.22033,6.77988,3.06328,9.63807,23.25925,23.25925,21.09258,156.8061,26.7308
EVRI,44.82538,1.75263,2.70059,1.05318,0.91,10.39797,-3.95592,327.931,40.59451,-26.6129,1.11,646.581,11.9578,-30.28658,10.39797,11.97857,0.92956,5.85084,9.64707,37.85499,37.85499,81.68321,3.07526,53.401352
ES,-5.65171,6.97969,40.55013,0.66988,-1.26,-3.64983,9.21987,3705.175,31.10794,403.45227,4.31,4846.761,-28.16558,403.45227,-3.71296,12.64992,0.26977,2.7555,3.75395,-2.98337,-2.90219,65.22823,7.25487,187.58958
EVTC,16.17033,5.51138,9.07997,1.88176,1.21,11.49776,-4.30497,229.781,33.07586,-64.92754,1.47,357.953,29.72351,-66.64477,11.4756,13.73957,1.5295,5.33207,6.67213,14.95997,14.39046,61.00045,4.32504,166.07599
EVH,75.41306,5.59967,9.37509,1.01399,-1.28,-5.75591,158.82751,152.672,7.77394,42.33784,-0.92,460.47,8.69702,42.33784,-5.75591,-5.21163,0.969,0.81313,1.13348,-11.73151,-10.73736,34.09952,4.22341,51.74396
EXPD,-25.95073,4.51835,16.61511,2.01547,5.01,8.08355,-48.23607,1007.693,10.83528,-39.34625,5.05,1313.236,9.45263,-44.53488,8.09542,8.09842,1.9152,11.61645,17.93452,27.37572,27.31285,18.07834,0.5237,22.06783
XPRO,11.89828,3.40576,11.77745,1.74204,-0.21,-1.54419,26.6015,207.215,13.69777,25.789532,-0.05,271.469,5.91417,25.789532,-1.54419,-0.3608,1.32937,1.10613,1.56756,-1.80961,-1.80961,7.88224,0.53512,8.5567
