,IQ_ACCT_RECV_1YR_ANN_GROWTH_CS,IQ_AR_TURNS_CS,IQ_BV_SHARE_CS,IQ_CURRENT_RATIO_CS,IQ_DILUT_EPS_EXCL_CS,IQ_EARNING_CO_MARGIN_CS,IQ_EBITDA_1YR_ANN_GROWTH_CS,IQ_EBITDA_CS,IQ_EBITDA_MARGIN_CS,IQ_EPS_1YR_ANN_GROWTH_CS,IQ_EPS_NORM_CS,IQ_GP,IQ_LFCF_MARGIN_CS,IQ_NI_1YR_ANN_GROWTH_CS,IQ_NI_MARGIN_CS,IQ_NI_NORM_MARGIN_CS,IQ_QUICK_RATIO_CS,IQ_RETURN_ASSETS_CS,IQ_RETURN_CAPITAL_CS,IQ_RETURN_COMMON_EQUITY_CS,IQ_RETURN_EQUITY_CS,IQ_TOTAL_DEBT_CAPITAL_CS,IQ_TOTAL_DEBT_EBITDA_CS,IQ_TOTAL_DEBT_EQUITY_CS
ADM,-17.59379,16.0052,30.08235,1.61636,2.98,2.72666,-24.81752,2884.0,4.25985,-13.11953,2.81,3966.0,4.57871,-17.74911,2.73109,2.56504,0.83095,2.98453,5.11586,9.86818,9.83353,24.70158,2.0378,32.80491
AWI,-5.27165,13.37017,13.88753,2.01879,0.94,2.17355,-13.46276,271.9,11.23554,-48.63388,1.32,306.0,2.21539,47.6489,3.89256,3.02727,1.00894,3.62394,5.54353,7.41942,7.41942,56.6091,3.68886,130.46306
ARW,1.94525,3.81508,45.5599,1.51688,5.2,2.14967,1.24066,1049.001,4.50563,4.41767,5.82,3035.25,1.82276,-0.06405,2.13781,2.365,1.06248,4.38472,8.67754,11.99858,11.98235,36.62863,2.31134,57.79996
AJG,18.5641,3.37394,20.56152,1.03438,2.06,7.21571,15.4478,871.4,16.15978,4.56853,2.62,1584.5,12.26309,17.60053,6.61672,8.36856,0.98669,3.20926,5.7064,10.39067,11.24957,39.98243,2.8196,66.61786
ASH,-20.04992,4.98105,45.32836,2.24309,2.78,3.54557,42.16028,816.0,15.14758,198.92473,3.65,911.0,4.55031,32.61803,5.73603,4.60739,1.55249,2.83726,4.37486,5.77039,5.77039,55.1138,4.56985,122.78564
ASB,0.0,82.5551,18.61866,0.85547,1.19,17.40191,-0.84676,478.341,44.20606,2.58621,1.2,968.135,134.03323,-1.159,17.40191,16.56268,0.8492,0.95458,3.6534,6.77782,6.56387,54.46845,7.34574,119.62791
AIZ,-0.91033,1.05464,68.70109,1.93895,2.05,1.37316,-50.66718,461.138,4.47328,-68.1677,2.49,1249.4,-0.5669,-69.93992,1.37316,1.64645,1.93895,0.65748,3.36197,2.91707,2.91707,20.56734,2.5402,25.89281
AGO,-14.80076,2.05738,43.9574,33.30909,7.08,52.58964,-18.18735,1345.0,66.98207,13.09904,6.14,1564.0,41.90737,-2.94118,52.58964,45.28556,33.30909,5.70515,11.65592,17.86651,17.86651,17.65585,0.96654,21.44153
ALV,4.7647,5.24892,39.22361,1.81383,5.17,4.98931,5.88081,1209.9,13.19469,2.17391,6.65,1844.1,4.44758,-2.35143,4.98168,6.39646,1.41686,7.43984,11.08085,13.27386,13.2413,30.73635,1.27201,44.37588
AZO,23.3814,45.40106,-55.49398,0.84244,36.03,11.38905,6.80947,2222.97,21.82091,14.12734,36.76,5327.031,9.51957,8.45969,11.38905,11.38811,0.09166,15.6292,41.42595,378.42203,378.42203,155.75307,2.13815,378.42203
AVB,0.0,74.67637,71.82761,1.62933,5.51,38.51066,0.0,0.0,0.0,11.99187,5.26,1253.203,42.5084,8.55381,38.52649,36.47666,1.62933,2.85678,2.95898,7.85769,7.845,39.73466,74.67637,65.99984
AVY,0.68886,6.20647,10.73382,1.21678,2.95,4.5987,4.16065,721.0,12.08333,12.59542,3.52,1645.8,7.10042,10.2049,4.59703,5.36828,0.80324,7.91303,15.84939,27.00522,27.00522,52.30169,1.46866,109.65103
BWXT,-64.39248,4.84832,2.52349,1.82965,1.31,9.93614,115.69386,229.151,16.18837,385.18518,1.06,388.092,21.23868,347.34244,9.28734,7.99031,0.98745,5.00681,11.18802,22.26697,21.7414,51.75671,1.30918,107.28271
BXP,0.0,7.28242,35.87339,1.2052,3.72,31.74637,0.0,0.0,0.0,31.44876,3.87,1607.257,12.50639,31.44534,23.14174,23.57143,1.2052,2.86891,3.11893,10.59544,10.06491,53.8869,87.46375,116.8581
BALL,-4.93064,10.33939,4.39704,1.0198,0.995,3.78767,-9.55,1085.4,13.57259,-39.69697,1.785,1537.0,7.24569,-40.23404,3.51257,6.12931,0.51802,5.76363,9.25699,24.59289,24.22328,80.26999,4.72775,118.70109
BAC,0.0,5266.0107,22.53623,0.87197,1.31,17.07359,-3.47847,40346.0,43.35669,263.8889,1.45,79804.0,95.04613,228.73991,17.07359,16.30234,0.8665,1.11669,3.35447,6.93657,6.35932,63.15495,10.88467,171.40688
BOH,0.0,53.35723,25.7904,0.63835,3.7,25.94729,3.76043,337.983,54.57077,0.271,3.88,576.936,-25.55223,-1.43399,25.94729,27.07458,0.63731,1.34414,10.35849,14.80225,14.80225,44.13773,2.60953,79.0117
BK,0.0,1035.7242,32.69473,0.75273,2.71,20.79515,2.33789,8317.0,53.67884,26.04651,2.78,15034.0,92.00013,23.02298,20.38208,19.82134,0.74871,1.10065,5.82268,8.8504,8.29579,48.7488,4.45738,95.608
BKU,0.0,76.71332,21.65381,0.85591,2.35,25.60018,14.08808,517.977,52.69135,20.51282,1.89,803.565,-67.20104,23.23287,25.60018,19.62194,0.85305,1.3766,4.93293,11.71484,11.71484,66.28205,8.51584,196.57796
BBWI,3.27869,46.18548,0.06164,1.92496,3.5,9.09726,11.2093,2391.0,20.8748,14.7541,3.57,5387.0,8.54832,15.39313,9.09726,9.1011,1.15128,16.55983,25.99563,384.75708,384.75708,99.60284,1.99289,384.75708
BAX,0.0,245.80367,16.15251,2.05148,0.72,3.94262,-63.59638,1490.0,14.94783,-79.77528,1.14,4156.0,21.30066,-61.23348,9.71108,6.23295,1.58122,1.95929,2.79714,4.6328,4.61783,42.37894,4.37584,73.54766
BDX,42.54423,7.14276,34.0016,1.37825,3.35,6.75939,8.93855,2340.0,22.75822,-44.07346,6.07,4988.0,8.85285,-41.35021,6.75939,11.95681,0.715,4.8132,6.51522,11.37759,11.37759,64.15491,5.47949,178.97823
BBY,-2.14067,31.17388,14.21182,1.50817,3.53,3.08882,18.19709,2111.0,5.23315,78.28283,2.56,9047.0,2.47682,131.76692,3.0566,2.218,0.68818,6.21391,14.82636,27.74747,27.72277,24.48271,0.76788,32.42
BIO,3.66619,5.25127,84.8264,4.02762,3.85,5.60021,-16.36055,306.056,15.15548,26.22951,4.04,1121.67,7.83927,27.29248,5.60021,5.83882,2.67805,3.08756,3.92527,4.83752,4.83752,14.89847,1.42459,17.5067
BLK,5.51887,5.23342,172.12372,3.1234,19.79,29.40093,2.27178,4907.0,43.04008,2.8052,19.5,6172.0,27.32655,1.54827,29.33953,28.45895,2.86509,1.25358,8.34992,11.97444,11.85206,14.5111,1.00469,17.24983
BA,14.20335,12.62001,9.50311,1.35353,7.44,5.38527,-4.59957,8815.0,9.1714,0.81301,7.52,14026.0,-4.48985,-4.95777,5.38527,5.37434,0.41611,4.67057,26.42383,69.01333,68.16356,60.90092,1.13035,155.76051
BAH,-6.48245,5.9466,1.26664,1.3701,1.52,4.40908,-1.767,523.521,9.925,-1.2987,1.58,1274.394,4.20439,0.16409,4.40908,4.35572,1.25387,9.90109,15.81155,129.8782,129.8782,89.71235,3.10653,95.9591
BWA,18.64308,6.12458,16.2029,1.33004,2.7,8.05664,-1.91657,1361.3,16.96705,-5.59441,3.09,1703.1,4.79516,-7.02958,7.59921,8.64293,0.9566,8.09842,11.58993,17.00721,17.65541,41.40474,1.88504,70.66226
BSX,7.77684,6.08381,4.69313,1.4284,-0.18,-3.19647,8.98372,1941.0,25.95961,339.09396,0.61,5301.0,14.27712,339.09396,-3.19647,10.94198,0.65597,4.17555,6.46571,-3.7411,-3.7411,47.32016,2.92478,89.82595
BDN,-32.63596,2.99258,11.11792,1.70885,-0.21,-5.09747,0.0,0.0,0.0,25.89942,-0.21,358.936,41.71953,25.89942,-5.04126,-6.20419,1.70885,0.4583,0.48218,-1.49219,-1.49535,54.98784,25.89942,122.16218
BFH,20.08096,0.50703,33.01789,2.53692,8.85,9.40143,19.83996,1818.563,28.23967,12.45235,9.59,5441.3,-26.80465,12.20667,8.56425,9.21421,2.42227,3.88426,4.585,25.03244,25.17711,88.75038,9.44591,328.99374
BCO,-9.32254,6.34224,6.50102,1.21175,-0.19,-0.82969,23.44475,265.9,8.68557,51.019222,1.08,617.7,6.73997,51.019222,-0.38871,1.7392,1.08461,3.80536,9.25545,-2.42054,-6.31527,56.56287,1.61903,130.21779
BMY,40.38095,6.56101,8.54763,1.29911,0.93,9.84903,-28.88778,2858.0,17.25845,-22.5,1.24,12735.0,12.49472,-21.90619,9.45048,12.48237,1.04615,4.15095,6.18911,10.74937,11.0926,31.6819,2.34045,46.3741
BRX,1.23656,7.42742,9.59351,1.07481,0.65,15.59387,0.0,0.0,0.0,80.55556,0.64,956.051,43.57759,117.65803,15.29263,15.05601,1.00531,2.78075,2.97979,6.71067,6.69545,67.16758,67.66624,204.577
BR,4.63748,6.19855,7.84941,1.69267,2.32,10.65622,12.43066,547.2,20.3103,9.43396,2.41,866.0,14.56462,9.1635,10.65622,10.72523,1.51051,12.95448,19.03803,30.38899,30.38899,42.62924,1.25987,74.30481
BN,5.32218,10.31074,22.25016,0.86916,2.3,6.23773,0.80419,4124.25,16.94629,0.0,2.6,12163.997,-8.33759,2.80791,5.72015,6.51301,0.57205,5.55515,8.19531,10.00011,10.59321,44.14753,2.68826,80.59041
BRO,6.46244,3.67602,7.73384,1.1572,0.85,14.65322,-12.14211,465.081,28.00834,20.56738,0.875,799.999,22.22718,17.60401,14.65322,14.52371,0.86769,5.56954,8.39364,11.41395,11.41395,34.91009,2.47914,53.63363
BFb,-17.73517,6.76387,9.13785,1.72563,1.175,6.02693,-5.48525,11211.917,14.46828,-30.67847,1.2275,20437.688,0.41302,-30.59575,5.58693,5.81953,0.90559,5.03885,7.93427,12.92626,13.6616,32.6307,1.47981,48.43556
BG,-12.66304,25.21323,40.36271,1.48719,4.84,1.73743,7.83962,1802.0,4.14682,63.51351,4.71,2717.0,2.68554,53.59223,1.82027,1.55722,0.47507,3.99261,6.18797,11.1942,9.79502,41.65722,2.65039,71.79796
CBL,4.3253,10.43538,7.53673,0.20736,0.34,11.03671,0.0,0.0,0.0,-66.66667,0.34,771.673,34.09754,-52.83094,9.58598,5.37502,0.20736,2.87221,3.02775,7.68137,7.90163,76.77588,37.905525,37.905525
CBRE,42.36256,5.15964,8.11612,1.06229,1.63,5.14818,22.89466,1228.573,11.31719,12.41379,1.84,3772.878,-3.25507,12.92644,5.03999,5.63766,0.98342,6.12426,9.56313,22.00639,22.08796,61.82626,3.63722,161.96014
CF,13.19332,21.76459,17.31236,0.9275,2.96,17.0392,-12.08247,1739.8,40.38252,-45.34712,3.21,1547.0,-32.52994,-49.65835,16.24539,17.53158,0.474,6.67128,8.38996,16.97777,16.38671,56.03964,3.21457,127.47766
CMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNA,-0.12469,1.24891,43.4966,27.39173,1.77,5.31691,-38.07829,696.0,7.72561,-46.03659,1.77,2177.0,3.65884,-30.68017,5.31691,5.30863,27.39173,0.6916,2.57828,3.90224,3.90224,17.89356,3.68103,21.79313
CNH,-13.07378,1.17211,3.52557,1.89956,0.19,1.00498,-20.4441,2078.0,8.4208,-63.46154,0.37,4486.0,7.76128,-64.3662,1.02525,2.04065,1.55732,1.18084,1.76998,5.20362,5.04168,84.4443,12.69875,284.43307
CNX,-22.82722,12.69554,20.52803,0.47876,-1.64,-12.47332,13.159452,-8.697,-0.29764,13.159452,-1.97,244.489,-35.58916,13.159452,-12.82958,-15.45143,0.24336,-3.64961,-4.81973,-7.47417,-7.15693,43.29108,13.159452,76.33909
CDP,2.29773,3.42974,14.23266,2.27028,1.74,29.95373,0.0,0.0,0.0,596.0,1.16,328.338,23.59165,342.92636,28.29957,17.29087,2.08158,2.05607,2.17264,13.71532,11.88769,55.9508,69.90973,128.52892
CRH,36.29229,8.23471,17.16881,1.47543,0.96,3.08441,28.69001,2539.92,9.89634,0.0,1.26,7269.074,7.46096,11.63092,3.06326,3.98788,0.916,3.17241,4.4109,5.94567,5.85345,40.50516,3.94228,68.08181
CVS,22.72117,14.20997,33.78383,1.31115,4.62,3.41183,0.0,11856.0,7.73436,16.66667,4.87,26528.0,3.51466,12.76917,3.4164,3.55187,0.62303,7.26882,10.55577,13.91277,13.90865,42.44429,2.31646,73.822
CBT,-30.66861,4.92876,19.75728,2.37642,-5.29,-11.42459,-20.50848,469.0,16.33577,51.80646,2.81,595.0,13.29241,51.80646,-11.63358,6.20529,1.25624,4.99371,6.47528,-21.15869,-18.98148,42.11196,2.11727,72.74725
CADE,0.0,56.089993,17.58062,0.89981,1.33,17.17407,8.51873,347.006,46.74451,9.91736,1.33,723.052,-14.98831,9.2,17.17407,17.16817,0.88518,1.4597,9.17508,7.81793,7.81793,25.30778,1.61643,33.88275
CPT,288.2353,109.24,28.86674,0.20962,2.76,28.48398,0.0,0.0,0.0,-15.59633,2.77,520.585,37.21476,-14.64417,27.49721,27.22671,0.20962,2.61918,2.81592,8.85327,8.93438,48.50284,52.563892,94.18545
CCJ,-44.7688,8.27502,14.01495,3.2517,0.11532,2.30041,-9.0372,408.01093,20.55299,6.66667,0.12973,727.6235,0.82962,-64.75485,2.37026,2.58653,1.05111,1.68064,2.07694,1.18803,1.15318,21.20403,2.63596,26.91004
COF,10.19354,0.11682,89.67872,1.19007,7.0,16.02364,-5.3898,7864.0,31.40826,-7.65172,7.59,18877.0,-15.13,-8.53659,16.17541,16.42408,1.18553,1.32135,4.24943,8.68991,8.68991,55.55973,7.51717,125.02115
CPRI,15.71827,12.9052,11.22407,6.11193,4.28,20.15394,28.27413,1395.398,31.92057,32.91926,4.35,2647.7,9.66718,33.18866,20.15394,20.16856,4.10393,32.00772,38.8233,43.53853,43.53853,0.0,0.0,0.0
CAH,21.08267,17.07854,19.07317,1.2615,3.61,1.18208,10.87953,2660.0,2.59434,7.12166,3.95,5712.0,2.0873,4.2024,1.18501,1.27903,0.65435,4.92879,12.51639,19.15146,19.15146,46.74838,2.06466,87.78772
CSL,14.41257,7.52511,36.64835,2.17775,4.82,9.0201,24.66019,642.0,18.11921,25.84856,4.97,1015.8,11.52701,27.21846,9.02292,9.09558,1.50718,8.30924,10.59158,14.04095,14.04095,24.17959,1.16604,31.8906
KMX,72.27832,136.69781,15.11364,2.60641,2.73,4.01623,17.59062,1081.896,7.27393,26.38889,2.71,2254.821,0.20601,21.26979,4.01623,3.92858,0.46072,4.89953,5.2673,18.45468,18.45468,74.26402,8.41971,288.56104
CCL,0.0,468.38876,30.79145,0.35236,2.26,11.18111,22.06096,4205.0,26.75958,42.13837,2.28,6267.0,8.60061,42.1521,11.18111,11.27377,0.25978,4.09266,4.88936,7.31185,7.31185,26.98876,2.08966,36.96521
CRS,-10.45348,6.91844,26.35041,3.32319,1.11,2.63619,-19.25279,268.0,12.03575,-55.06073,1.48,318.3,-0.02414,-55.79819,2.63619,3.49612,1.16144,3.05405,4.50626,4.14812,4.14812,31.40714,2.2653,45.78777
CAT,0.0,889.4251,25.43095,1.30852,3.5,4.49469,-16.28665,8995.0,19.13382,-40.47619,4.55,11114.0,8.0537,-43.11231,4.47129,5.75198,0.87207,4.5602,6.82127,13.32277,13.32661,71.90343,4.23491,255.91534
CE,-11.86018,7.53019,16.2009,1.79807,2.01,5.05816,0.0,1087.0,19.15756,-50.24753,3.66,1318.0,3.40368,-51.28205,5.35777,9.72983,1.28258,5.30769,7.94077,11.77829,9.71729,51.30809,2.74241,105.37292
COR,30.25667,18.70712,3.06208,0.89576,-0.62,-0.09921,12.63195,1546.921,1.13776,246.11185,-0.5,3463.82,2.32075,246.11185,-0.09921,-0.08009,0.45995,3.30459,20.15223,-10.4143,-10.4143,84.64778,2.25807,246.11185
CNP,-26.96817,7.15005,8.04884,1.08999,-1.61,-9.36908,-2.31006,1903.0,25.76496,203.25777,1.08,2277.0,-12.61508,203.25777,-9.36908,6.2902,0.78679,2.61879,4.54147,-17.28056,-17.28056,71.80448,4.63163,254.66628
