,IQ_ACCT_RECV_1YR_ANN_GROWTH_CS,IQ_AR_TURNS_CS,IQ_BV_SHARE_CS,IQ_CURRENT_RATIO_CS,IQ_DILUT_EPS_EXCL_CS,IQ_EARNING_CO_MARGIN_CS,IQ_EBITDA_1YR_ANN_GROWTH_CS,IQ_EBITDA_CS,IQ_EBITDA_MARGIN_CS,IQ_EPS_1YR_ANN_GROWTH_CS,IQ_EPS_NORM_CS,IQ_GP,IQ_LFCF_MARGIN_CS,IQ_NI_1YR_ANN_GROWTH_CS,IQ_NI_MARGIN_CS,IQ_NI_NORM_MARGIN_CS,IQ_QUICK_RATIO_CS,IQ_RETURN_ASSETS_CS,IQ_RETURN_CAPITAL_CS,IQ_RETURN_COMMON_EQUITY_CS,IQ_RETURN_EQUITY_CS,IQ_TOTAL_DEBT_CAPITAL_CS,IQ_TOTAL_DEBT_EBITDA_CS,IQ_TOTAL_DEBT_EQUITY_CS
ALK,0.0,205.7209,30.23704,0.79482,8.35,13.03416,-4.3193,1750.0,22.05975,27.67584,6.74,2626.0,3.76749,27.02703,13.03416,10.4682,0.72667,8.32045,14.13623,31.08839,31.08839,40.84261,1.468,69.04058
AIN,0.0,27.66131,17.69521,3.36625,1.03,3.77265,3.72794,180.219,20.86552,-37.19512,1.7,299.083,2.44996,-37.2101,3.83355,6.33162,2.40096,5.15611,6.4894,6.14709,6.0103,47.39101,2.86419,90.08159
ALB,9.9357,6.02135,33.2397,2.06305,0.49,3.23792,22.98274,872.854,28.41344,-87.4359,4.77,1145.271,-4.49961,-91.47862,1.7855,17.22213,1.46279,5.32817,7.08467,1.46862,2.56351,32.49072,2.10502,48.12777
AA,21.40719,15.75659,24.42211,1.3032,1.16,4.79746,109.29603,2319.0,19.90216,243.59254,1.95,2757.0,9.95537,243.59254,1.86234,3.08633,0.73832,5.73666,11.30795,4.26452,7.713,17.11778,0.60543,20.65313
ALEX,4.64602,9.34487,13.11156,0.2965,4.3,52.77649,0.0,0.0,0.0,561.53845,0.36,130.7,172.00659,54.703613,52.82277,4.0981,0.15527,1.17949,1.70826,24.34661,24.22601,48.91886,54.703613,96.94363
ARE,28.7156,2.89239,58.87998,1.63306,1.58,16.98296,0.0,0.0,0.0,52.86621,1.63,803.808,38.38554,52.86621,14.78702,13.04915,1.60864,1.81398,1.95919,3.20429,3.27344,42.36146,52.86621,73.62573
ALLE,14.07692,8.65325,4.22461,2.2411,2.85,11.48991,15.77551,567.3,23.55701,20.76271,3.91,1072.9,12.82805,19.29289,11.34873,15.44062,1.68186,13.18537,18.23563,106.15654,106.03564,78.46293,2.60409,92.7397
ALSN,12.23972,10.82556,4.92175,1.51559,3.36,22.28117,36.86045,864.0,38.19629,164.56693,2.41,1131.0,19.937,134.5277,22.28117,15.87489,1.08633,10.29845,13.39975,56.97168,56.97168,78.7017,2.94676,117.61627
ALL,2.36876,1.70986,58.65669,13.65435,8.36,8.42893,48.53742,4367.0,11.54253,79.01499,7.89,10163.0,3.85929,69.89878,8.42893,7.54924,13.65435,2.24628,8.8945,15.41399,14.78991,21.97156,1.45409,28.1584
ALLY,3.23707,0.08222,30.8749,1.09363,2.03,9.39243,-11.51933,4624.0,46.90131,-9.375,2.31,5861.0,92.88467,-12.93346,9.42286,10.63045,1.09271,1.23914,2.74705,6.90761,6.90761,80.4811,12.03266,468.32346
MO,-5.96027,133.06485,8.0878,0.63958,5.31,52.4623,8.23427,9924.0,50.90797,-27.06044,3.26,12003.0,19.80353,-28.21125,52.43665,32.12506,0.27694,13.62415,21.68372,72.63296,72.4574,47.40038,1.40004,90.3381
AMBC,7.23133,0.05304,30.52193,22.91382,-7.25,-52.66611,-6.5934434,-9.561,-1.53185,-6.5934434,-7.32,54.0,-127.06958,-6.5934434,-52.66611,-53.20745,22.91382,-0.44025,-0.69266,-21.24126,-18.1446,88.88151,-6.5934434,-6.5934434
AMCR,-5.44777,7.92667,2.84038,0.81909,2.04,6.74651,2.89275,1337.4,14.69509,145.78313,2.43,1911.8,2.70437,144.5719,6.55972,7.72442,0.47092,6.88065,11.43144,74.35546,70.6966,83.79827,3.44773,167.06815
AEE,4.91803,8.236,29.61253,0.5483,2.14,8.56403,5.75023,2354.0,38.10911,-20.14925,2.85,2783.0,-6.05674,-19.90812,8.46689,11.1933,0.28844,3.59865,5.9126,7.32134,7.261,53.47094,3.57647,114.91947
AAT,2.21841,6.53111,17.66148,1.24276,0.62,12.71888,0.0,0.0,0.0,-13.88889,0.62,200.359,38.00387,-10.54494,9.29164,9.17942,1.24276,2.7725,2.89347,3.56826,4.76997,61.08436,22.056963,156.96611
AXL,84.98214,7.85262,13.80054,1.59898,3.21,5.38621,84.43124,1055.5,16.84488,4.90196,3.83,1119.1,1.92687,40.04986,5.37983,6.25294,1.16927,7.48617,11.38682,32.63311,32.6087,72.07717,3.76618,258.12988
AEO,7.26132,50.14677,6.62266,1.82515,1.16,5.88523,12.04211,509.293,14.10837,6.42202,1.27,1366.927,6.01162,-2.60798,5.88523,6.38292,0.94221,12.98423,19.53959,18.83459,18.83459,0.0,0.0,0.0
AXP,13.82344,0.29637,21.21886,1.64073,2.97,7.68907,4.89694,9618.0,27.02976,-47.43363,5.96,23793.0,18.59596,-49.40828,7.68907,14.78987,1.63394,3.0499,6.89665,14.12931,14.12931,76.42319,6.14286,1459.268
AFG,14.80386,1.24823,60.3795,7.31193,5.28,7.01367,-4.67776,917.0,13.48331,-27.96726,6.09,1302.0,-4.15564,-26.81048,6.98427,7.86211,7.31193,0.87488,6.91457,9.27191,9.30459,28.93685,2.36859,40.74283
AIG,0.0,873.89435,72.48914,130.38568,-6.54,-12.36634,-6.38547,6392.0,13.04383,873.89435,0.95,11596.0,-19.34383,873.89435,-12.41531,1.804,130.38568,0.31584,1.52678,-8.60671,-8.50133,32.91953,5.04474,49.07469
AWR,18.37149,9.09191,14.4474,0.99235,1.88,15.74365,2.74996,157.789,35.81206,16.04938,1.88,239.417,2.28233,16.109,15.74365,15.63299,0.44341,5.14153,8.1748,13.54504,13.54504,41.78399,2.41058,71.77405
AMT,69.79483,13.4961,14.55506,0.81131,2.67,18.38863,9.55987,3729.9,55.97173,34.84849,2.78,4607.3,25.78485,29.53446,18.59122,17.86256,0.65348,3.92786,4.59731,19.0522,15.29674,71.75259,5.41706,295.911
AWK,0.0,175.9078,30.17737,0.30968,2.38,12.6899,6.13003,1714.0,51.05749,-9.16031,3.05,1988.0,-6.13643,-8.97436,12.6899,16.17218,0.24344,4.30646,5.98785,8.03546,8.03546,58.92449,4.507,143.45404
AMP,2.83773,1.31,40.90429,1.40157,9.44,12.20518,29.80165,2683.0,22.12601,20.87068,11.86,6283.0,15.83065,12.63318,12.20518,15.07196,1.40157,1.09427,13.65364,24.08462,24.08462,46.90626,1.97503,88.34612
ABCB,0.0,39.457558,21.59096,0.96116,1.98,18.44214,11.73893,212.133,53.1923,-4.80769,2.39,354.954,80.7432,2.00832,18.44214,22.07072,0.9297,1.68669,10.16281,10.13815,10.13815,31.31279,1.72883,45.58752
APH,18.47625,4.75681,3.26284,2.94796,0.515,9.42336,13.32602,1653.2,23.57908,-21.0728,0.86,2309.9,10.28287,-20.9503,9.27788,14.99876,2.12252,9.67161,12.49668,16.97392,17.0141,46.69918,2.14287,87.61438
AU,-22.85714,145.48387,6.49425,1.7462,-0.46,-3.79157,-18.07137,1079.0,23.92461,96.34856,-0.13,793.0,-2.91851,96.34856,-4.23503,-1.1975,0.46784,2.03521,2.95335,-7.10301,-6.26603,45.61545,2.10195,83.87574
NLY,-97.60595,108.79939,45.34413,0.0258,5.48,54.73662,0.0,0.0,0.0,-1.43885,5.48,1960.255,57.92953,9.47497,54.75714,50.94452,0.0258,1.74146,1.78219,12.80645,11.43283,85.08172,107.59331,107.59331
AR,14.87303,11.66685,25.75766,1.09315,1.94,21.4778,159.63655,1750.342,47.88145,159.63655,0.6,1373.187,-35.73137,159.63655,16.82554,5.17718,0.47692,3.2334,3.6555,8.53564,9.4568,35.09806,2.74237,54.0786
HOUS,0.6579,40.0918,19.88803,0.82618,3.11,7.09846,-3.94218,731.0,11.95617,113.0137,1.92,2580.0,6.77748,102.34742,7.0494,4.29284,0.63874,4.5145,5.39692,16.96183,17.0497,57.46269,4.84542,135.08772
AON,-4.28737,3.94632,18.50969,1.07229,1.53,4.35087,-6.05719,2497.0,24.975,-70.34884,6.12,4208.0,21.48055,-12.17765,12.26245,15.82337,0.30396,5.11119,12.05203,7.9141,8.54617,56.20878,2.38927,128.35628
AIV,0.0,20.732553,12.49418,0.16492,2.50259,34.2365,0.0,0.0,0.0,-26.59176,2.50259,0.0,36.87689,-26.63414,31.14852,30.22317,0.16492,2.05407,2.14699,19.69251,18.24112,69.94134,20.732553,246.95175
ATR,17.84673,5.23401,21.2046,3.16453,3.41,8.91064,1.61732,483.921,19.59763,7.57098,3.96,866.213,5.61358,7.02369,8.91068,10.01273,2.34443,7.19864,8.81705,17.70375,17.69938,48.93489,2.59818,95.82843
APTV,-16.95031,4.79137,12.40972,1.5935,3.81,8.25054,-26.32135,2091.0,16.22943,-9.50119,4.51,2623.0,5.57377,7.79634,10.51692,9.35184,1.23785,7.89522,13.41146,35.82456,33.8535,54.1221,1.98422,117.96986
ARMK,9.45874,9.44554,10.01271,1.12037,1.49,2.56215,3.94015,1162.185,7.95777,28.44828,1.7,1609.009,3.12971,29.92189,2.56034,2.84551,0.7873,4.84281,6.88805,16.18691,16.12994,68.09166,4.53326,214.24796
ADM,-13.95416,18.97022,32.87792,1.58512,2.79,2.63366,-4.91611,2437.0,4.00638,29.16667,2.28,3518.0,0.73609,24.7068,2.62215,2.13277,0.74718,2.37201,3.7822,8.98946,9.00506,28.96629,3.07468,40.89619
ARCO,32.84573,35.1969,2.28467,1.07836,0.59349,3.90113,28.97446,303.74,9.1501,64.86487,0.65186,444.943,0.78801,63.89545,3.8911,4.25745,0.78551,7.72026,12.39496,30.51258,30.55238,56.07975,2.08567,127.68542
ARGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANET,-2.28075,6.57863,1.40924,4.27705,0.33438,25.70797,86.62679,490.472,29.79445,114.0,0.41,1061.769,22.50296,129.76454,25.70797,28.79459,3.36457,14.03004,20.62208,30.55896,30.55896,2.32688,0.08072,2.38231
AWI,-40.46921,10.95098,7.9455,2.40422,4.08,24.68666,11.12601,248.7,27.83124,142.85715,2.42,325.0,-9.08404,47.851,17.32319,14.43442,1.0415,6.58475,9.92426,64.34301,64.34301,66.97125,3.41858,202.76653
ARW,21.11266,3.59471,56.46576,1.56069,4.48,1.51855,9.43862,1194.343,4.45443,-21.12676,7.04,3356.968,-1.43376,-23.10627,1.49916,2.32844,1.11872,4.24182,8.36834,8.58437,8.60276,39.68421,2.75453,65.79407
AJG,16.93409,3.07826,22.67578,1.05258,2.54,8.10442,3.87548,994.4,16.14391,9.48276,3.16,1706.6,12.82693,11.75193,7.51835,9.23816,1.03396,3.15127,5.56807,12.02576,12.76612,42.93016,3.15064,75.2239
APAM,0.0,26.63667,2.17332,13.7861,0.75,18.94576,20.04148,291.708,36.66405,-52.2293,2.08,392.744,10.82374,-32.08408,6.23398,11.67207,9.12737,20.18889,52.11521,41.15058,104.54779,53.8514,0.68263,184.2678
AHT,-0.83354,32.30219,6490.92,0.19683,-1300.0,-6.18276,0.0,0.0,0.0,225.2565,-1170.0,406.199,-2.33978,225.2565,-4.66758,-7.75925,0.18851,1.93788,2.03742,-9.4134,-10.60192,83.14573,225.2565,225.2565
ASH,-31.54362,4.32935,54.93548,1.96591,-1.69,-3.22086,-40.89422,542.0,16.62577,65.449715,0.79,755.0,7.53834,65.449715,0.03068,1.50245,1.24793,1.76768,2.56253,-3.10973,-3.19586,45.28514,5.20111,82.76571
ASB,0.0,87.82109,20.135,0.84615,1.42,18.80315,11.31427,554.079,45.44294,12.69841,1.53,1047.9,43.50493,14.47517,18.80315,18.93256,0.84226,1.03792,4.34079,7.63082,7.24515,55.71925,7.35226,125.83178
AC,81.56624,0.85455,38.84035,22.75017,0.37,32.26454,-4.667841,-20.37,-75.68271,-9.7561,0.3,-9.608,-219.90758,-13.51537,32.83299,26.51904,9.37738,-1.30045,-1.37125,0.98618,0.94257,0.59076,-4.667841,0.62419
AIZ,7.00394,0.57292,81.47201,1.98548,9.39,8.09977,-33.99461,628.9,9.80359,2.84776,6.24,707.5,1.45214,-8.09233,8.09977,5.3487,1.98548,1.04424,5.81763,12.4177,12.40155,27.22498,2.54683,37.40979
AGO,49.4655,1.2723,58.94623,43.98361,5.96,44.703,10.01112,989.0,60.56338,-9.14634,6.16,1223.0,2.84752,-17.13961,44.703,45.49271,43.98361,4.32497,7.75516,10.94207,10.94207,15.8898,1.30637,18.89165
ATKR,16.8343,7.22148,5.70051,2.38749,1.27,5.62784,16.45853,225.77,15.01196,35.10638,1.52,361.27,4.04174,43.95367,5.62784,6.40975,1.27525,8.98463,11.71843,27.38608,27.38608,61.48446,2.55161,159.63544
AUB,0.0,35.526897,23.91992,0.93947,1.67,18.17455,4.60048,188.125,46.88625,-5.64972,1.9,330.634,-25.02844,-5.87666,18.17455,20.69303,0.93343,1.14785,4.78407,7.12361,7.12361,53.81961,6.48194,116.54212
ATO,-24.16964,12.06057,36.74347,0.53249,3.6,13.86767,8.93546,1046.994,37.93821,6.50888,3.6,1295.483,-15.87736,13.2295,14.36446,13.84046,0.24537,4.38059,6.42931,10.39732,10.39732,47.41095,3.35703,90.15366
ALV,10.05561,5.0434,46.39486,1.58393,4.87,2.91834,2.06105,1297.4,12.49591,-24.1433,7.31,1679.7,2.83395,-24.687,4.11361,6.16055,1.18963,6.57981,10.05751,11.07581,7.48536,24.34129,1.03391,32.1725
AZO,-2.41484,38.31255,-51.31955,0.96747,44.07,11.76331,1.92248,2403.12,22.0699,8.2801,45.05,5739.62,7.64167,3.21207,11.76331,11.76242,0.12433,14.55851,36.68716,404.13922,404.13922,137.55609,2.17704,404.13922
AVB,0.0,82.82642,75.22446,0.49425,6.35,39.38493,0.0,0.0,0.0,-15.55851,6.44,1466.597,43.54606,-15.19156,39.39665,39.78902,0.49425,2.94101,3.04951,8.53058,8.52232,41.42085,82.82642,70.75044
AVNS,6.7859,3.11168,25.96787,2.97768,-0.69,-5.24853,-88.63962,23.8,3.89143,19.202795,-0.8,336.9,-71.53164,99.24623,12.96599,-6.12165,1.0844,-0.46571,-0.57148,-2.76975,-2.76975,32.3387,24.40756,47.79497
AVY,17.91209,6.06409,11.88702,1.13495,3.13,4.26079,11.06109,863.5,13.05603,-11.58192,5.42,1812.2,5.93891,-12.12972,4.26079,7.23617,0.74769,9.03412,17.77276,28.58447,28.58447,60.18874,1.83173,151.18524
AVNT,7.89112,8.54358,7.39802,1.86926,2.11,5.37478,-5.59864,389.5,12.0592,8.20513,2.2,602.2,3.96142,61.316204,-1.78643,5.55126,1.11462,7.06213,9.84983,26.22431,26.20575,68.59149,3.36072,218.38506
AVA,2.99504,7.90278,26.41201,0.48392,1.79,8.01782,4.44749,471.148,32.58445,-16.74419,2.15,921.363,-3.10455,-15.53036,8.01672,9.59013,0.28937,3.45429,5.22314,6.86187,6.86199,52.67591,4.08827,111.30886
AXTA,16.83323,6.30419,5.27532,2.13972,0.15,1.08979,-5.40475,777.1,17.75417,-11.76471,1.16,1596.5,11.01554,-12.20096,0.83847,6.37112,1.5183,4.93616,6.36116,3.04287,3.5792,73.5545,5.03873,278.1361
AX,0.0,45.94717,13.05062,1.0642,2.07,29.58601,14.67903,282.865,62.11107,11.89189,2.07,370.298,10.61506,12.95068,29.58601,29.47611,1.06066,2.14844,11.33428,17.87345,17.75421,46.13278,2.52581,85.64166
BGS,18.5528,12.79886,13.2456,4.40028,3.26,13.03691,2.27007,328.515,19.69448,88.43931,2.08,442.958,-2.1848,98.73247,13.03691,8.29067,1.81001,5.28695,6.22441,26.09855,26.09855,71.57175,6.7503,251.76273
BWXT,39.18132,10.33216,2.87065,1.65319,1.47,8.8321,13.53785,348.417,20.74111,-16.47727,1.99,495.755,7.30728,-19.23609,8.80109,11.76748,0.7991,10.90392,24.41683,67.90993,68.03128,64.04152,1.46069,178.09853
BXP,0.0,89.79393,36.3775,2.54728,2.93,21.44608,0.0,0.0,0.0,-10.1227,2.93,1657.811,29.76002,-9.81815,17.63171,17.22518,2.54728,3.03738,3.21589,8.25765,7.01594,55.90276,89.79393,126.77157
BW,3.31401,5.42717,41.326,0.98378,-80.9,-24.33116,-14.200317,-125.895,-8.08193,-14.200317,-41.9,24.218,-6.28064,-14.200317,-24.3831,-12.62459,0.60904,-7.27865,-20.15925,-103.45876,-100.84826,58.02424,-14.200317,138.23276
BMI,-2.68815,6.8194,9.52821,1.70363,1.19,8.59035,9.33503,77.278,19.20237,7.20721,1.2,155.746,12.97352,7.04753,8.59035,8.62549,0.74508,9.37754,11.28398,12.95617,12.95617,13.83532,0.57649,16.05683
BALL,15.97582,8.78289,11.26383,0.91502,1.05,3.45989,28.44575,1752.0,15.95193,28.83436,1.64,2266.0,12.17905,42.20532,3.40526,5.23028,0.50937,3.83525,5.78882,10.141,10.01714,63.27494,3.97888,172.29362
BANC,0.0,95.39536,58.83856,0.91629,4.4299,30.2956,3.92371,734.962,62.22749,0.34483,4.56691,1050.392,119.52157,1.60493,30.2956,30.89005,0.89133,1.83692,7.33714,7.56754,7.56754,15.73929,1.26507,18.67927
BAC,0.0,5693.7393,23.79856,0.84516,1.56,18.15629,9.66093,46766.0,46.5718,4.0,1.97,83730.0,58.07122,1.82062,18.15629,20.00201,0.83765,1.24926,4.03977,7.49605,6.82864,62.05738,9.34296,163.55588
BOH,0.0,57.121315,29.05281,0.67482,4.33,26.7947,2.7292,365.605,53.04689,2.36407,4.45,625.755,-3.47149,1.76953,26.7947,27.2994,0.67295,1.31232,11.12772,15.43174,15.43174,38.34115,2.09518,62.18272
NTB,0.0,46.733047,15.04545,0.59998,2.76,32.97706,16.56372,281.569,60.58857,133.89832,2.87,454.675,-110.69629,32.17988,32.97706,33.5317,0.59903,1.32051,16.34759,19.98562,19.98562,12.44838,0.41553,14.21834
BK,0.0,1084.4843,37.20884,0.74345,3.72,24.75778,1.20968,8785.0,52.86755,18.09524,3.42,15567.0,180.83514,15.30871,24.61335,21.28688,0.73671,1.29586,5.51268,11.20886,10.11731,54.12074,5.60558,118.47138
BKU,0.0,116.12812,28.32119,0.81403,5.58,45.08872,15.84713,726.219,53.30576,166.98566,2.51,1039.429,56.53697,172.11406,45.08872,19.43163,0.81236,1.42688,5.10953,22.56494,22.56494,63.09632,7.12434,170.97568
BBWI,12.64368,45.31171,-2.54895,1.72046,3.98,9.20948,-3.51076,2556.0,20.32766,-5.6872,4.04,5814.0,6.66057,-7.5818,9.20948,9.22125,1.10626,15.28836,24.32678,410.97498,410.97498,114.51388,2.24413,410.97498
BAX,0.0,299.37558,16.85021,2.57462,1.3,6.85541,15.65836,2275.0,21.54152,-85.57159,2.34,4585.0,10.5222,-85.55891,6.78913,12.03125,1.83871,5.86398,8.08358,8.31515,8.32375,27.81121,1.54374,38.52567
BZH,-31.75704,42.79842,20.36162,17.81178,0.99,1.66745,45.99404,78.847,4.11459,518.75,1.31,315.309,1.37059,577.88196,1.66015,2.18429,3.22438,1.8278,2.03403,4.82203,4.82203,66.04526,16.83529,194.5097
BDX,-10.11236,6.50511,56.79515,5.5754,4.6,9.09617,-0.03142,3182.0,26.31274,2.44989,7.21,5965.0,14.05979,12.70492,9.09617,13.05366,4.77528,4.42791,5.49733,10.69051,10.68947,59.30605,5.93023,145.73679
