,IQ_ACCT_RECV_1YR_ANN_GROWTH_CS,IQ_AR_TURNS_CS,IQ_BV_SHARE_CS,IQ_CURRENT_RATIO_CS,IQ_DILUT_EPS_EXCL_CS,IQ_EARNING_CO_MARGIN_CS,IQ_EBITDA_1YR_ANN_GROWTH_CS,IQ_EBITDA_CS,IQ_EBITDA_MARGIN_CS,IQ_EPS_1YR_ANN_GROWTH_CS,IQ_EPS_NORM_CS,IQ_GP,IQ_LFCF_MARGIN_CS,IQ_NI_1YR_ANN_GROWTH_CS,IQ_NI_MARGIN_CS,IQ_NI_NORM_MARGIN_CS,IQ_QUICK_RATIO_CS,IQ_RETURN_ASSETS_CS,IQ_RETURN_CAPITAL_CS,IQ_RETURN_COMMON_EQUITY_CS,IQ_RETURN_EQUITY_CS,IQ_TOTAL_DEBT_CAPITAL_CS,IQ_TOTAL_DEBT_EBITDA_CS,IQ_TOTAL_DEBT_EQUITY_CS
BDC,22.03557,5.54448,34.13299,2.02094,1.37,3.88727,0.18712,426.718,17.86445,-48.30189,3.6,841.733,6.29839,-27.18139,3.90222,6.36311,1.52399,4.54274,5.71659,6.44039,6.4121,52.10111,3.65756,108.77308
BHE,-0.93762,5.62395,27.03984,3.3841,-0.64,-1.2958,-5.27357,135.042,5.47436,19.821533,1.44,225.92,3.5878,19.821533,-1.2958,2.90007,2.46537,2.66209,3.4841,-2.3728,-2.3728,13.741,1.56751,15.92994
BRKa,0.0,2659.4968,141.16661,3.35548,18.22,18.73031,-21.58847,35482.0,14.65369,86.68033,6.89,25210.0,3.56895,86.67442,18.55974,7.01962,3.0548,2.48441,3.90098,14.23736,14.21027,22.56936,2.89124,29.14784
BHLB,0.0,40.334534,32.14023,0.90252,1.39,11.37587,42.55027,210.762,43.39783,-26.06383,2.37,343.886,99.01424,-5.83433,11.37587,19.25472,0.88635,1.18983,4.87186,4.33492,4.2669,43.42324,5.44879,76.75103
BERY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBY,15.92083,31.40933,15.13622,1.47655,3.74,3.06322,10.40703,2387.0,6.05791,62.6087,3.56,9440.0,4.52789,36.90078,3.11651,2.8776,0.76678,7.91324,17.77655,26.56542,26.56542,22.47284,0.57185,28.98705
BIO,24.84208,5.16045,98.37675,3.9321,4.07,5.65928,6.33725,287.638,13.31563,328.42105,2.25,1189.803,-2.33519,334.66312,5.65928,3.08884,2.43763,2.13818,2.71971,4.43171,4.43171,12.92626,1.51232,14.84518
BKH,-5.68159,6.56843,31.91898,0.87934,3.52,12.40131,7.99169,609.382,36.267,156.93431,3.55,662.373,-2.48487,142.61203,10.53607,11.24432,0.41068,3.9958,5.16371,11.68205,11.72413,64.63318,5.45872,182.75092
BLK,14.85106,4.94791,197.61311,3.26041,30.23,40.08486,13.26761,5515.0,44.15179,58.77101,23.49,6789.0,29.64234,56.68348,39.78865,30.49525,3.00845,1.50263,9.24697,16.31568,16.24726,13.44056,0.90916,15.7302
BA,22.56643,10.27584,0.60064,1.15803,13.43,8.77698,0.0,11911.0,12.75377,76.47832,11.85,17393.0,9.64256,67.45659,8.77698,7.64479,0.36996,6.94003,56.59607,1415.0798,1415.0798,96.4264,0.93334,1415.0798
BCC,23.58573,19.85241,17.48397,2.4441,2.12,1.87178,43.1671,221.909,5.00698,116.32653,1.93,612.417,-0.51981,116.85837,1.87178,1.68192,1.13564,5.80728,8.30383,13.22495,13.22495,39.38605,1.97519,64.97853
BAH,11.15345,6.16134,3.8525,1.1753,1.67,4.35006,8.8566,550.945,9.49204,-13.91753,1.75,1379.699,4.16674,-14.1465,4.35006,4.46882,1.0979,9.62282,14.47796,51.41949,51.41949,74.35794,3.01904,289.98434
BWA,19.69005,6.17201,17.63079,1.46099,2.08,4.93199,8.56876,1629.4,16.62772,278.18182,3.91,2115.0,5.12613,271.22363,4.4891,8.39629,1.05732,8.19985,13.23728,12.68619,13.56099,36.38555,1.34301,57.197
SAM,-8.02584,24.50185,36.44463,1.6544,8.09,11.4774,-9.3175,169.326,19.62081,19.1458,6.51,449.901,12.30657,13.39454,11.4774,9.12917,1.06776,12.37781,16.9609,22.76714,22.76714,0.0,0.0,0.0
BSX,5.16304,5.99205,5.10522,0.67598,0.08,1.14943,10.67367,2530.0,27.96198,-68.0,0.89,6442.0,20.62334,-70.02882,1.14943,13.47689,0.44906,5.69834,8.51781,1.51328,1.51328,44.4726,2.21976,80.09127
BRC,1.56448,7.49781,13.63387,2.17852,1.84,8.591,5.32836,158.318,14.2204,16.4557,1.76,558.292,10.29109,19.39209,8.591,8.07125,1.51488,7.82016,10.05696,14.67243,14.67243,13.33871,0.68068,15.39178
BDN,15.54844,2.87831,10.31157,2.69195,0.65,23.74031,0.0,0.0,0.0,242.10526,0.67,310.956,33.57766,200.68921,23.54374,22.90557,2.69195,1.48785,1.56941,6.54042,6.53393,51.11489,46.294247,104.56125
BFH,15.06627,0.42704,33.48917,2.43484,14.1,10.21712,5.73961,2135.2,27.66018,92.09809,12.9,3879.2,-16.13403,82.44275,10.21712,9.30811,2.3862,3.64242,4.0712,44.8954,44.8954,93.29566,12.09151,283.4628
EAT,1.6248,71.12338,-10.19139,0.34584,2.94,4.78676,-10.85077,424.879,13.48464,-14.03509,3.1,568.1,6.7248,-24.86837,4.78676,4.9821,0.12034,11.54035,19.14151,59.04432,59.04432,159.0671,3.12907,59.04432
BCO,24.47655,6.24382,6.28515,1.78249,0.33,0.71109,42.21021,420.8,12.57245,-54.16667,2.82,738.8,4.96303,-51.5942,0.49895,4.27171,1.66523,6.83563,14.56024,5.16425,6.86869,78.52562,2.93893,55.546223
BMY,15.18283,5.11661,7.18984,1.55328,0.61,4.69292,-5.22985,5092.0,24.50905,-76.98113,2.54,14911.0,11.92542,-77.40633,4.84694,20.11119,1.29886,7.84293,12.30636,7.21398,6.91637,40.19385,1.56363,67.20689
BRX,13.47377,6.92123,9.54746,0.69972,0.98,23.39457,0.0,0.0,0.0,7.69231,0.97,968.372,39.76166,8.94866,23.38865,23.03006,0.66165,3.08234,3.28183,10.29947,10.29453,66.12128,61.56921,195.17052
BR,30.01764,7.94439,8.61631,1.3285,2.7,7.88877,15.93653,672.2,16.22652,6.71937,2.79,1034.7,11.04228,6.27642,7.88877,7.94718,1.15546,11.00819,15.90239,31.89382,31.89382,52.33392,1.63954,109.79279
BKD,-8.99333,35.0773,8.00272,0.82304,-3.07,-12.04112,-16.6019,668.776,14.08805,92.88597,-1.39,1253.83,4.61195,92.88597,-12.03718,-5.45079,0.62111,1.38147,1.57733,-31.66888,-31.68528,77.06598,7.68911,92.88597
BN,26.11856,9.85233,27.56643,0.92604,4.7,10.38619,29.7696,5250.007,17.69664,59.32203,4.05,14627.762,5.6478,62.48419,9.94043,8.54577,0.75949,5.3369,6.98873,18.86409,19.36592,56.20167,4.29357,128.65376
BRO,76.41814,2.31974,9.35049,1.12814,1.405,21.46994,1.19989,497.779,26.74295,54.3956,0.965,862.618,23.46049,55.20154,21.46994,14.13169,0.94254,5.38158,8.49218,16.16983,16.16983,27.42863,1.96099,37.79538
BFb,16.39534,6.30208,44.28937,2.09308,7.96,9.68632,33.53765,14500.936,18.39364,584.7312,7.4,23309.318,-1.06105,70.72799,9.26849,8.6213,1.26492,6.73359,10.24417,19.68431,20.05629,34.31358,1.50522,52.23846
BC,15.07309,10.05014,16.94027,1.78408,2.08,4.15299,2.77587,599.8,13.29934,-30.20134,3.26,961.0,2.72118,-46.95652,3.24612,6.46217,0.90735,9.43865,16.48785,12.8156,12.8156,22.77769,0.72924,29.49626
BKE,-14.9311,109.1622,8.85464,3.91881,2.03,10.04859,-29.10748,185.547,19.03294,-33.66013,2.04,468.607,12.12866,-33.48791,10.04859,10.07054,2.58315,16.56661,22.64636,23.23603,23.23603,0.0,0.0,0.0
BLDR,11.03006,11.71197,3.31252,1.74843,0.34,0.55132,7.16606,398.796,5.66938,-73.22835,1.06,1727.391,0.87815,-73.13237,0.55132,1.6966,0.95291,6.46134,8.94726,11.30923,11.30923,82.58799,4.47452,93.54715
BG,-10.44153,28.82846,45.91637,1.67385,0.89,0.37996,-34.91302,1085.0,2.36931,-82.44576,1.88,1800.0,0.31309,-78.52349,0.34939,0.57625,0.54063,1.56336,2.44997,2.47832,2.36735,39.45354,4.41843,65.16243
BURL,12.13606,136.65962,-0.70977,0.93127,3.01,3.86112,22.59523,569.217,10.18104,51.25628,3.11,2284.444,7.06082,43.45437,3.86112,3.92049,0.15313,9.30448,20.97535,156.76271,156.76271,104.60937,1.98603,156.76271
CACI,-5.78191,5.5787,73.32132,1.67046,6.53,3.75856,7.82295,370.374,8.50532,13.36806,6.72,1419.813,5.2958,14.61635,3.75856,3.76554,1.5622,4.71577,6.11748,9.62554,9.62478,40.70901,3.32519,68.65967
CBL,-17.02742,9.32441,6.66308,0.18769,0.44,16.71774,0.0,0.0,0.0,-41.33333,0.33,666.699,31.30853,-30.04477,12.71743,5.93632,0.18769,2.71274,2.83497,10.21165,12.20984,77.25937,34.87886,34.87886
CBRE,23.0919,4.889,11.84069,1.18362,2.03,4.91179,8.34054,1485.079,10.45123,20.11834,2.53,4323.688,7.03051,20.89364,4.86628,6.01195,1.08751,6.05795,9.70723,19.66128,19.55909,41.78572,1.97179,71.77915
CF,30.837,15.76336,15.34162,2.52586,1.53,10.89588,0.46642,1077.0,26.07748,81.09577,-0.47,434.0,27.03087,81.09577,8.66828,-2.65726,2.0069,0.96174,1.16299,10.33637,6.8306,41.24473,4.35655,70.19749
CMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNA,3.0765,1.28552,45.14666,39.8524,3.3,9.54454,16.18358,1443.0,15.3201,4.10095,3.84,2999.0,6.72311,4.65658,9.54454,11.05238,39.8524,1.51498,5.68735,7.42576,7.42576,18.92465,1.9806,23.34205
CNH,5.4602,1.32085,3.21944,1.72092,0.22,1.19612,15.02746,2304.0,8.80465,338.49673,0.49,4654.0,-5.72025,338.49673,1.12733,2.55411,1.39161,1.27236,1.98733,6.67874,7.03608,85.40567,11.23915,338.49673
CNO,-6.75226,0.75833,29.05165,123.750824,1.02,4.08638,19.03859,879.1,20.45751,-49.25373,1.99,1694.5,22.96495,-50.97711,4.08638,7.87373,123.750824,1.17864,4.37619,3.76243,3.76243,45.03657,4.51826,81.93914
CNX,-28.7914,7.50558,17.43026,1.93014,1.28,20.85156,289.95715,458.769,32.42301,70.54183,0.12,644.71,-38.641,70.54183,26.90889,1.94072,1.68995,0.36248,0.45533,7.66505,7.52575,36.21762,4.82701,56.78311
CDP,-3.41563,3.37894,13.68358,1.64169,0.57,12.27179,0.0,0.0,0.0,50.702393,0.58,323.728,30.51769,512.7371,11.26829,9.22832,1.46169,2.47591,2.65339,5.1225,4.93689,55.56623,50.702393,127.04628
CRH,3.41584,8.27744,20.77237,1.62013,2.56,7.18477,15.2821,3795.345,12.51784,63.05733,1.89,8859.27,1.70441,73.69203,7.51388,5.20881,0.89173,4.41557,6.17238,13.40074,13.10481,34.74927,2.52645,53.25499
CVI,17.64319,36.22747,10.58147,2.01251,2.7,3.622,36.46813,391.8,6.54265,864.2857,0.38,519.0,1.76049,848.98785,3.91423,0.5508,1.24223,2.82872,3.86878,26.38303,12.70799,40.63752,2.97728,68.45657
CVS,8.36074,14.58,37.17061,1.01896,6.45,3.58888,0.0,12523.0,6.7778,31.36456,5.5,28507.0,3.30569,24.54392,3.58401,3.03629,0.48949,6.62208,9.72788,17.79364,17.79442,41.73609,2.15619,71.63284
CABO,63.89158,25.15536,117.15512,1.42074,40.72,24.37718,26.56539,424.132,44.17908,137.57294,21.53,622.916,16.35936,136.53767,24.37718,12.7382,1.37291,8.38426,10.68106,41.57072,41.57072,63.63792,2.7705,175.01176
CBT,15.57018,5.52798,23.91571,1.70081,3.8,9.79021,0.0,494.0,18.18182,62.39316,3.87,659.0,7.29205,61.74497,8.87008,8.8738,1.0876,6.66483,8.69053,17.50182,17.58097,36.2069,1.87045,56.75676
CADE,0.0,63.411133,18.97295,0.84602,1.67,19.59389,4.68402,361.297,46.2594,18.43972,1.68,739.069,28.17586,15.2982,19.59389,19.69498,0.83535,1.37886,6.90055,8.90408,8.90408,46.22424,4.07661,85.95739
CWT,12.01808,11.32818,14.44351,0.46414,1.4,10.07378,21.71182,200.334,30.04004,38.61386,0.23,351.192,-9.79586,38.01952,10.07378,1.65576,0.42943,2.99758,5.48667,9.93116,9.93116,53.77767,4.02734,116.34567
CPT,9.30233,51.0725,33.13609,0.98659,2.13,21.84911,0.0,0.0,0.0,-55.53236,2.19,560.887,39.08183,-76.04093,21.36636,21.79721,0.98659,2.40043,2.59996,6.11884,6.10492,38.74982,32.715263,63.26482
CCJ,66.16069,6.8566,12.27735,5.19613,-0.41465,-9.49152,26.82438,255.93024,14.88081,48.69595,-0.24719,641.849,13.96051,48.69595,-9.5019,-5.68865,2.43277,-0.24495,-0.29956,-4.05117,-4.04654,23.51968,4.6563,30.75259
CWH,44.12343,40.12261,1.53746,1.36263,1.07,5.43664,29.05741,395.841,9.23728,-89.42688,7.36,1240.914,-7.49791,-85.202,0.66185,4.57238,0.26532,11.03863,14.19289,43.14531,80.36407,95.4184,4.77922,80.36407
COF,3.29927,0.12381,91.38561,1.14558,3.76,7.03579,6.22175,7990.0,26.55456,-45.74315,8.12,19686.0,11.58189,-47.16076,6.58713,13.06692,1.14137,1.22505,4.08035,4.60798,4.39924,55.29809,7.54456,123.70408
CPRI,-13.67327,15.66568,10.21992,2.0585,3.29,12.27274,-32.19466,921.0,20.49536,-25.9009,3.37,2661.0,12.35925,-34.15564,12.29499,12.44801,0.89678,17.61313,23.49929,30.79453,30.68577,7.7021,0.14452,8.34483
CAH,8.94298,16.73116,21.5443,1.33571,4.03,0.99557,-4.15106,3071.0,2.36274,-6.71296,4.51,6544.0,0.49009,-9.74072,0.99095,1.09995,0.70897,3.97729,9.98546,19.27855,18.98196,59.94464,3.38489,152.24077
CSL,28.55747,6.99547,40.88454,2.49712,5.71,8.93176,-1.63733,720.9,17.62635,49.08616,5.55,1059.2,4.99615,46.08313,8.93665,8.55902,1.57501,7.49412,9.67393,14.62604,14.62604,38.55146,2.20031,62.73781
KMX,15.29609,116.93253,16.66361,2.59872,3.26,3.76851,3.39552,1215.374,7.3052,7.59076,3.33,2552.278,1.09223,0.56815,3.76851,3.80981,0.51652,4.36704,4.65777,20.85255,20.85255,79.65361,10.01314,178.17151
CCL,0.0,533.4188,33.72702,0.18136,3.59,14.88292,-1.33029,4747.0,27.11022,-3.49462,3.69,7313.0,6.53841,-6.22526,14.88292,15.21519,0.08034,4.54908,5.53947,11.13366,11.13366,27.52088,1.93701,37.97076
CRS,14.51104,6.60882,25.63686,2.76162,0.99,2.6146,-6.21784,218.7,12.16622,330.43478,1.09,300.8,1.08617,315.9292,2.6146,2.84991,0.90076,2.22349,3.5833,4.08075,4.08075,33.54402,2.76635,50.47556
CAT,0.0,1034.0809,22.91902,1.34581,1.26,1.66953,62.5281,9399.0,20.67441,1034.0809,6.75,11824.0,10.52582,1034.0809,1.65853,8.78679,0.92058,5.37447,8.26364,5.61974,5.6266,71.70052,3.71082,253.36336
CE,23.09613,6.87185,21.26406,1.79089,6.19,14.03909,7.6087,1287.0,20.96091,0.0,6.86,1511.0,8.44259,-6.33333,13.72964,15.4074,1.17896,6.86644,9.47452,31.26941,27.27848,52.46398,2.82906,110.36678
COR,12.28709,15.72383,9.47027,0.90623,1.64,0.238,18.05159,2441.197,1.59406,-74.05063,5.96,4544.607,1.01031,-74.47464,0.238,0.84986,0.47499,3.65774,20.233,17.38177,17.38177,64.75917,1.55403,183.76176
CNC,10.16785,14.86162,19.74781,0.9326,2.345,1.67004,3.56919,1654.0,3.41863,37.53666,2.29,7959.0,2.66473,47.33096,1.71138,1.63225,0.85898,3.97425,7.49978,12.99333,12.49807,40.59611,2.84099,68.45863
CNP,32.74419,7.68505,10.8759,1.10622,4.13,18.63948,1.10312,2108.0,21.92636,313.0,1.58,2563.0,-0.6904,314.81482,18.63948,7.08262,0.8625,3.00684,5.23847,43.98625,43.98625,65.34595,4.19355,188.56654
CPF,0.0,25.997837,16.65371,0.7658,1.34,18.80963,5.34588,117.231,53.51596,-10.66667,1.6,205.773,84.77823,-12.31699,18.80963,22.2049,0.76236,1.20172,9.74633,8.20257,8.20217,19.97135,1.06444,24.95525
CCS,126.89824,152.0503,24.92062,8.90243,2.03,3.53245,10.94484,85.929,6.03519,-12.87554,2.44,270.885,-36.76134,1.52402,3.53245,4.1611,0.80284,3.59866,3.96754,8.321,8.321,52.86469,9.59632,112.15519
SCHW,13.12209,0.24923,11.69376,1.09824,1.61,26.27232,22.59126,4097.0,45.72545,22.90076,1.66,8387.0,-226.11328,24.6162,26.27232,24.80737,0.31149,1.02538,8.3109,16.02996,13.47221,51.60406,4.82133,106.62888
GTLS,53.21715,4.60766,26.04123,1.63571,0.89,2.98341,4.88756,111.378,11.26396,-2.1978,0.94,234.3,-1.18758,-0.83932,2.83172,2.92229,1.00026,2.93624,3.87336,3.73467,3.92319,38.21837,4.47216,61.86041
CC,14.15094,7.78225,4.70056,2.11954,3.91,12.08151,0.0,1366.0,22.09284,9675.0,4.3,1745.0,0.64694,10557.143,12.06534,12.85507,1.45813,10.23178,15.84058,155.41667,154.17957,82.62005,3.01025,1037.5045
LNG,67.70323,20.05005,-7.42424,2.69305,-1.68,10.05178,716.5018,1769.0,31.58365,239.41621,-1.39,2070.0,-49.17413,239.41621,-7.0166,-5.78484,2.3765,3.42239,3.57907,239.41621,54.17639,95.33414,14.32222,239.41621
CVX,8.94834,8.6592,77.76755,1.02967,4.85,7.27066,63.83218,21829.0,17.1228,3682.4275,3.81,58909.0,6.2574,3682.4275,7.21261,5.62701,0.72737,0.60325,0.8138,6.26192,6.26197,20.60963,1.77576,25.95986
CMG,0.00494,110.65984,0.9737,1.94365,0.1234,3.93737,133.1343,477.487,10.66674,701.2987,0.1324,1407.86,5.23493,668.3887,3.93737,4.21343,1.72513,9.64375,14.19164,12.73993,12.73993,0.0,0.0,0.0
CHH,16.87784,8.65471,-3.7421,1.36821,2.02,11.4054,15.77401,287.233,28.51355,-17.88618,2.91,461.897,16.44729,-17.5632,11.4054,16.20993,1.27231,19.61526,33.45539,49.506115,49.506115,141.23112,2.52939,49.506115
CB,10.39139,1.27207,110.32419,1.83,8.19,11.98808,0.0,0.0,0.0,-7.66629,7.84,7545.0,6.58126,-6.62636,11.98808,11.37152,1.83,1.59421,4.0528,7.76494,7.76494,21.82349,338.48825,27.91566
CHD,20.52265,11.93301,8.95691,1.06973,2.9,19.68646,8.13369,902.7,23.90498,65.71429,2.0,1729.6,12.97336,61.96078,19.68646,13.2726,0.66824,9.41276,12.38673,35.43459,35.43459,52.65034,2.73214,111.19477
CIEN,7.63085,4.65317,14.93496,1.93334,7.53,45.04261,18.01029,351.568,12.54844,1376.4706,1.09,1245.786,3.32917,1638.6105,45.04261,5.52441,1.49703,4.36512,5.73138,86.9508,86.9508,32.1689,2.88183,47.42499
CI,-0.56025,3.29306,56.2986,1.69244,8.77,5.36332,18.34532,4935.0,11.85842,21.97497,10.85,14087.0,9.50536,19.81789,5.37534,6.54118,1.69244,4.50922,14.3566,16.29398,16.1921,28.29423,1.10213,39.59956
CNK,19.01111,36.4283,11.96647,1.40233,2.26,8.89236,1.81754,670.834,22.42432,3.19635,1.89,1503.676,2.68799,3.56304,8.83088,7.31387,1.32973,6.12613,7.92362,19.89597,19.86218,59.48828,3.07698,146.84212
C,6.43251,0.11338,70.62001,1.18825,-2.94,-7.58524,9.06234,36092.0,41.31079,4627.467,5.39,65272.0,-23.93381,4627.467,-7.78097,16.64807,1.01096,1.11544,2.95565,-3.45266,-3.09807,71.27081,13.86191,248.07806
CFG,0.0,388.92245,40.79558,0.96263,3.25,25.59653,16.7242,3043.0,47.14906,64.97462,2.56,5386.0,68.90107,58.08612,25.59653,19.91822,0.95623,1.26012,5.31235,8.35969,8.25649,41.59511,4.744,71.21855
CIA,8.12265,2.90329,4.46294,1.71608,-0.76,-15.09221,-42.06178,4.839,1.91547,-1.4919598,0.01,43.402,2.6696,-1.4919598,-15.09221,0.19825,1.71412,0.0637,0.43508,-16.13455,-16.13455,0.0,0.0,0.0
CLH,6.0911,5.36787,21.02975,2.29063,1.76,3.42071,2.48632,437.057,14.84076,73.15841,0.03,882.305,5.56343,73.15841,3.42071,0.05814,1.83087,2.35459,3.14292,8.86614,8.86614,57.83137,3.72843,137.1431
CCO,11.1948,4.13764,-5.4901,1.4816,-1.77,-24.21663,-13.94473,556.985,21.49471,98.11066,-0.86,1178.935,1.77107,98.11066,-24.6874,-11.9857,1.26931,2.77915,3.79449,98.11066,98.11066,153.7586,9.45578,98.11066
CLW,-3.40577,11.96939,34.98504,1.07999,5.88,5.62521,-11.94857,188.04,10.8668,102.75862,2.19,209.2,-2.22362,96.43016,5.62521,2.08368,0.42477,3.14293,4.42648,18.624,18.624,55.76844,3.85835,126.08292
CWENa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLF,9.24631,17.34348,-1.49394,3.41575,1.32,16.34908,27.34073,493.7,21.14075,36.08247,1.06,467.6,6.50238,110.79839,15.71533,13.09216,2.65347,10.40535,18.07143,66.589714,66.589714,123.2769,4.76403,66.589714
CLX,-0.70299,10.53439,4.20109,0.83693,5.35,11.76963,4.83211,1280.0,21.42977,8.73984,5.51,2671.0,9.82965,8.17901,11.73615,11.89572,0.5445,15.3586,26.03487,167.58044,167.58044,80.21898,1.71719,196.70332
KO,-4.90145,9.4138,4.00845,1.34386,0.27,3.33804,-9.06917,10648.0,30.0706,-81.8792,1.88,22491.0,3.71576,-80.87942,3.52443,22.68105,0.89512,6.72933,8.69342,5.88528,5.60229,71.53251,4.47831,251.27786
CDE,-44.85894,85.74166,4.39014,1.96546,0.06,1.5396,-0.92664,198.544,27.97979,-82.35294,0.11,250.402,16.98305,24.182104,-0.18588,2.7918,0.92293,1.78911,2.4497,1.37989,1.37989,33.54174,2.07169,50.47038
CNS,25.93854,6.99388,5.94917,5.02529,1.96,24.45465,13.81632,159.064,42.05884,-2.0,2.26,201.282,20.01995,-1.07278,24.31001,27.69948,3.58509,26.00413,32.78528,33.96657,31.35129,0.0,0.0,0.0
COHR,17.32952,5.42745,14.26273,3.79718,1.48,9.80139,22.90832,196.378,20.20254,42.30769,1.74,388.362,-3.43507,45.48759,9.80139,11.20135,2.51561,6.16852,7.2605,11.32259,11.32259,28.92578,1.86636,40.69799
CL,4.89015,10.69111,-0.0686,1.36121,2.28,14.06756,-0.45382,4387.0,28.38747,-16.17647,2.89,9355.0,15.31966,-17.08316,13.09693,16.49024,0.88997,19.71854,36.57442,665.37195,665.37195,96.43695,1.4992,665.37195
CMA,0.0,241.28975,46.06671,0.93787,4.14,22.59045,39.08328,1987.5,60.4287,54.47761,5.04,3094.0,2.57107,55.7652,22.59045,26.66342,0.93772,1.61412,9.12232,9.42953,9.42953,36.7765,2.33057,58.16903
FIX,18.60307,4.69771,11.23901,1.30939,1.47,3.09141,8.33005,137.551,7.69335,-14.53488,1.68,366.281,3.16534,-14.82988,3.09141,3.49912,1.25963,7.86899,14.58383,13.91229,13.91229,12.65225,0.44012,14.48492
CMC,-7.7292,6.2072,12.09697,2.81689,0.27,0.7123,-24.8293,244.958,5.36051,-56.45161,0.63,521.358,3.18458,-15.39389,1.0139,1.59447,1.63039,2.45429,3.21272,2.35185,2.35157,37.05643,3.36695,58.87246
CBU,0.0,52.412567,32.25728,0.73053,3.03,28.33676,22.10914,291.56,54.81708,30.60345,2.66,507.114,47.32646,45.18264,28.33676,24.4271,0.73026,1.66191,9.04285,10.63854,10.63854,22.90654,1.66654,29.71269
CYH,-24.53897,5.20529,-6.68987,1.72666,-21.89,-15.52791,-50.59633,1077.0,7.01492,306.70404,-13.17,5305.0,4.39246,306.70404,-16.01641,-9.58777,1.31579,0.68538,0.86334,306.70404,-225.22437,101.20018,12.91829,306.70404
CMP,7.35432,4.10099,20.53329,2.75187,1.25,3.12958,1.32096,283.8,20.80035,-73.90397,2.71,326.6,0.79522,-73.75538,3.12958,6.7172,1.42202,4.00993,4.92779,6.04944,6.04944,66.23402,4.80092,196.15607
CRK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAG,-32.65599,11.18129,9.58129,1.17013,1.25,6.97594,-7.06377,1502.5,19.19662,14.6789,1.96,2361.0,16.35306,177.71274,8.16799,10.81557,0.47358,6.57015,9.41102,14.1244,13.87089,42.35673,1.99428,73.4808
COP,28.62419,7.83683,26.00188,1.75716,-0.7,-2.72452,80.58459,9329.0,32.05181,994.6534,0.61,12241.0,33.87532,994.6534,-2.93754,2.55904,1.53421,1.31717,1.90147,-2.60746,-2.40205,39.01275,2.11202,63.9687
ED,9.52994,7.39582,49.73548,0.72154,4.94,12.67348,7.13317,3950.0,32.82639,19.90291,4.13,6269.0,-1.99452,22.48996,12.67348,10.54037,0.56487,3.38423,5.24612,10.26383,10.25865,51.84353,4.20405,107.6564
STZ,0.61433,9.97822,35.41286,1.19736,7.52,20.99434,19.21132,2427.5,33.11055,45.17375,6.88,3539.1,4.17292,45.5209,20.93842,18.70142,0.37619,7.6601,8.81832,22.82541,22.67431,57.29801,3.8056,134.1811
CPS,9.99733,6.24845,46.13838,1.72529,7.21,3.82997,8.8063,450.457,12.45001,-2.83019,10.98,675.709,3.22509,-2.65131,3.73959,5.39604,1.35757,7.4839,12.60347,17.75713,17.57559,46.99867,1.68328,88.67451
CPA,-2.31038,23.91843,45.23815,1.14466,8.71,14.62512,36.95328,596.967,23.61835,10.25317,8.71,1030.578,7.5898,10.49608,14.62512,14.61766,1.02192,6.80584,8.79465,19.72623,19.72623,38.13336,1.96758,61.63799
CLB,16.41578,5.33339,3.2782,1.97516,1.88,12.59395,22.29232,137.832,20.88968,28.76712,1.93,182.861,11.00633,30.09625,12.59834,12.94761,1.47599,12.18753,18.87811,56.128,54.66321,60.41424,1.64685,152.61612
CXW,10.57181,7.29435,12.28053,1.12602,1.5,10.08441,-12.09399,412.026,23.33767,-19.7861,1.56,515.961,12.19975,-19.04292,10.08441,10.43394,1.05341,5.02227,5.60783,12.23403,12.23403,50.38827,3.57824,101.56523
GLW,22.01215,6.15329,15.61539,2.7507,-0.66,-4.91301,1.96991,2847.0,28.14354,318.5945,1.38,4020.0,-0.80813,318.5945,-4.91301,12.20937,1.90838,3.8114,4.93744,-3.42865,-2.94693,24.53823,1.80119,32.51744
CTRA,15.60605,8.81224,5.47947,1.21412,0.22,5.69051,1691.4556,529.608,30.0194,160.59128,-0.18,1148.292,-12.9392,160.59128,5.69051,-4.7314,1.19469,-0.49758,-0.60255,3.9435,3.9435,37.6166,2.87362,60.29906
COTY,115.30239,7.10598,12.45447,0.94161,-0.66,-5.20895,36.02485,1051.2,13.74064,271.578,0.29,4622.0,10.20761,271.578,-5.51874,2.43666,0.5366,2.0916,2.8697,-8.72774,-7.73096,41.9694,6.78976,76.60045
CUZ,0.0,42.74951,26.33303,1.89006,2.08,42.85194,0.0,0.0,0.0,116.66667,2.08,349.418,52.81541,173.38863,42.13423,42.10349,1.89006,1.7882,1.91699,8.29626,8.23917,27.90029,42.74951,38.69682
