,IQ_ACCT_RECV_1YR_ANN_GROWTH_CS,IQ_AR_TURNS_CS,IQ_BV_SHARE_CS,IQ_CURRENT_RATIO_CS,IQ_DILUT_EPS_EXCL_CS,IQ_EARNING_CO_MARGIN_CS,IQ_EBITDA_1YR_ANN_GROWTH_CS,IQ_EBITDA_CS,IQ_EBITDA_MARGIN_CS,IQ_EPS_1YR_ANN_GROWTH_CS,IQ_EPS_NORM_CS,IQ_GP,IQ_LFCF_MARGIN_CS,IQ_NI_1YR_ANN_GROWTH_CS,IQ_NI_MARGIN_CS,IQ_NI_NORM_MARGIN_CS,IQ_QUICK_RATIO_CS,IQ_RETURN_ASSETS_CS,IQ_RETURN_CAPITAL_CS,IQ_RETURN_COMMON_EQUITY_CS,IQ_RETURN_EQUITY_CS,IQ_TOTAL_DEBT_CAPITAL_CS,IQ_TOTAL_DEBT_EBITDA_CS,IQ_TOTAL_DEBT_EQUITY_CS
AMN,5.80279,5.46833,17.42029,1.26191,1.48,2.95211,15.69625,302.15,12.62264,-38.33333,2.43,791.778,9.15844,-38.00663,2.95211,4.81429,1.19283,6.06638,8.03763,9.08046,9.08046,53.82512,3.16227,116.56799
T,-8.15771,7.38499,22.68801,0.81982,-0.75,-2.22462,-6.56141,55396.0,32.25198,6046.5156,1.04,77399.0,21.50617,6046.5156,-3.01351,4.33354,0.52844,3.11853,4.46476,-2.99282,-2.00486,50.51681,3.3032,102.08882
ATI,-35.08269,6.10273,4.10904,3.16241,-12.43,-52.29872,-52.88027,250.3,8.39341,20.875622,-0.56,292.8,6.59267,20.875622,-52.73465,-2.37551,1.5783,1.2798,2.13314,-120.45037,-110.04022,70.96687,6.26368,244.43405
AXS,6.70436,0.60487,56.25993,8.72254,-1.79,-2.4871,-89.04662,51.395,1.06145,32.69989,-1.71,626.046,-12.34725,32.69989,-2.4871,-2.97582,8.72254,0.08466,0.30663,-2.53133,-2.22191,21.49471,28.21204,27.37994
AZZ,-5.0538,4.9415,24.26059,1.26353,1.84,4.54259,22.43078,157.326,14.81668,-6.12245,2.72,239.228,10.11079,-5.80769,4.54259,6.70921,0.87663,6.19289,7.553,7.79165,7.79165,28.05072,1.57202,38.9868
ABBV,0.0,2432.1787,7.40794,0.84341,2.72,10.09523,40.93372,22369.0,48.85768,-48.48485,7.6,30547.0,37.48417,-41.43618,10.08213,27.67168,0.60364,8.29126,12.49246,188.25449,187.69543,86.92392,3.89213,2432.1787
ABT,18.23042,5.84644,18.50917,1.71672,2.49,12.91898,13.12228,9112.0,26.32917,20.87379,2.65,19605.0,15.80668,21.91484,12.98833,13.5762,1.13899,5.14918,7.00072,13.99988,13.90582,37.60422,2.18284,60.26725
ANF,0.0,111.21645,16.86379,1.55117,0.6,1.24094,-19.79072,242.293,6.6875,-44.44444,0.57,2150.918,0.2916,-47.19953,1.08632,1.01361,0.92453,1.44619,1.97141,3.47117,3.92698,62.26392,7.29458,164.99835
AKR,-16.00756,1.61002,16.7074,0.46631,-0.1,-25.08795,0.0,0.0,0.0,13.221469,0.22,151.657,12.54654,13.221469,-3.32756,7.22468,0.42913,-1.59369,-1.70592,-0.58714,-3.1183,47.57375,13.221469,90.74415
AAMI,-25.74062,5.42879,3.80914,3.78283,3.49,43.91093,-20.31052,251.5,35.00348,42.44898,1.61,255.5,21.98504,28.04824,39.90258,18.20857,3.32197,9.995,16.48303,156.32497,108.27042,56.64336,1.99682,130.64516
ACN,-3.0658,5.56105,26.80762,1.40175,7.89,11.69786,4.51164,7235.362,16.32268,7.20109,8.03,13976.158,12.57151,6.87841,11.52308,11.5268,1.29172,12.17622,22.72094,32.52424,32.08052,16.60979,0.48173,19.91816
AYI,-10.81996,6.26835,54.7295,2.33112,6.27,7.46475,-13.92883,478.9,14.39738,-24.36671,6.76,1402.4,11.8728,-24.84867,7.46475,8.02754,1.71794,7.08648,9.68102,12.27264,12.27264,18.25482,0.99207,22.33138
ADNT,-13.85827,7.14608,12.91882,1.17361,-5.83,-3.83583,-18.46473,393.0,3.10182,45.374012,-0.89,556.0,0.18844,45.374012,-4.31729,-0.6589,0.91542,0.37009,0.6249,-35.73995,-25.45836,74.64653,11.82188,45.374012
ATGE,-44.85044,8.59229,25.26308,2.00231,4.51,23.14988,-21.18986,210.799,20.03791,96.94323,2.3,409.262,5.47902,37.57113,-8.11159,11.73152,1.72585,4.64367,5.71649,18.05962,17.94443,28.23896,2.45158,39.43702
ASIX,17.41977,10.34603,15.84286,1.16188,1.64,3.9793,-11.83418,120.118,10.37363,14.68532,1.64,133.748,-1.84908,11.43977,3.9793,3.97268,0.51021,3.14469,4.70536,10.90579,10.90579,46.79448,3.25187,87.95041
AAP,8.90053,14.72348,53.63861,1.32169,7.14,4.87834,10.35249,1109.996,10.98319,4.38597,8.91,4481.614,6.52458,1.25797,4.87834,6.06101,0.33411,4.65561,7.75474,13.87113,13.87113,49.65033,3.16224,98.61102
WMS,14.67695,9.12516,7.58411,2.7967,-3.21,-11.45874,57.52845,324.025,19.35859,49.098522,0.4,497.542,11.14209,49.098522,-11.54101,1.52515,1.57112,7.29976,8.9223,-42.45349,-29.84663,60.2082,3.66372,151.30809
AER,-0.97765,4.10764,67.97959,0.70313,-2.34,-6.81004,-7.82927,3815.226,88.09707,314.0941,6.26,2524.721,10.50105,314.0941,-6.89416,18.46529,0.70313,3.16131,3.53888,-3.28467,-3.22062,76.32147,7.54647,314.0941
AMG,1.07888,4.83486,63.175,2.06471,4.33,21.06042,-10.58926,822.4,40.56227,1296.7742,5.8,1143.8,30.65906,1187.8981,9.97287,13.3021,2.06471,6.0158,7.25932,7.07339,10.1611,38.46344,3.03162,75.15751
AFL,8.54782,1.87518,48.46387,3.38626,6.67,21.03456,6.30367,5076.0,22.34647,50.56433,4.8,7821.0,12.75699,44.61259,21.03456,15.08153,3.38626,1.98204,8.17015,15.2852,15.2852,19.1018,1.56107,23.61215
A,11.6129,5.42581,15.91454,2.32788,2.3,13.46694,5.10204,1339.0,25.0796,-31.75074,2.75,2837.0,10.85409,-32.86648,13.46694,15.9159,1.68984,6.77446,8.87401,14.94647,14.94647,34.23752,1.8947,52.06239
ADC,41.03253,7.6937,42.06006,0.50615,1.74,37.00074,0.0,0.0,0.0,-9.84456,1.76,216.816,31.38653,14.11071,36.76298,36.70419,0.50615,2.38768,2.46646,4.33721,4.36113,32.8378,24.066032,48.89328
AL,0.0,157.85043,53.33405,0.90764,4.39,26.52105,3.43233,1833.308,94.17904,-13.75246,4.41,1234.748,-29.79734,-12.06855,26.52105,25.75494,0.90764,2.80403,3.1483,8.82828,8.82813,73.12015,9.01013,272.02585
APD,7.01397,6.45997,54.65552,3.5937,8.55,21.96628,3.74926,3323.4,37.52583,7.68262,8.48,2998.2,0.11687,7.19886,21.30348,21.18013,3.21732,6.05967,7.53559,16.43511,16.32636,40.05463,2.50175,66.81856
ALK,0.0,-110.16233,24.05449,0.93315,-10.72,-37.12844,-110.16233,-1284.0,-36.00673,-110.16233,-10.1,-783.0,-23.95541,-110.16233,-37.12844,-34.96481,0.89122,-7.87751,-13.67225,-36.17981,-36.17981,62.84044,-110.16233,169.10977
AIN,0.0,34.786575,25.23239,3.75807,3.05,10.79746,-7.18583,248.535,27.5963,-25.60976,3.21,371.072,8.36632,-25.53588,10.94691,11.52287,2.98504,7.26738,9.07045,13.01721,12.77367,34.59159,1.74458,52.88554
ALB,-13.35393,5.47257,39.94896,1.2244,3.52,14.27383,-19.76931,783.159,25.02978,-29.88048,3.88,996.853,-12.48087,-29.53033,12.00943,13.19437,0.76841,3.39196,4.45606,9.16444,10.43228,45.3698,4.73866,83.04894
AA,-13.73626,18.26155,17.80318,1.63709,-0.91,-0.15077,-32.54512,1084.0,11.67349,115.30464,-1.33,1362.0,4.65755,115.30464,-1.83071,-2.66223,0.7845,1.82683,3.48255,-4.58036,-0.25683,34.19913,2.40498,51.97368
ALEX,-16.34615,6.57801,15.1395,1.54318,0.09,1.91022,0.0,0.0,0.0,10.580649,0.15,70.9,29.13483,10.580649,1.78287,3.45272,1.30796,0.96777,1.08672,0.57627,0.53629,39.01886,10.580649,64.36457
ALX,-11.06176,1.28878,39.79401,5.83758,8.19,19.97295,-16.66214,82.912,39.48585,-30.2385,10.31,110.739,45.27953,-30.18893,19.97295,25.14419,5.83758,3.88216,3.99698,18.36438,18.36438,85.09659,13.99563,20.448399
ARE,11.88427,3.34887,85.78325,1.60296,6.01,35.72929,0.0,0.0,0.0,92.62821,6.51,1363.561,50.25625,112.2889,33.30124,35.46058,1.52542,2.74562,2.93425,7.48812,7.00688,37.03978,85.04283,58.88013
BABA,31.48219,29.26479,39.97703,1.91392,7.9,27.53521,33.59271,19077.781,26.50698,58.95372,4.74,32476.42,21.97407,61.47561,29.28385,17.30181,1.64748,4.93309,6.32592,23.41678,18.35801,14.34235,1.09014,16.91888
ALLE,-2.42571,8.34837,9.093,2.19559,3.39,11.56293,-0.33779,649.1,23.86485,-20.42254,5.14,1178.8,13.72109,-21.777,11.55557,17.44263,1.58773,11.82578,15.43313,39.61432,39.48525,64.66194,2.3471,182.98102
ALSN,-9.88142,8.65281,6.74801,2.02681,2.62,14.36809,-34.06072,695.0,33.39741,-46.63951,2.82,998.0,15.14897,-50.49669,14.36809,15.44834,1.44236,7.65935,10.34105,38.90696,38.90696,77.02128,3.64604,80.2367
ALL,-4.67246,1.97139,92.85881,13.42126,17.31,12.44893,25.61369,8955.0,19.99286,23.37848,20.67,13882.0,12.06939,15.04023,12.44893,14.37961,13.42126,4.30496,14.7524,21.44739,19.83812,21.62218,0.93088,27.58712
ALLY,-9.215,0.08837,39.24211,0.91725,2.88,10.12965,-19.39362,3788.5,35.33719,-33.7931,3.42,6200.0,239.6494,-36.73469,10.12033,11.98257,0.91446,0.95901,3.73316,7.45905,7.45905,62.33091,6.4218,165.46964
MO,-9.86842,144.22836,1.52764,0.78528,2.4,21.37134,7.91895,11611.0,55.7123,1225.8861,4.03,13488.0,35.11288,1225.8861,21.43371,35.92793,0.56085,14.67911,21.23513,98.59839,95.55889,90.85892,2.5382,1225.8861
AMBC,-4.19718,0.04776,23.57615,5.84352,-9.47,-263.25302,-59.23955,-150.0,-90.36145,-59.23955,-9.47,-69.0,-55.72289,-59.23955,-263.25302,-263.2603,5.84352,-0.97965,-1.49865,-34.18068,-32.57548,86.35985,-59.23955,-59.23955
AMCR,-13.32404,7.16482,2.9619,1.14121,0.39,5.00742,0.0,1806.2,14.48727,8.33333,0.51,2536.0,8.07429,42.3059,4.91037,6.54502,0.59354,4.45962,6.4464,12.11346,12.05003,59.14135,3.75617,144.74622
AEE,1.93741,8.55203,35.28622,0.75826,3.5,15.13635,4.99558,2375.0,40.99068,4.47761,3.53,2858.0,-27.48317,5.19324,15.03279,15.0485,0.41514,2.66555,4.20005,10.24887,10.14988,56.04183,4.87411,127.48899
AAT,23.72287,4.80511,21.02391,1.04397,0.46,10.31509,0.0,0.0,0.0,-45.2381,0.46,225.477,34.52138,-39.16788,8.12819,7.97393,1.04397,1.98428,2.08103,2.16937,2.79442,53.40874,18.766949,114.63253
AXL,-2.72259,5.85702,3.27008,1.91668,-4.96,-11.91093,-28.59493,651.0,13.81931,54.327217,0.14,582.7,5.95573,54.327217,-11.91517,0.33612,1.39304,1.90572,2.74702,-83.27275,-82.90485,90.59191,5.52012,54.327217
AEO,34.5294,53.19897,7.47249,1.39398,1.12,4.43936,-15.22535,429.966,9.98015,-23.80952,1.19,1522.301,1.12889,-26.97383,4.43936,4.6877,0.71299,5.9189,7.48688,15.08688,15.08688,56.19646,3.72331,128.29202
AXP,-22.08813,0.29317,28.55155,1.54664,3.77,8.21003,-39.90715,6472.0,16.94906,-52.81602,3.89,19035.0,110.41279,-53.6174,8.21003,8.20073,1.54664,1.58107,3.92314,13.61416,13.61416,66.65022,7.09734,199.85207
AFG,109.78696,0.80776,78.62644,9.42748,8.2,9.23057,-8.20734,1275.0,16.32313,-16.75127,8.74,1180.0,-80.193,-18.39465,9.3714,9.92495,9.42748,0.84902,6.40084,11.21152,11.04304,32.39395,2.55137,47.91575
AMH,0.0,47.66916,18.28085,1.12055,0.28,13.08964,6.6376,260.473,22.02106,-3.44828,0.36,623.057,39.06754,-0.4715,11.86758,9.33187,1.12055,1.6822,1.73115,2.52385,2.47901,30.47132,10.8901,43.82555
AIG,0.0,0.72808,76.46264,45.74833,-6.88,-13.45311,-39.90364,6985.0,16.11006,810.0984,1.86,10698.0,-68.87772,810.0984,-13.70912,3.72922,45.74833,0.32219,1.65502,-9.07627,-8.66549,38.56204,6.03837,62.76582
AWR,12.14095,8.08169,17.3947,1.32506,2.33,17.70123,3.18277,167.38,34.28211,2.19298,2.34,261.391,-3.09613,2.46971,17.70123,17.67546,1.09514,4.75286,7.00363,13.9036,13.9036,47.7562,3.50433,91.41027
AMT,13.89578,12.43852,9.21275,0.79486,3.79,21.03463,6.77029,4808.4,59.79481,-10.61321,4.01,5814.3,31.4534,-10.44602,21.02344,22.12269,0.71569,4.06244,4.62174,36.95745,29.76054,88.47859,7.63493,477.40057
AWK,0.0,192.9597,35.59885,0.66158,3.91,18.77151,2.88889,1852.0,49.03363,13.99417,3.91,2155.0,-20.36007,14.17069,18.77151,18.73736,0.38285,3.48993,4.70631,11.27634,11.27634,63.07569,5.95302,170.8243
COLD,50.91137,7.37813,15.05918,2.07535,0.11,1.23476,0.0,0.0,0.0,-57.69231,0.23,551.248,14.15808,-49.04697,1.23401,2.35079,1.98152,1.62721,1.8106,0.87277,0.87294,45.9806,29.45716,85.11868
AMP,3.21481,1.08581,50.24579,1.17879,12.2,12.80788,-9.35311,2200.0,18.36854,-12.35632,12.54,5816.0,35.18202,-18.96461,12.80788,12.96194,1.17879,0.79317,11.47384,26.4574,26.4574,46.97695,2.36273,88.59724
ABCB,0.0,89.67152,38.06514,1.0359,3.77,22.35288,26.4666,525.298,44.81855,37.09091,4.33,978.94,193.95125,62.28096,22.35288,25.5857,0.96639,1.58322,8.33911,10.24057,10.24057,19.42055,1.21451,24.10113
APH,12.39346,4.66318,4.49791,2.38285,0.9775,14.10994,0.82636,1952.2,22.7029,4.26667,1.0025,2664.1,10.94748,4.19048,13.99481,13.89689,1.60122,8.91152,11.48968,24.27384,24.14984,42.89709,2.09794,75.12243
AMPY,-6.77025,6.31246,-0.89574,0.99956,-12.34,-229.55418,-97.400406,-405.444,-200.57187,-97.400406,-12.25,60.886,-130.06891,-97.400406,-229.55418,-227.93008,0.7257,-49.63349,-65.74613,-231.7427,-231.7427,114.71285,-97.400406,-97.400406
AU,19.14894,85.96117,8.86325,2.43379,2.25,21.77547,71.33278,2044.0,46.17122,158.6207,2.2,1768.0,23.62774,194.80675,21.52699,20.82392,1.61105,12.6247,17.14312,29.86583,30.04988,35.78297,1.01957,55.72193
NLY,232.05342,284.43314,35.67839,0.05687,-2.92,-30.21859,0.0,0.0,0.0,-9.732716,-2.92,-696.0,-23.41823,-9.732716,-30.26584,-35.07278,0.05687,1.46153,1.49382,-6.78161,-5.96799,83.67671,-9.732716,-9.732716
AM,-27.02887,10.3086,5.07362,0.99921,-0.26,-13.60324,40.94917,683.12,75.84163,82.8668,0.88,806.005,14.75892,82.8668,-13.60324,46.72763,0.98348,6.03414,6.21613,-4.4061,-4.4061,56.11026,4.52574,127.84369
AR,-7.26214,7.40492,21.46746,0.58404,-4.65,-36.09736,-88.23646,150.252,4.30312,81.69876,-3.37,1689.613,-4.08677,81.69876,-36.31175,-26.29377,0.46159,-4.1396,-4.63375,-19.90662,-19.30035,47.97607,37.37988,92.21925
HOUS,62.02532,60.10628,15.26975,0.92098,-3.13,-5.72255,8.59232,594.0,9.5483,168.86723,1.96,2694.0,11.81884,168.86723,-5.78685,3.62951,0.77073,3.52283,4.30889,-18.67704,-18.43127,68.84147,6.57239,220.93945
AON,-1.34961,3.58007,15.49889,1.07176,8.45,18.227,4.64824,3332.0,30.11025,32.65306,9.03,5174.0,21.30512,28.5248,17.79324,18.92334,0.24993,5.93109,14.87707,57.29258,57.36633,71.35433,2.67857,249.09294
AIV,89.53172,5.93349,3.35341,23.180513,-0.03,-3.20709,0.0,0.0,0.0,23.180513,-0.03,90.745,0.0,23.180513,-2.80141,-2.47691,23.180513,0.20384,0.69959,-0.44211,-0.45694,65.7732,23.180513,193.63396
ARI,1.86831,0.06661,16.29954,13.08378,0.01,4.28196,-41.44308,236.974,55.21643,-99.28571,0.01,113.697,-21.04035,-92.01604,4.28196,0.34486,13.08378,2.1421,2.18093,0.75003,0.75,66.72873,19.21631,200.55965
APO,12.00791,5.31923,3.82353,1.82874,0.44,19.83,-32.93529,952.162,40.44836,-88.14016,0.53,2221.0,36.98643,-81.42608,6.65305,5.12279,1.80053,3.62192,4.21712,14.41381,10.00209,69.89965,15.35518,265.19
APLE,0.0,10.338897,13.57161,0.36004,-0.77,-28.77771,0.0,0.0,0.0,10.338897,-0.77,182.366,18.96897,10.338897,-28.77771,-28.59859,0.36004,-1.44408,-1.47247,-5.48092,-5.48092,36.13743,10.338897,56.58625
AIT,-16.62156,6.43816,21.79132,2.72193,0.62,0.74075,-11.54363,291.73,8.98833,-83.15217,3.85,937.736,8.12041,-83.30336,0.74075,4.58562,1.7062,6.20175,7.67896,2.76253,2.76253,54.95074,3.52705,121.97923
ATR,1.40236,5.06191,28.47234,1.75438,3.21,7.30847,1.71619,600.274,20.49178,-12.29508,3.86,1085.819,9.99868,-11.62748,7.30677,8.48838,1.13791,6.28915,8.00354,12.50853,12.50878,40.19433,2.07219,67.20824
APTV,9.45893,4.85635,29.27507,1.84503,6.66,13.94459,-26.01588,1584.0,12.12307,72.98701,1.79,1950.0,9.39079,82.22222,13.80683,3.60891,1.45057,3.30848,4.78994,30.77448,30.08835,35.71939,2.84154,55.5679
ARMK,-20.79499,7.92396,10.81239,1.99186,-1.83,-3.59666,-72.97392,365.581,2.84952,77.71071,-1.07,1277.391,-2.72423,77.71071,-3.59739,-2.10028,1.73124,-0.72294,-0.94832,-15.24195,-15.18893,77.92247,26.51095,77.71071
ADM,7.21012,16.71124,35.97122,1.50072,3.15,2.76902,-0.15021,2659.0,4.13177,29.09836,3.63,4453.0,0.01437,28.49891,2.75348,3.16437,0.62914,2.24481,3.48829,9.03897,9.05051,35.48429,4.15683,55.20428
AROC,-27.91565,7.0197,6.11627,1.62958,-0.46,-7.82255,0.29552,392.677,44.87891,53.476254,0.11,497.777,20.31068,53.476254,-7.82255,1.89619,0.94476,4.23492,4.45992,-6.77164,-6.77164,64.62806,4.35308,182.70998
ARCO,-10.05575,21.33339,0.93967,0.82533,-0.71971,-7.52871,-74.51661,70.906,3.5735,5.4159546,-0.69013,115.435,-2.98625,5.4159546,-7.53198,-7.24681,0.55651,-1.44145,-1.85136,-48.31255,-48.22154,88.90064,22.36785,5.4159546
ASC,-40.80378,9.18995,9.65242,1.63025,-0.18,-2.74746,6.92761,56.986,25.8959,15.106159,-0.18,68.691,10.96211,15.106159,-2.74746,-2.71908,1.21102,1.52514,1.57037,-1.87069,-1.87069,56.12144,7.18973,127.90173
ARGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANET,-2.78576,5.62864,2.72427,4.99451,0.49938,27.38096,-9.58612,757.803,32.69899,-24.83537,0.53125,1481.886,22.44884,-26.20289,27.38096,27.86885,4.26791,9.99552,13.92865,20.42025,20.42025,2.64392,0.11899,2.71573
AHH,-7.65322,1.91389,5.96066,1.30877,0.38,9.16017,0.0,0.0,0.0,-7.31707,0.38,116.482,23.04155,20.2938,7.22523,5.39925,1.30805,2.08021,2.24698,8.3597,5.23406,57.48924,16.892515,135.23457
AWI,-7.24095,12.13601,9.41061,1.80963,-1.76,-8.97641,-16.95134,257.7,27.5056,38.447327,3.82,333.2,16.21038,38.447327,-10.57744,19.53015,1.26233,6.87699,9.96009,-20.6178,-20.6178,62.63053,2.93248,167.59814
ARW,8.51919,3.24212,67.99993,1.44049,7.43,2.04533,-3.91008,1102.284,3.84428,205.48708,7.68,3191.13,3.65999,205.48708,2.03826,2.08897,1.04907,3.41217,7.18724,11.80535,11.71131,33.44926,2.34779,50.2613
AJG,18.76292,1.18152,31.9451,1.0976,4.2,12.25227,25.36695,1725.3,24.63447,19.31818,4.87,2433.2,26.29041,22.42823,11.69113,13.28097,1.07648,3.61779,7.08255,14.43875,14.991,44.28623,2.87156,79.48883
APAM,22.01104,9.89862,2.85632,2.13413,3.4,34.29461,25.36884,365.82,40.66623,28.30189,3.42,464.269,34.93907,35.82626,23.63548,21.1511,2.06053,21.52847,42.4132,135.8293,132.28947,50.62072,0.79808,152.82242
AORT,-13.17718,5.12066,8.44869,3.87956,-0.44,-6.58777,-3.31365,37.173,14.67971,16.29875,-0.2,167.784,6.37921,16.29875,-6.58777,-2.99028,1.83089,1.47494,1.74829,-5.43026,-5.43026,49.12249,8.53776,96.55049
ABG,-2.15969,23.5918,46.95359,1.14901,13.18,3.56712,19.96749,442.8,6.20881,38.01047,15.4,1223.4,6.00182,37.96095,3.56712,4.14594,0.27693,7.67161,8.72706,32.78773,32.78773,72.25542,5.32566,260.4307
AHT,-36.58944,13.14365,-440.89462,0.07522,-3300.0,-124.53674,0.0,0.0,0.0,-432.1224,-3693.0,-52.301,-17.12107,-432.1224,-106.96493,-114.43708,0.0685,-6.36574,-6.69392,-432.1224,-432.1224,107.41392,-432.1224,-432.1224
ASH,-2.079,4.88656,49.77049,1.90283,-8.1,-21.1092,-5.43689,487.0,20.93723,55.077084,2.49,599.0,11.57567,55.077084,-21.84007,6.5301,1.17466,2.1146,2.90783,-14.86302,-14.86302,39.71406,4.10678,65.87615
ASPN,-51.33007,4.18222,2.43879,3.38357,-0.83,-21.74962,-9.862242,-11.371,-11.34004,-9.862242,-0.83,14.594,-5.31312,-9.862242,-21.74962,-21.83413,2.31163,-13.4185,-18.77446,-34.38766,-34.38766,10.91212,-9.862242,12.24872
ASB,0.0,89.44204,24.34168,0.92146,1.86,21.61201,-7.94408,577.638,40.69458,-2.6178,2.07,1120.712,115.75229,-6.12595,21.61201,22.31294,0.91616,0.93877,4.19432,8.28794,7.65678,37.65592,4.27764,60.40016
AC,-4.50018,0.57915,40.35818,16.05995,0.87,108.03877,9.110319,-12.417,-65.41116,-50.0,0.87,-0.453,9.110319,-51.9853,99.12027,102.5182,1.45619,-0.71318,-0.74574,2.16646,1.995,1.56077,9.110319,1.94933
AIZ,0.32762,0.83804,102.61696,2.40346,6.99,4.38543,-17.00446,1785.4,17.68633,19.69178,8.68,874.3,6.73144,15.47308,4.37651,5.16898,2.40346,1.13769,5.73174,7.61829,7.60856,28.129,1.30537,39.13817
AGO,14.6365,0.48497,85.66418,116.75758,4.19,34.04255,-17.43119,450.0,41.62812,4.75,3.93,804.0,-2.40518,-9.95025,33.48751,31.08372,116.75758,1.84171,3.39983,5.45099,5.51022,16.68738,2.98444,20.09276
ATKR,-5.42598,5.75435,7.98216,3.0006,3.1,8.62695,5.76664,318.31,18.03026,9.54064,3.23,491.314,11.47439,9.5296,8.62695,8.64757,2.10998,10.1752,13.25028,49.82514,49.82514,69.03545,2.65045,222.94998
AUB,0.0,55.955307,34.4005,0.89921,1.93,20.19399,-15.2156,347.817,44.39046,-19.91701,2.23,599.643,165.84799,-18.24026,20.19399,22.44373,0.89302,1.02413,4.93915,6.06073,6.06053,25.15356,2.61701,33.60688
ATO,-0.76207,13.32992,53.94896,0.60232,4.89,21.31917,10.23398,1253.927,44.44758,12.41379,4.72,1532.682,-36.55214,17.60578,21.31917,20.54347,0.32132,3.58595,4.83524,9.5913,9.5913,41.25223,3.80304,70.21924
AN,-9.6667,23.72448,38.75833,0.99683,4.3,1.87249,19.95914,1174.4,5.75969,-13.65462,8.15,3584.0,7.24865,-15.2,1.87151,3.5294,0.34581,5.99227,6.9519,11.93535,11.93535,61.58175,4.41638,160.29298
ALV,12.05124,4.32548,27.57661,1.35657,2.14,2.5284,-24.67161,843.0,11.31939,-59.54631,3.0,1246.0,7.50195,-59.50163,2.5096,3.51666,0.9673,3.95398,6.31358,8.27339,8.28512,51.29545,3.02728,105.31963
