,IQ_ACCT_RECV_1YR_ANN_GROWTH_CS,IQ_AR_TURNS_CS,IQ_BV_SHARE_CS,IQ_CURRENT_RATIO_CS,IQ_DILUT_EPS_EXCL_CS,IQ_EARNING_CO_MARGIN_CS,IQ_EBITDA_1YR_ANN_GROWTH_CS,IQ_EBITDA_CS,IQ_EBITDA_MARGIN_CS,IQ_EPS_1YR_ANN_GROWTH_CS,IQ_EPS_NORM_CS,IQ_GP,IQ_LFCF_MARGIN_CS,IQ_NI_1YR_ANN_GROWTH_CS,IQ_NI_MARGIN_CS,IQ_NI_NORM_MARGIN_CS,IQ_QUICK_RATIO_CS,IQ_RETURN_ASSETS_CS,IQ_RETURN_CAPITAL_CS,IQ_RETURN_COMMON_EQUITY_CS,IQ_RETURN_EQUITY_CS,IQ_TOTAL_DEBT_CAPITAL_CS,IQ_TOTAL_DEBT_EBITDA_CS,IQ_TOTAL_DEBT_EQUITY_CS
AMN,6.25939,5.29044,13.69959,1.56919,2.91,6.63559,4.46264,257.163,12.03905,8.58209,3.17,696.383,8.67558,6.92753,6.63559,7.03,1.48729,9.82669,13.75699,23.59367,23.59367,40.81217,1.71334,68.95366
T,67.75209,7.72209,25.28129,0.79831,2.85,11.68174,14.61275,56574.0,33.12198,-40.12605,3.01,91337.0,10.54353,-34.2275,11.34042,11.94449,0.53457,3.60465,5.19844,11.92183,11.88064,47.65395,3.1199,91.03639
ATI,6.18008,7.19844,15.0035,2.68455,1.61,5.84936,48.27891,504.0,12.4549,64.20694,1.71,630.3,5.81816,64.20694,5.49597,5.29066,1.16083,4.23521,6.54186,12.27001,12.34066,43.63981,3.05972,77.43021
AXS,6.46736,0.73729,50.9065,5.6449,0.0,0.84514,57.347515,305.292,5.9974,57.347515,0.71,758.952,5.68312,57.347515,0.84514,1.16466,5.6449,0.30999,1.15786,0.97539,0.82961,21.06017,4.39566,26.67877
AZZ,2.17953,5.78965,21.77291,2.49853,1.73,5.57346,-36.97302,98.774,12.18785,-25.75107,1.02,171.143,2.25664,-25.85644,5.57346,3.26856,1.23229,3.00641,3.61752,8.25124,8.25124,34.74145,3.0463,53.23663
ABBV,0.0,1986.723,-5.7113,0.98295,3.66,17.3633,17.43758,14345.0,43.79752,10.90909,6.84,25035.0,39.15061,7.11999,17.3633,32.1816,0.80823,12.08333,21.15594,1986.723,1986.723,126.5064,2.81004,1986.723
ABT,-1.27643,5.86291,17.38646,1.62361,1.31,7.63294,7.76685,7562.0,24.7302,555.0,1.77,17882.0,16.74488,396.43607,7.74413,10.17614,1.02841,3.73371,4.89891,7.60001,7.55095,38.90789,2.58741,63.68726
ANF,0.0,114.357155,18.21804,2.49148,0.1,0.30134,48.40014,264.731,7.57957,66.66667,0.54,2083.842,4.6909,79.32255,0.20311,1.05738,1.48811,1.89827,2.81698,0.57076,0.84048,19.34165,1.13451,23.97972
AAMI,-23.61978,5.0528,0.98231,2.05141,1.26,14.02715,6.6198,182.0,19.60784,3050.0,0.79,298.0,13.19759,3147.6191,14.69511,9.14364,1.73885,6.60422,17.09375,152.54617,74.95682,69.16477,2.17033,294.33682
ACN,8.87565,5.78564,16.21929,1.33825,6.34,10.1304,13.79511,6434.699,15.46675,16.54412,6.87,12493.364,9.05602,17.84416,9.75859,10.37767,1.23732,15.48889,35.64241,42.04083,41.24921,0.23269,0.00389,0.23323
AYI,11.2681,6.07678,42.92966,1.77399,8.52,9.49974,-9.71466,547.4,14.8746,14.67026,7.83,1485.4,7.41964,8.67268,9.49974,8.70213,1.12348,9.91568,14.25441,20.67171,20.67171,17.20679,0.65181,20.78285
ADNT,-5.98022,8.08297,25.61138,1.02791,-18.06,-9.18057,-35.03521,738.0,4.23189,79.70681,4.37,950.0,0.6236,79.70681,-9.66225,2.33798,0.7438,1.50859,2.54513,-50.51716,-43.36403,55.37617,4.6477,126.24218
ATGE,-15.36438,7.69295,25.36667,1.88091,1.83,9.29516,-11.14795,277.939,22.57444,-4.18848,2.98,512.092,6.84752,-72.38455,2.74275,14.87615,1.6482,6.03979,7.76946,7.14576,7.14438,16.08993,1.05445,19.29018
ASIX,-15.24427,8.82471,14.32401,1.09251,2.14,4.34391,-10.41128,178.992,11.7373,-54.66102,2.99,171.587,4.18175,-54.84359,4.34391,5.91575,0.59733,7.74995,12.79174,16.63037,16.63037,32.3137,1.12112,47.74039
AAP,2.64025,15.96566,49.00377,1.56524,5.73,4.42403,4.99404,954.442,9.96228,-10.74766,6.77,4219.413,6.07451,-10.86382,4.42403,5.20991,0.39154,5.08007,9.82903,12.16901,12.16901,22.75372,1.09586,29.45607
WMS,-0.84902,8.31612,5.44649,2.07217,0.99,4.87028,2.0746,184.114,13.83947,98.0,1.04,302.481,5.3811,88.18513,4.66094,4.35402,0.85674,6.63105,8.69921,23.38568,16.52343,46.67553,2.06241,89.27441
AER,-2.42164,4.30775,61.87523,0.40113,6.83,22.35455,-1.0834,3807.769,83.65722,6.22084,7.0,2674.419,-80.63558,-5.62365,22.31358,22.32461,0.39664,3.10978,3.51376,11.66873,11.61564,76.86629,7.74931,293.24472
AMG,-7.6533,5.70086,66.48846,1.3157,4.52,22.38059,2.16182,973.5,40.93088,-62.42727,4.56,1391.2,29.7306,-64.67005,10.24218,10.27649,1.3157,6.18381,7.45106,6.69268,10.27705,26.91301,1.8794,44.24775
AFL,80.77623,3.13434,31.06373,2.47339,3.77,13.41419,-1.31938,4338.0,19.92834,-34.66205,3.89,7193.0,3.81064,-36.57689,13.41419,13.75274,2.47339,1.93158,9.06946,12.15148,12.15148,19.7606,1.33195,24.62706
A,7.18232,6.552,14.37452,3.28608,0.97,6.43061,9.68037,1201.0,24.44037,-53.80952,2.77,2680.0,13.90415,-53.80117,6.43061,18.09463,2.58155,7.2862,9.35419,6.72484,6.71912,28.24176,1.49792,39.35682
AL,0.0,132.18509,43.32492,0.29804,4.6,31.31652,13.19379,1516.353,92.95936,-32.55132,4.88,1097.717,-110.75166,-32.44282,31.31652,31.32749,0.29804,3.42551,3.871,11.43531,11.43531,70.59246,7.60964,240.04878
APD,2.82794,7.50059,49.46109,2.17346,6.59,16.6928,13.27476,2862.0,32.04855,27.71318,7.5,2740.7,6.39529,-50.07999,16.7723,18.41784,1.88782,6.27997,8.11377,13.90012,13.95669,25.43616,1.33215,34.11326
ALK,0.0,144.0503,30.44791,0.60741,3.52,5.288,-32.97143,1173.0,14.1941,-57.84431,4.39,2089.0,-0.74419,-57.73694,5.288,6.54622,0.54453,4.47418,7.97719,11.697,11.697,35.92415,1.79284,56.06505
AIN,0.0,51.110935,18.75811,3.13275,2.57,8.44995,28.29557,231.213,23.53363,149.51456,2.84,349.749,8.31177,150.34279,8.43692,9.32292,2.54082,6.88051,8.6043,14.1089,14.05559,46.32244,2.27034,86.29759
ALB,13.36001,5.92077,33.94676,1.68904,6.34,21.90074,7.74139,940.425,27.86486,1193.8776,5.16,1234.756,-2.146,1164.4703,20.55029,16.57753,1.05919,6.03073,8.31574,19.10673,19.51058,31.20627,1.81323,45.36209
AA,2.34279,16.33516,29.16599,1.41624,1.2,6.49855,32.34153,3069.0,22.89786,3.44828,3.87,3353.0,9.62378,4.6083,1.69365,5.37726,0.72593,8.74644,16.78354,4.58031,12.27452,19.59548,0.58716,24.37111
ALEX,29.38689,11.82304,16.70278,1.39645,-1.01,-10.7889,0.0,0.0,0.0,14.868705,1.47,257.9,-98.74688,14.868705,-11.22544,16.18054,0.75734,4.28036,5.8074,-7.72309,-7.38015,39.0162,14.868705,64.39626
ARE,21.35809,3.06225,65.55714,1.35406,3.52,26.70682,0.0,0.0,0.0,122.78481,3.54,953.881,52.4179,124.32153,25.14993,24.17814,1.33162,2.60034,2.80608,5.76773,5.60295,40.96514,67.66921,69.48637
ALLE,9.54147,8.79067,6.87892,1.78879,4.54,15.93879,9.11334,619.0,22.65988,59.29825,4.48,1175.0,12.54393,59.12916,15.92049,15.58004,1.21141,12.52989,16.8431,82.63348,82.18971,68.83934,2.33409,220.91743
ALSN,26.24434,10.852,5.21976,1.70188,4.78,23.55326,26.27315,1091.0,40.21379,42.26191,4.83,1422.0,20.15297,26.78571,23.55326,23.67822,1.23474,13.72601,18.0575,94.80712,94.80712,79.28976,2.31256,134.66673
ALL,3.85956,1.72513,58.39552,11.08843,5.96,5.72096,-24.89123,3280.0,8.33249,-28.70813,6.57,9188.0,2.13329,-29.38225,5.72096,5.80491,11.08843,1.59901,6.34,11.2076,10.26834,23.23596,1.96677,30.26933
ALLY,5.7967,0.08312,32.76859,1.07451,2.95,12.12092,-0.49741,4601.0,44.15547,45.3202,2.97,5912.0,42.61037,35.95264,12.12092,12.11843,1.07202,1.25644,3.18309,9.43876,9.43876,80.32855,11.7757,473.0017
MO,0.0,138.2183,7.89036,0.20285,3.68,35.49702,-0.50383,9874.0,50.30825,-30.6968,4.03,12176.0,36.69817,-31.88222,35.47664,38.74566,0.08017,12.20027,17.25489,46.16762,46.0689,63.45443,2.60745,174.08885
AMBC,-60.42567,0.05874,35.11552,11.1147,3.99,53.56046,91.973656,611.355,122.45542,91.973656,3.97,730.0,91.973656,91.973656,53.56046,36.31349,11.1147,1.66543,2.55487,17.98762,16.31275,83.38723,13.40878,91.973656
AMCR,-7.26703,8.6653,3.53153,0.69958,2.49,7.89132,-0.9496,1324.7,14.21489,22.05882,2.47,1856.8,1.77016,21.27303,7.76899,7.66715,0.38888,6.67057,10.90903,78.54198,74.20787,80.46924,3.39171,153.4071
AEE,-1.30208,8.24509,31.21063,0.57053,3.32,13.05039,-1.7842,2312.0,36.75091,55.14019,3.4,2795.0,-10.72167,55.83174,12.95502,13.17628,0.32229,3.19084,5.21057,11.00236,10.87489,53.75692,3.9083,116.24855
AAT,0.53642,6.76097,16.96371,0.46308,0.42,8.21552,0.0,0.0,0.0,-32.25807,0.42,211.52,41.14107,-31.79276,6.03947,5.95564,0.46308,2.23674,2.33944,2.4436,3.30399,61.66374,20.334143,160.84969
AXL,-6.69949,7.26169,13.28469,1.49602,-0.51,-0.78125,6.27191,1121.7,15.42831,120.38779,3.55,1140.4,4.50629,120.38779,-0.79088,5.44922,1.07068,5.32124,7.57755,-3.80807,-3.75376,71.92853,3.3952,256.2336
AEO,-19.4516,56.42974,7.03146,1.99606,1.13,5.37901,-6.01933,478.637,12.61048,-2.58621,1.14,1372.174,4.55742,-3.90023,5.37901,5.3444,1.0138,10.94469,16.06848,16.65712,16.65712,0.0,0.0,0.0
AXP,8.51939,0.32476,26.31641,1.71325,7.91,15.99085,6.67498,10260.0,23.70555,166.32997,7.33,25513.0,-11.84613,152.96053,15.99085,14.49708,1.69879,3.03135,6.95669,34.16344,34.16344,73.40508,5.99639,276.01166
AFG,0.01717,1.19993,55.66008,7.57923,5.85,7.39734,-16.03053,770.0,11.01731,10.79546,5.95,1112.0,1.62756,11.57895,7.58335,7.57691,7.57923,0.564,4.70557,10.29126,10.03299,32.53731,3.11429,48.23009
AIG,0.0,899.71875,65.03625,33.36302,0.04,0.21657,18.69524,7587.0,15.95248,899.71875,0.56,11038.0,-12.16253,899.71875,-0.01262,1.05784,33.36302,0.28085,1.43955,0.05924,0.16746,39.83244,5.00066,66.20252
AWR,31.62283,7.17916,15.18644,0.89687,1.72,14.62195,-10.43546,141.323,32.35298,-8.51064,1.73,226.673,1.40108,-7.92308,14.62195,14.54802,0.70337,4.32198,6.68929,11.73918,11.73918,42.75399,2.95003,74.68467
AMT,-5.8568,11.77921,12.09835,0.50856,2.77,17.79663,7.88225,4023.9,56.62361,3.74532,3.19,5262.3,34.32997,-0.20179,17.3984,19.73352,0.4214,4.22916,4.98144,21.35849,17.02302,75.39793,5.25856,417.24643
AWK,0.0,177.02258,32.45445,0.37297,3.15,16.42442,-1.75029,1684.0,48.95349,32.35294,3.3,1961.0,-16.36628,33.09859,16.48256,17.26744,0.30802,3.73619,5.16132,10.0809,10.04534,59.48877,5.11342,146.84515
AMP,3.79288,1.34985,40.98848,1.38616,14.2,16.25097,9.39247,2935.0,22.73431,50.42373,14.55,6663.0,19.68435,41.75676,16.25097,16.40961,1.38616,1.21142,15.89579,36.21612,36.21612,46.26406,1.63918,86.0952
ABCB,0.0,53.04553,30.65994,0.96172,2.8,22.76065,25.72914,266.713,50.15873,41.41414,3.21,439.637,153.8451,64.55512,22.76065,26.044,0.94848,1.60098,10.6955,10.70644,10.70644,15.21489,0.97987,17.94524
APH,13.67447,4.80239,3.36432,1.86497,0.9625,14.83663,20.36656,1989.9,24.26116,86.8932,0.995,2654.9,9.41066,85.24212,14.69154,14.61566,1.26827,10.57046,13.92329,30.09942,30.01875,46.76813,1.79441,87.85739
AMPY,0.0,23.04967,18.7791,2.09443,2.09,16.05467,28.65511,136.175,40.03452,30.892004,2.31,202.508,20.06294,30.892004,16.05467,16.95026,1.57767,5.56701,6.59663,13.47554,13.47554,41.37593,2.15899,70.57841
AU,22.22222,131.43333,6.42489,1.54729,0.32,3.80421,1.57553,1096.0,27.79609,100.461136,0.54,756.0,11.31118,100.461136,3.37307,5.71255,0.67213,3.98572,5.6865,5.0047,5.55761,43.21248,1.87044,76.09503
NLY,8906.737,34.13772,37.55303,0.05733,-0.24,2.82751,0.0,0.0,0.0,443.36868,-0.24,380.237,-41.96039,-96.53365,2.84109,-3.7898,0.05733,0.9526,0.97412,0.42708,0.37357,86.32991,443.36868,443.36868
AM,0.0,228.15619,0.16572,0.1727,0.33,228.15619,228.15619,-43.851,228.15619,1000.0,0.33,0.0,0.0,2764.86,228.15619,0.0,0.16754,-70.76029,-117.95767,286.67715,286.67715,0.0,228.15619,0.0
AR,56.97664,9.61677,24.84108,0.94502,-1.26,-1.10399,-8.23028,1606.284,38.80264,165.37784,-1.26,1845.099,-15.93408,165.37784,-9.60273,-9.61936,0.61614,0.33122,0.36899,-5.02709,-0.5264,39.17777,3.40356,64.41358
HOUS,-4.57516,40.66221,20.16228,0.50295,1.09,2.30301,-9.30233,663.0,10.9064,-64.95177,1.54,2797.0,4.24001,-68.21346,2.25366,3.14131,0.40275,3.99945,4.77239,5.55894,5.67146,62.01182,5.69985,163.23975
AON,11.38015,4.11226,17.28863,1.08093,4.29,10.21356,14.61754,2862.0,26.57382,180.39217,6.96,4668.0,12.69731,-7.50408,10.52925,15.84579,0.27835,5.4323,13.53371,24.27296,24.8111,59.67696,2.18169,147.99716
AIV,0.0,35.35229,13.47959,0.76074,5.37545,72.87557,0.0,0.0,0.0,114.79592,5.38822,79.551,31.1015,110.98222,67.75254,66.89093,0.76074,2.30937,2.40386,42.8089,39.56704,68.60699,43.124207,231.0938
APO,-81.96931,0.86765,4.08133,1.16271,-0.3,1.76119,-81.03835,252.463,23.0968,66.54532,-0.34,1033.691,165.03941,66.54532,-0.94926,-6.21939,1.03542,2.29472,3.00017,-1.02707,0.71971,47.47275,8.77716,90.37739
ATR,14.70576,5.04558,22.6104,1.93103,3.0,7.04459,12.74878,545.615,19.73462,-12.02346,4.07,951.8,5.4399,-11.49162,7.04383,9.19134,1.24165,7.1726,8.84736,14.24463,14.24291,47.5504,2.36424,90.65924
APTV,1.92623,5.85955,13.30431,1.29318,4.02,7.66886,7.98661,2258.0,15.64254,5.51181,5.03,2733.0,3.56339,-21.25461,7.39176,9.21359,0.9104,8.17477,12.85077,31.57739,30.80562,54.20514,1.92383,118.36512
ARMK,10.7946,9.2705,12.27814,1.16516,2.24,3.60008,11.85947,1300.014,8.23334,50.33557,1.95,1791.722,2.01503,51.87218,3.59657,3.03524,0.80837,4.64037,6.36698,20.69318,20.63861,70.44186,5.57224,239.11026
ADM,5.93392,21.06778,33.95528,1.7483,3.19,2.82091,21.50185,2961.0,4.60204,14.33692,3.51,4181.0,1.29292,13.47962,2.81314,3.07679,0.87916,3.12516,4.73725,9.70666,9.7007,30.57631,2.83283,44.15667
AROC,30.47983,6.91995,6.50336,1.69957,0.19,3.22409,23.06927,327.811,36.2446,-26.92308,0.19,440.074,-10.93392,11.1328,2.32884,2.29622,1.12017,3.85204,4.22396,2.60258,3.69771,64.50665,4.6658,181.7429
ARCO,-24.07148,32.55255,1.86014,0.94172,0.17513,1.20176,-4.39093,290.403,9.42386,-70.4918,0.17513,352.92,-1.83292,-71.47314,1.19572,1.22161,0.62216,6.82344,10.71769,8.29857,8.33231,61.6212,2.17152,160.56055
ASC,0.7152,7.68128,10.47145,1.44919,-1.31,-20.42973,-36.20592,29.159,13.87341,8.84791,-1.25,41.38182,3.04033,8.84791,-20.42973,-19.52978,1.12725,-0.71112,-0.73013,-11.8036,-11.8036,57.65015,16.18022,136.12833
ARGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANET,36.69839,7.34928,1.77039,4.47615,0.25375,15.25145,45.32981,712.802,33.13248,-24.11215,0.53125,1373.377,25.23586,-22.46828,15.25145,29.53352,3.78277,15.47248,22.08846,17.24514,17.24514,1.73043,0.05295,1.7609
AWI,12.31527,15.08585,5.35158,1.36997,3.63,19.44017,3.25694,256.8,26.33036,-11.02941,3.91,347.6,44.59013,20.09044,19.0608,20.56629,0.74122,6.38844,10.184,55.72373,55.72373,75.83719,3.19237,43.311264
ARW,9.47696,3.46761,62.50649,1.54808,8.1,2.43144,17.04016,1397.861,4.71029,80.80357,8.24,3700.912,0.75286,78.1748,2.41332,2.42884,1.07558,4.4218,8.82907,13.93846,13.90773,39.33057,2.49336,64.82766
AJG,125.17615,1.97408,24.45466,1.05525,3.4,9.76198,9.41271,1088.0,15.71391,33.85827,3.83,1868.9,5.41971,36.79551,9.1496,10.10853,1.02928,2.90612,5.48844,14.72554,15.47638,44.13638,3.31838,79.00738
APAM,0.0,24.48287,2.49331,3.07311,2.84,30.67575,6.47943,310.609,37.48442,278.66666,2.84,415.469,45.30665,219.17781,19.10479,16.74659,2.95572,23.21176,51.23977,129.50247,147.15094,53.2689,0.64163,141.86081
AHT,-16.26183,35.29906,4476.256,0.62782,-1750.0,-10.89104,0.0,0.0,0.0,73.311806,-1700.0,393.986,14.19176,73.311806,-8.84653,-11.52304,0.59875,1.24071,1.30328,-23.41386,-24.36397,88.0333,73.311806,73.311806
ASH,11.27451,5.78964,54.93548,1.59256,1.66,2.80524,15.68266,627.0,16.75127,567.53033,2.87,863.0,8.1619,11300.0,3.04569,4.83062,0.93488,2.43035,3.37171,3.0828,3.0828,42.61163,4.03349,74.25132
ASPN,-4.4799,3.98865,2.93043,1.61497,-1.45,-33.00083,-10.551703,-15.773,-15.11388,-10.551703,-1.14,12.669,-1.26628,-10.551703,-33.00083,-25.93158,1.25258,-14.89872,-18.53423,-40.23435,-40.23435,5.61698,-10.551703,5.95126
ASB,0.0,103.096,21.43136,0.86651,1.89,22.09452,20.94088,670.108,44.38669,33.09859,2.06,1234.6,21.8424,45.49253,22.09452,22.83431,0.86316,1.17747,4.83464,10.10536,9.50545,54.49069,6.75571,119.73526
AC,-29.04234,0.65605,38.35501,27.02133,-2.52,-251.91185,-42.325947,-13.459,-59.08512,-42.325947,-2.52,-3.828,-42.325947,-42.325947,-255.0551,-255.21928,14.6388,-0.8591,-0.88884,-6.5119,-6.1032,1.03433,-42.325947,1.10523
AIZ,-0.75502,0.69844,82.52597,2.45214,3.98,3.13614,136.38098,1486.6,18.45676,-57.61448,5.84,767.7,-2.33115,-51.69361,3.11627,4.29526,2.45214,0.93323,4.74641,5.35198,5.36568,39.29121,2.2351,64.72078
AGO,-6.69701,0.71847,63.22765,107.66667,4.68,48.78277,-25.17695,740.0,69.28839,-21.47651,4.94,992.0,46.23127,-28.63014,48.78277,50.88015,107.66667,3.29933,5.81067,7.7796,7.7796,15.83205,1.66622,18.81007
ATKR,18.14398,7.49688,2.59259,2.37267,2.48,7.44603,7.33224,242.324,13.20467,95.27559,2.03,438.084,5.82716,61.44449,7.44603,5.72903,1.43653,8.63645,11.16984,56.58998,56.58998,88.10696,3.73156,49.803944
AUB,0.0,63.150677,29.17048,0.89732,2.27,24.37156,59.7305,300.493,49.01503,35.92814,2.52,517.196,106.32074,100.55127,23.8553,27.07139,0.89671,1.48481,5.76306,10.0584,10.0584,47.71381,5.84466,91.25508
ATO,3.86839,15.48586,42.86672,0.25004,5.43,19.35661,3.55523,1084.217,34.80022,50.83333,4.0,1352.903,-14.596,52.12716,19.35661,14.25265,0.13945,3.99539,5.71093,13.91373,13.91373,43.31202,3.36136,76.40424
ALV,-23.41461,4.55632,21.6157,1.14654,4.31,4.34998,-4.4936,1239.1,14.27831,-11.49897,7.16,1711.3,6.35011,-55.42028,2.194,7.18624,0.80859,7.34293,11.63578,12.7019,12.44601,54.03369,1.79945,117.55061
AZO,-8.04929,41.64677,-59.06126,0.92189,48.77,11.91985,3.17275,2479.365,22.09561,10.66485,53.62,5973.746,11.53883,4.42411,11.91985,12.88764,0.10647,14.33807,35.84282,419.701,419.701,141.7694,2.08127,419.701
AVB,0.0,88.210075,76.76528,0.46715,7.05,42.35951,0.0,0.0,0.0,11.02362,7.15,1523.717,44.62915,11.13031,42.37472,42.85593,0.46715,2.84203,2.95069,9.27207,9.26464,39.89808,88.210075,66.40429
AVNS,-25.86207,3.69052,27.41799,2.69996,-0.18,-1.30308,218.90756,75.9,11.63575,35.38784,0.25,393.7,81.96574,-27.49054,8.81496,1.80898,2.02422,1.31537,1.58626,-0.67659,-0.67659,16.0334,3.26351,19.09497
AVY,0.79641,6.04135,11.27308,1.15246,5.28,6.52885,11.74291,964.9,13.47814,68.6901,4.64,1915.5,6.84628,65.86231,6.52885,5.65822,0.75115,9.54976,17.75031,46.70964,46.70964,67.30565,2.03772,205.86327
AVNT,5.35168,8.76992,6.94981,1.79125,2.0,4.55086,4.08216,405.4,11.47337,-5.21327,2.33,643.6,4.96901,65.5084,4.52256,5.25559,1.04788,7.297,10.41174,28.3004,28.21053,71.49035,3.34386,250.75842
AVA,-10.68597,7.94845,26.99458,0.54242,2.07,9.7787,-4.8055,448.507,32.10747,15.64246,1.93,902.157,-7.69176,17.69644,9.7666,9.07363,0.28218,2.93025,4.3931,7.78916,7.79551,54.26264,4.69273,118.63966
AXTA,5.19915,6.11737,5.11503,2.21949,0.85,4.54216,5.73929,821.7,17.49787,466.66666,1.25,1600.0,8.20699,464.30518,4.41014,6.3618,1.5418,4.93415,6.34889,16.69354,15.69363,74.67388,4.70245,294.8493
AX,0.0,47.606106,15.24135,1.10736,2.36,27.91334,8.38987,306.597,56.15175,14.00966,2.39,413.635,38.62044,13.11489,27.91334,28.25594,1.1016,2.06488,12.33222,17.08037,16.984,34.75064,1.66848,53.25821
BGS,7.29532,11.60539,13.71211,2.26763,2.6,10.13868,-5.45637,310.59,18.26179,-20.2454,1.84,425.8,16.17709,-20.70605,10.13868,7.15601,0.63744,4.85485,5.70057,19.36528,19.36528,64.50813,5.26701,181.75465
BJ,0.0,0.0,-11.82751,0.90951,0.4,0.4075,0.0,384.333,3.01329,0.0,0.23,2241.097,0.0,0.0,0.39438,0.22701,0.15359,0.0,0.0,0.0,0.0,158.82635,7.16136,121.10112
BWXT,-31.58173,11.29604,2.47422,1.43753,2.27,12.62883,-1.60899,342.811,19.04623,54.42177,2.28,504.013,7.44477,53.51181,12.60956,12.54863,0.47737,10.28966,19.2688,87.11463,87.18056,76.51316,2.23985,56.029858
BXP,0.0,96.29603,36.79428,3.19629,3.7,26.11789,0.0,0.0,0.0,26.27986,3.81,1700.952,29.17453,26.0376,21.36335,21.56568,3.19629,2.91728,3.07503,10.3185,8.7343,57.26727,96.29603,134.01266
BW,-32.3962,4.34597,-16.9515,0.77195,-51.8,-61.93829,-60.354668,-324.752,-30.56812,-60.354668,-46.0,-129.644,-7.20692,-60.354668,-68.26997,-55.05774,0.42437,-21.39156,-125.24067,-60.354668,-60.354668,-60.354668,-60.354668,-60.354668
BMI,13.89796,6.96702,10.42285,2.74363,0.95,6.40718,5.4608,81.498,18.78994,-20.16807,0.98,162.349,10.50358,-19.61471,6.40718,6.55085,1.32277,9.47263,11.54584,9.56701,9.56701,5.61632,0.2216,5.95052
BALL,-4.69099,8.87152,10.31444,0.96215,1.29,3.89343,4.3379,1828.0,15.71122,22.85714,1.8,2306.0,6.76085,21.39037,3.90202,5.33419,0.61783,4.17371,6.6055,12.27193,11.90852,65.38723,3.68107,188.91072
