,IQ_ACCT_RECV_1YR_ANN_GROWTH_CS,IQ_AR_TURNS_CS,IQ_BV_SHARE_CS,IQ_CURRENT_RATIO_CS,IQ_DILUT_EPS_EXCL_CS,IQ_EARNING_CO_MARGIN_CS,IQ_EBITDA_1YR_ANN_GROWTH_CS,IQ_EBITDA_CS,IQ_EBITDA_MARGIN_CS,IQ_EPS_1YR_ANN_GROWTH_CS,IQ_EPS_NORM_CS,IQ_GP,IQ_LFCF_MARGIN_CS,IQ_NI_1YR_ANN_GROWTH_CS,IQ_NI_MARGIN_CS,IQ_NI_NORM_MARGIN_CS,IQ_QUICK_RATIO_CS,IQ_RETURN_ASSETS_CS,IQ_RETURN_CAPITAL_CS,IQ_RETURN_COMMON_EQUITY_CS,IQ_RETURN_EQUITY_CS,IQ_TOTAL_DEBT_CAPITAL_CS,IQ_TOTAL_DEBT_EBITDA_CS,IQ_TOTAL_DEBT_EQUITY_CS
AEE,7.45614,9.01198,37.64067,0.69639,3.84,15.56146,4.37895,2479.0,38.77072,9.71429,3.86,2991.0,-30.82382,13.66246,15.48327,15.4726,0.29866,2.45887,3.7786,10.62346,10.52409,58.0692,5.49092,138.48814
AAT,13.54295,4.4362,20.46995,0.83364,0.47,9.72825,0.0,0.0,0.0,2.17391,0.53,247.833,38.86737,3.19866,7.6937,8.45276,0.83364,2.14629,2.24549,2.3056,2.97078,58.08725,24.583055,138.59087
AXL,-3.83258,6.62802,4.01579,1.78479,0.05,0.11442,17.35791,764.0,14.81596,78.31032,0.74,722.7,9.61753,78.31032,0.11442,1.63453,1.26541,3.39011,5.05819,1.42461,1.41998,87.87478,4.34267,78.31032
AEO,15.84505,37.49122,6.53299,1.77365,-1.26,-5.56711,-60.07917,171.646,4.56613,69.098,-0.06,1148.147,2.52678,69.098,-5.56711,-0.26568,1.16086,0.15674,0.18475,-17.92867,-17.92867,62.3903,10.50217,165.88884
AXP,24.21172,0.34142,29.14192,1.50027,10.02,18.45957,82.57108,11816.0,27.06181,165.78249,10.09,27037.0,-48.82624,157.09729,18.45957,18.23285,1.50027,3.33002,9.50264,35.69452,35.69452,65.46499,3.5578,189.56126
AFG,-59.50218,0.67681,59.01956,10.3913,12.62,17.35988,2.11765,1302.0,20.90895,53.90244,12.77,1705.0,135.47655,172.54099,32.0379,17.45186,10.3913,1.3598,8.12493,18.32048,18.32048,29.52756,1.6129,41.89944
AMH,0.0,57.155495,17.92738,0.77768,0.41,16.14862,8.63736,282.971,21.70219,46.42857,0.42,701.063,39.62569,34.70586,14.50223,10.44442,0.77768,1.65262,1.70311,3.19192,3.18767,36.65479,13.77951,57.86513
AIG,0.0,0.87397,79.97073,14.92462,10.82,19.06583,128.41805,15955.0,30.65557,1673.9269,8.79,20376.0,23.43816,1673.9269,18.03789,14.42853,14.92462,1.19674,6.52363,14.29485,14.58075,35.93455,2.42263,56.09038
AWR,5.99177,7.58314,18.57123,0.88737,2.55,18.91279,7.60425,180.108,36.10442,9.44206,2.55,274.756,-7.05323,9.16633,18.91279,18.87301,0.68928,4.75656,6.90628,14.21295,14.21295,47.8353,3.49244,91.70053
AMT,45.02542,11.09295,11.14856,0.4113,5.66,27.44071,18.88778,5716.6,61.09502,49.34037,6.19,6674.9,40.65155,51.88099,27.44178,29.86857,0.37781,3.61164,4.12399,55.97349,37.07699,85.15084,9.09782,564.04553
AVD,13.45203,3.91639,12.0678,1.53321,0.61,3.33775,45.5954,55.913,10.04055,19.60784,0.79,170.723,14.97824,21.94594,3.33775,4.2291,0.78546,3.0634,4.52081,5.06821,5.06821,17.31944,1.39644,20.94742
AWK,0.0,198.6709,40.18479,0.72583,6.95,32.13741,-1.07991,1832.0,46.61578,77.74936,3.7,2153.0,-12.2042,78.13822,32.13741,17.13486,0.30593,3.11419,4.17108,18.36824,18.36824,60.25704,6.03985,151.61688
COLD,17.20832,7.7066,14.98793,1.03644,-0.12,-1.11692,0.0,0.0,0.0,38.561394,-0.07,629.053,11.358,38.561394,-1.1223,-0.66825,0.93694,0.62439,0.69238,-0.77975,-0.77498,45.92143,38.561394,84.91612
AMP,68.29094,0.89435,51.28043,1.31939,23.0,20.53113,70.5,3751.0,27.903,88.52459,23.74,8258.0,-16.0697,79.92177,20.53113,20.71489,1.31939,1.30645,20.03971,47.78393,47.78393,49.34058,1.47614,97.39666
ABCB,0.0,100.01324,42.61652,1.06905,5.4,35.26982,27.62166,670.394,62.73244,43.23607,5.48,1041.196,152.80507,43.86651,35.26982,35.60429,1.00508,1.80093,11.09782,13.42871,13.42871,24.00197,1.3975,31.58235
APH,25.78397,4.93659,5.25956,2.4348,1.255,14.52792,31.37998,2564.8,23.58155,28.38875,1.36,3401.8,7.42992,32.19212,14.6263,14.95259,1.51044,10.06963,12.96329,26.85742,26.71118,44.18985,1.96932,79.41542
AMPY,197.6182,5.4728,-1.70527,0.76158,-0.84,-9.53851,42.997887,143.695,42.73889,42.997887,-1.2,194.011,34.60934,42.997887,-9.53851,-13.54808,0.67065,16.22534,34.30282,42.997887,42.997887,138.60663,1.62006,42.997887
AU,-10.71429,76.01887,9.60237,2.68546,1.48,16.03376,-33.61057,1357.0,33.68081,-34.22222,1.63,1172.0,-3.60511,-34.73242,15.43807,16.98194,1.75313,6.96176,9.08882,16.14746,16.56198,34.02112,1.54311,51.56365
NLY,-83.3082,213.55148,31.8777,0.06414,6.4,120.8648,0.0,0.0,0.0,179.1124,7.04,2865.528,50.06683,179.1124,120.5428,126.71515,0.06414,1.46901,1.50762,19.82905,17.60862,82.42653,179.1124,179.1124
AM,10.13944,11.59576,4.78895,0.73507,0.69,36.92009,-0.86017,677.244,75.39997,89.70079,0.75,811.754,26.7926,89.70079,36.92009,39.85212,0.727,6.36484,6.50205,14.09641,14.09641,57.72895,4.6112,136.56854
AR,47.74853,8.21809,18.33899,0.33176,-0.61,-3.3361,473.89252,862.285,18.66647,271.9874,-0.23,4423.577,0.0,271.9874,-4.04593,-1.53425,0.32418,0.11985,0.13901,-3.24341,-2.53545,47.76014,6.43164,91.42469
HOUS,-3.90625,63.60956,18.74979,1.12928,2.85,4.38432,44.27609,857.0,10.73531,205.83682,3.16,3230.0,6.08011,205.83682,4.29663,4.60759,0.95532,5.771,7.09783,17.37149,17.68123,62.39492,4.24387,165.92152
AON,0.78176,3.9562,4.93948,0.99785,5.55,10.72747,15.60624,3852.0,31.5919,-34.31953,11.18,5476.0,23.63241,-36.26206,10.29279,20.60318,0.20883,6.88339,18.29673,55.09219,55.17823,90.00086,2.70587,418.5063
AIV,1.99723,5.07517,3.34115,25.84781,-0.04,-2.44691,0.0,0.0,0.0,25.84781,-0.04,103.196,26.3291,25.84781,-2.90386,-2.93786,25.84781,0.52771,0.58471,-1.1816,-0.85908,73.05428,25.84781,287.41235
ARI,20.881,0.06278,16.40212,6.2522,1.46,49.57603,67.63569,397.253,88.11142,14500.0,1.49,299.36,-259.58923,1116.2758,49.57603,46.22456,6.2522,3.23355,3.2823,9.79251,9.79222,72.36826,15.12811,261.90268
APO,5.60548,12.38059,12.99706,0.90757,7.32,71.71007,212.9375,2979.672,50.06508,1563.6364,11.22,5813.0,69.99099,1073.8995,30.89071,44.59799,0.88793,6.81253,7.83958,89.46363,46.7449,54.26021,4.76332,139.22523
APLE,0.0,26.421911,13.78856,0.24807,0.08,2.01613,0.0,0.0,0.0,26.421911,0.08,399.545,22.24717,26.421911,2.01613,1.93912,0.24807,1.08427,1.10341,0.60965,0.60965,33.17605,26.421911,49.64695
AIT,15.93843,6.53765,24.21191,2.7977,3.68,4.47344,8.07596,315.29,9.74345,493.5484,4.81,935.524,5.58133,502.1005,4.47344,5.76115,1.84532,7.13844,8.72965,16.30066,16.30066,49.66103,2.91791,98.65326
ATR,18.10369,5.0784,30.05902,1.38241,3.61,7.54947,0.724,604.62,18.73501,12.46106,3.97,1156.683,1.27211,14.0427,7.56369,8.0776,0.82636,5.68423,7.29119,12.78063,12.70475,38.83408,2.08398,63.48972
APTV,-0.99573,5.58184,30.85607,2.00523,1.94,3.89935,25.37879,1986.0,12.7161,-70.87087,2.49,2438.0,3.1206,-67.2949,3.77769,4.31198,1.46684,4.26764,5.91707,7.26065,7.31049,34.26751,2.24723,52.13176
ARMK,22.17675,7.60799,10.6363,1.0145,-0.36,-0.7624,41.12987,515.944,4.26542,109.502464,-0.87,1436.837,2.66772,109.502464,-0.75094,-1.83227,0.80657,0.08784,0.11489,-3.32791,-3.36695,74.14384,15.18367,287.70816
ADM,17.91719,19.63358,40.1375,1.45385,4.79,3.20825,51.71117,4034.0,4.73202,52.06349,5.09,5987.0,4.4065,52.8781,3.17775,3.3675,0.66753,3.58746,5.88787,12.75514,12.76159,31.72904,2.62296,47.00995
AROC,0.48456,7.46538,5.78612,1.48953,0.18,3.6108,-19.68539,315.377,40.35736,48.22183,0.19,422.544,19.88941,48.22183,3.6108,3.68796,0.85027,3.22251,3.40222,3.0889,3.0889,63.48276,4.91382,173.84328
ARCO,-9.64853,31.72772,1.04728,0.87417,0.22,1.72384,246.37125,245.598,9.23321,47.901394,0.26,324.059,5.04315,47.901394,1.71004,2.05646,0.61995,3.36193,4.42681,21.76489,21.87758,87.37198,6.2305,47.901394
ASC,14.02179,10.1007,8.49593,1.61055,-1.12,-19.13562,-70.26463,16.945,8.80333,6.1279755,-1.12,30.973,11.53648,6.1279755,-19.13562,-19.71538,1.29494,-1.68697,-1.73993,-12.03125,-11.34489,53.10407,21.98584,113.23812
ACRE,33.42398,0.07276,14.39479,3.96393,1.42,39.73736,0.0,0.0,0.0,115.15152,1.43,102.059,43.480717,176.8315,39.73736,39.85041,3.96393,3.09468,3.13276,10.49978,10.49978,73.91724,43.480717,283.39502
AGX,-21.57118,6.2295,20.42075,1.97843,1.51,6.07104,8.906886,27.645,7.04859,8.906886,1.24,60.167,39.81868,8.906886,6.08124,4.9536,1.90076,2.64019,4.3022,7.2285,7.17806,1.03475,0.12194,1.04557
ARGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANET,33.25212,6.22726,3.23273,4.33641,0.6575,28.52251,28.46004,973.474,33.02109,31.66458,0.685,1880.779,20.31626,32.5104,28.52251,28.48821,3.5584,11.03681,15.48274,23.0406,23.0406,1.89438,0.07892,1.93096
AHH,-14.10688,1.60795,6.09832,1.95248,0.17,8.41396,0.0,0.0,0.0,-55.26316,0.22,145.975,32.35746,-24.90395,7.23624,4.41021,1.95027,1.32632,1.43808,5.94584,3.31311,56.07094,13.55878,127.63973
AWI,36.20458,12.61083,10.98685,1.53578,3.86,16.74499,2.83275,265.0,23.94723,50.294113,3.82,405.9,9.61504,50.294113,16.55521,16.43159,0.99523,6.14336,8.78373,38.18257,38.18257,56.37539,2.53434,129.2284
ARW,20.84228,3.39186,77.60549,1.40325,15.1,3.22089,59.20198,1754.858,5.08994,103.23015,15.38,4202.365,0.33261,89.61755,3.21431,3.23293,1.00177,5.32851,12.19039,21.36981,21.17234,35.31455,1.66156,54.59427
AJG,82.61498,0.90267,40.81668,1.0559,4.37,11.63301,17.09848,2020.3,24.60959,4.04762,5.58,2873.2,24.90484,10.74744,11.04587,13.7764,1.03789,3.2644,6.87856,12.34195,12.91169,43.81551,3.30426,77.98507
APAM,15.9799,11.3771,4.13915,2.2875,5.09,36.22156,49.64299,547.424,44.60625,49.70588,5.1,664.7,21.2893,58.27333,27.42064,24.87881,2.202,28.62759,52.63868,147.46442,128.51396,42.41245,0.54756,101.27922
AORT,15.34897,6.03813,7.53515,5.51013,-0.38,-4.96393,-8.11073,34.158,11.43035,19.542217,-0.33,197.514,-5.03219,19.542217,-4.96393,-4.30483,2.5163,0.80421,0.97232,-4.71339,-4.71339,54.62566,10.59907,120.38886
ABG,18.79599,30.07551,91.42968,1.20738,26.49,5.41183,88.16622,833.2,8.46946,100.98634,27.86,1902.2,3.72585,109.27673,5.41183,5.63561,0.41302,8.46933,9.95056,35.24661,35.24661,68.31519,5.47432,215.6086
AHT,54.6914,21.05668,-0.78834,0.23264,-123.7,-33.66805,0.0,0.0,0.0,-3.7853537,-124.3,114.63,-5.30392,-3.7853537,-33.16585,-33.38866,0.22773,-2.02628,-2.12555,-3.7853537,-3.7853537,99.49183,-3.7853537,-3.7853537
ASH,-21.65605,5.02619,48.2807,1.83833,2.82,8.19517,-9.24025,442.0,20.93794,60.45187,3.51,673.0,-6.59048,60.45187,10.4216,9.97632,0.65953,1.82556,2.48964,5.97789,5.97789,43.31617,4.75792,76.41715
ASPN,30.11849,6.73358,3.86562,3.06798,-1.22,-30.49942,-9.861015,-31.159,-25.61954,-9.861015,-1.34,9.937,-5.41391,-9.861015,-30.49942,-33.5303,2.65326,-18.10012,-23.08766,-37.80088,-37.80088,10.60802,-9.861015,11.86686
ASB,0.0,101.62549,25.65676,0.87182,2.18,31.12987,9.3917,631.888,56.04254,17.2043,2.18,1146.23,219.14578,14.41564,31.12987,29.15129,0.86605,1.01625,5.42234,9.27442,8.64966,35.91846,3.57022,56.05119
AC,28.8043,0.57115,42.48354,19.26239,2.68,48.990097,48.990097,-20.197,-96.52552,208.04597,2.62,-3.533,48.990097,214.64178,282.94302,276.9757,8.6245,-1.08164,-1.12981,6.44899,5.66638,1.12148,48.990097,1.3797
AIZ,-31.1751,1.00029,98.46289,2.02381,10.2,6.02203,-4.92887,1697.4,16.66143,45.92275,11.26,1099.9,34.91868,210.6383,13.47128,6.53665,2.02381,1.53829,7.53518,10.72721,10.72131,29.18983,1.33322,41.22265
AGO,-7.93784,0.38093,93.18996,40.91753,5.23,48.10563,54.66667,696.0,79.90815,24.821,7.34,950.0,73.72273,7.45856,44.66131,61.93915,40.91753,2.54904,5.21532,6.01469,6.34608,22.11838,2.6523,28.49645
ATKR,76.00673,7.11401,18.79984,2.70786,12.19,20.07699,175.67622,877.505,29.96929,293.2258,12.1,1125.613,16.35005,285.98114,20.07699,19.24461,2.09781,26.49999,34.58987,94.5757,94.5757,48.06836,0.91214,92.56085
