,IQ_ACCT_RECV_1YR_ANN_GROWTH_CS,IQ_AR_TURNS_CS,IQ_BV_SHARE_CS,IQ_CURRENT_RATIO_CS,IQ_DILUT_EPS_EXCL_CS,IQ_EARNING_CO_MARGIN_CS,IQ_EBITDA_1YR_ANN_GROWTH_CS,IQ_EBITDA_CS,IQ_EBITDA_MARGIN_CS,IQ_EPS_1YR_ANN_GROWTH_CS,IQ_EPS_NORM_CS,IQ_GP,IQ_LFCF_MARGIN_CS,IQ_NI_1YR_ANN_GROWTH_CS,IQ_NI_MARGIN_CS,IQ_NI_NORM_MARGIN_CS,IQ_QUICK_RATIO_CS,IQ_RETURN_ASSETS_CS,IQ_RETURN_CAPITAL_CS,IQ_RETURN_COMMON_EQUITY_CS,IQ_RETURN_EQUITY_CS,IQ_TOTAL_DEBT_CAPITAL_CS,IQ_TOTAL_DEBT_EBITDA_CS,IQ_TOTAL_DEBT_EQUITY_CS
ALG,-15.59252,4.87894,85.32378,4.5058,9.63,7.11876,-9.95853,221.448,13.59817,-15.22887,10.19,412.488,12.1194,-14.85815,7.11876,7.48867,2.64268,7.35943,8.61936,11.88406,11.88406,18.99409,1.07817,23.44778
ALK,0.0,209.91866,35.51036,0.61188,3.08,3.366,16.30435,1498.0,12.76523,68.30601,5.12,2861.0,8.66638,68.08511,3.366,5.50334,0.49829,3.32669,6.11762,9.31055,9.31055,59.3869,4.26769,146.22598
AIN,0.0,34.367443,30.36521,3.22792,2.8,7.15537,-7.74471,237.288,19.28207,-21.12676,3.36,403.481,13.84861,-21.14561,7.12026,8.52713,2.33484,5.31022,6.56392,9.19972,9.19026,28.97885,1.63177,40.80312
ALB,-38.82085,5.50029,65.72314,1.95389,-11.2,-21.11523,1.1508133,-43.568,-0.81019,1.1508133,-2.07,84.239,-23.32,1.1508133,-21.93293,-4.52361,1.14815,-2.26563,-2.84019,-13.76366,-11.43206,26.34537,1.1508133,35.76879
AA,67.07317,13.57877,19.96044,1.44742,0.26,0.20177,210.63396,1519.0,12.77007,176.13594,1.74,1913.0,4.89807,176.13594,0.50441,3.10729,0.71281,3.88479,6.90117,1.27551,0.43628,35.84225,1.89664,55.86581
ALEX,-17.84444,59.36831,13.81644,1.02861,0.88,26.30394,0.0,0.0,0.0,57.14286,0.91,112.202,34.99184,103.1443,24.87948,27.15403,1.02861,3.15915,3.55587,6.37943,6.37943,32.12439,23.649244,47.32832
ALX,-10.75285,1.82704,34.6307,0.94349,8.46,19.19125,-3.17111,81.833,36.14947,-57.63646,8.46,123.134,22.66355,-57.5796,19.19125,19.1792,0.94349,3.72649,4.03293,20.96131,20.96131,85.08449,12.32852,17.154846
ARE,12.74503,2.7268,103.88345,1.02219,1.8,16.63446,0.0,0.0,0.0,233.33333,1.8,2214.188,31.42002,211.60953,10.51838,10.08777,1.0042,0.95435,1.02067,1.77639,2.26884,36.27743,128.35008,56.98106
BABA,-9.14804,29.20079,56.14417,1.78613,4.33,7.57909,12.61916,24537.32,18.82427,8.25,5.31,49144.105,7.16674,4.62817,8.47256,10.27684,1.5184,4.7111,6.28497,7.86879,6.22201,15.59794,1.16056,18.66044
ALLE,1.47771,9.07106,17.39841,2.0409,6.82,15.83956,7.35225,908.2,24.07614,11.43791,7.05,1668.5,12.34326,10.56625,15.83956,16.29712,1.36677,11.25232,13.87565,42.39092,42.39092,58.9007,2.36809,143.31313
ALSN,1.1236,9.00838,19.24758,3.03953,8.31,22.66667,5.03262,1127.0,34.94574,12.2973,8.58,1542.0,16.18992,8.61813,22.66667,23.14605,2.25494,12.13686,16.07029,50.69348,50.69348,59.44485,2.14729,146.57784
ALL,2.52273,3.16253,73.37057,6.49221,16.99,7.17406,596.91675,6781.0,10.57779,1034.9866,17.4,15091.0,6.34516,1034.9866,7.28013,7.17378,6.49221,3.59628,13.92416,26.50951,23.58643,28.02574,1.22696,38.93855
ALLY,-2.55969,0.12182,37.9157,0.91308,1.8,4.08699,-11.90078,3161.0,19.31089,-39.79933,2.23,6751.0,-5.72576,-34.5098,4.08089,4.18117,0.91077,0.66005,3.77504,5.81209,4.83574,58.04008,6.08383,138.32266
MO,149.29578,164.87097,-1.32375,0.51395,6.54,55.09685,2.36995,12181.0,59.58227,43.10722,5.05,14338.0,22.03947,38.54859,55.09685,42.43739,0.38777,20.16184,32.69222,1301.2922,1301.2922,109.62266,2.0463,1301.2922
AMBC,-81.25268,0.1651,18.42733,0.12524,-0.13,-25.82057,-10.956885,-3.9,-1.70678,-10.956885,0.33,103.586,-10.956885,-10.956885,-243.32603,6.78341,0.12524,-0.18121,-0.47443,-5.31771,-4.49011,12.5731,-10.956885,16.30332
AMCR,-1.54667,7.33136,2.68767,1.16522,0.51,5.42522,-0.9245,1929.0,14.14223,-28.16901,0.58,2712.0,1.19868,-30.34351,5.35191,6.11892,0.57123,5.01834,7.42694,18.46465,18.40109,64.87471,3.78486,184.69518
AEE,7.13407,9.05344,44.88329,0.66335,4.42,15.5713,7.47029,3165.0,41.51909,0.91324,4.55,3653.0,-30.61787,2.60417,15.50571,15.9247,0.28977,2.30457,3.33568,10.07544,10.00801,60.55353,5.93807,153.50813
AAT,-1.93114,4.86852,19.23355,1.33942,0.94,15.59674,0.0,0.0,0.0,11.90476,0.81,293.182,36.82848,12.60486,12.33385,10.46717,1.33942,2.76105,2.86926,4.8518,6.39325,64.36919,29.626877,180.65598
AXL,-13.36591,8.01898,4.78571,1.62934,0.29,0.57144,13.15877,682.8,11.14794,74.61184,0.49,741.4,5.71091,74.61184,0.57144,0.94002,1.08279,3.25695,4.86401,5.99469,5.99469,83.37371,4.13328,74.61184
AEO,0.0,65.78117,8.8189,1.60839,0.86,3.23157,26.41911,614.943,11.687,34.375,1.53,2035.528,8.96004,35.88256,3.23157,5.68893,0.78776,6.72319,7.96755,10.19436,10.19436,40.57057,1.92803,68.26681
AXP,7.54969,0.38018,43.11111,1.45042,14.01,13.65076,26.79659,18738.0,25.25303,24.9777,13.5,39383.0,7.33481,20.95773,13.65076,12.954,1.44599,4.00465,12.27228,34.73534,34.73534,64.70547,2.96099,183.33003
AFG,13.77636,1.17502,53.1806,8.93703,10.57,10.71515,8.90653,1235.0,14.91906,5.17413,10.62,1543.0,-2.60027,4.10798,10.71515,10.76369,8.93703,2.37946,11.91755,20.33471,20.33471,27.65268,1.38219,38.22212
AMH,0.0,73.871635,19.37088,0.9047,1.08,27.08063,13.50768,420.101,24.3016,6.93069,1.12,961.301,35.43243,8.4852,23.85762,23.80686,0.9047,1.92132,2.00282,5.83869,6.03995,39.04309,11.96634,64.0503
AIG,0.0,813.59235,70.14826,9.12368,4.07,9.99852,-14.81682,7882.0,29.18827,-18.27309,4.48,9035.0,813.59235,813.59235,-5.19923,10.80761,9.12368,0.76449,4.1346,6.17941,5.7538,18.70462,1.24207,23.00823
AWR,27.39582,7.73338,24.11604,0.81725,3.17,20.02959,-4.56529,228.13,38.31162,-5.65476,3.17,354.268,-13.13892,-4.52526,20.02959,19.94443,0.56183,4.85857,6.49172,14.0633,14.0633,50.48927,4.11272,101.97641
AMT,-26.54849,11.76077,7.23645,0.44926,6.91,32.17573,-1.49065,6549.0,64.66743,117.2956,6.93,7552.8,27.89036,52.02589,22.26677,31.95737,0.40887,4.44534,5.06191,85.30684,31.76839,81.99963,6.71157,637.87085
AVD,-7.04769,3.17695,8.07196,1.6307,-4.5,-22.57244,-39.98454,27.951,4.99385,5.1442,-1.13,120.317,12.36678,5.1442,-22.57244,-5.66485,0.82628,0.50106,0.75414,-41.89548,-41.89548,41.8558,6.00361,71.98619
AWK,0.0,250.21463,53.00609,0.38571,5.39,22.43809,13.49638,2506.0,53.50128,10.0,5.39,2826.0,-26.17955,11.33475,22.43809,22.43916,0.27175,3.57917,4.59978,10.44265,10.44265,57.73369,5.63168,136.59505
COLD,-9.183,6.56306,11.5413,0.54177,-0.33,-3.55159,0.0,0.0,0.0,48.78222,0.07,843.025,16.82954,48.78222,-3.53525,0.74724,0.4888,1.29261,1.42912,-2.73493,-2.72989,52.6719,48.78222,111.29097
AMP,-1.71368,1.0159,54.36376,0.79888,33.05,18.97244,23.78002,4794.0,26.74328,39.39266,33.67,10361.0,9.17592,33.05947,18.97244,18.9706,0.79888,1.61108,26.32664,68.31375,68.31375,52.52883,1.20672,110.65417
ABCB,0.0,92.705505,54.31557,1.01632,5.19,21.47715,21.76874,685.765,41.06188,33.41902,5.29,1082.451,46.91745,33.28812,21.47715,21.79538,0.99196,1.57793,9.72081,9.99364,9.99364,11.29103,0.6963,12.72817
APH,25.56905,5.15473,8.09725,2.37181,1.92,16.03921,27.21114,3792.8,24.91542,23.47267,2.06,5157.9,10.52023,25.72614,15.92359,16.29033,1.62185,10.69196,13.43995,26.72768,26.70955,42.48408,1.91948,73.93017
AMPY,1.57817,7.47836,10.27546,1.05341,0.31,4.39323,3.93547,78.147,26.51919,-96.78089,0.39,133.3031,-11.57981,-96.70376,4.39323,5.2482,0.58283,3.12536,4.40162,3.23671,3.23671,24.46844,1.6951,32.39499
AU,88.0,160.91667,13.16513,2.17639,2.33,18.10806,128.96486,2411.0,41.6192,231.27997,2.42,2070.0,8.1564,231.27997,17.33126,17.96857,1.39028,9.56896,12.13224,19.41973,17.12234,20.18564,0.89299,25.29073
NLY,-18.77251,1.76531,19.14505,0.06826,1.62,23.33791,0.0,0.0,0.0,67.67576,1.62,1198.384,-27.27728,67.67576,23.11042,19.49613,0.06826,2.61358,2.6896,9.63747,8.41666,87.59223,67.67576,67.67576
AM,29.98533,10.85621,4.41192,1.17346,0.83,36.24069,5.88657,802.131,72.51275,7.79221,0.86,958.889,31.65595,7.8287,36.24069,37.38108,1.15306,7.19542,7.80807,18.79078,18.79078,59.57342,3.88585,147.36198
AR,10.05854,9.28788,22.56568,0.35102,0.18,2.16611,-34.46557,819.05,18.93496,-76.92308,0.19,2745.693,0.0,-76.44235,1.32296,1.35942,0.33752,0.02718,0.03151,0.81734,1.29859,35.85301,4.92456,55.89195
HOUS,-3.80952,55.26214,14.08387,0.41829,-1.15,-2.2312,42.3913,262.0,4.60295,118.2449,-0.84,1974.0,1.35936,118.2449,-2.24877,-1.63956,0.29518,0.69717,0.84746,-7.88663,-7.81298,66.12729,11.69847,195.22293
AON,16.87154,4.44892,28.33796,1.019,12.49,17.32705,22.15597,5122.0,32.62836,-0.15987,14.72,7367.0,21.90725,3.51014,16.90661,19.82296,0.22396,6.68685,15.57059,100.24552,95.63994,73.56303,3.49317,283.77478
AIV,7.55637,3.3362,0.90176,0.98556,-0.75,-44.46524,0.0,0.0,0.0,3.1366127,-0.75,117.695,57.65485,3.1366127,-47.46108,-48.11139,0.98556,0.17667,0.20936,-43.3627,-21.24112,79.37245,3.1366127,3.1366127
ARI,-13.96598,0.10438,13.5656,6.99822,-0.97,-14.73136,-18.13844,497.214,61.22435,38.417633,-0.97,66.204,149.12413,38.417633,-14.73136,-16.68277,6.99822,3.50975,3.56615,-5.86009,-5.85989,77.31939,12.85202,38.417633
APO,20.21565,0.2926,28.02529,7.54475,7.33,24.40453,33.01779,8150.0,31.20931,-11.47343,7.55,11047.0,-29.61295,-9.31246,17.527,16.94425,7.54475,1.38219,11.31265,32.11817,22.66963,34.48101,2.00049,52.6547
APLE,0.0,39.099148,13.62103,0.194,0.89,14.95416,0.0,0.0,0.0,15.58442,0.89,636.153,25.5681,20.60691,14.95416,14.99996,0.194,3.44465,3.52599,6.49679,6.49679,32.79929,39.099148,48.80796
AIT,1.5448,6.12011,43.96837,3.53203,9.83,8.6119,4.17219,548.177,12.23772,11.1991,9.9,1336.653,6.46399,11.25429,8.6119,8.54696,2.39103,10.8824,13.44967,24.51448,24.51448,30.32288,1.3407,43.51914
ATR,-3.62532,5.24396,37.19866,1.38389,5.53,10.44347,10.79035,773.423,21.58657,30.11765,5.77,1355.509,9.30598,31.65487,10.4536,10.68264,0.83996,7.17061,8.97374,15.6754,15.56733,30.5415,1.4133,43.97085
APTV,-7.63677,5.69164,37.42405,1.52524,6.96,9.18176,11.03498,3079.0,15.61914,-33.01251,5.89,3733.0,7.83366,-39.17631,9.06508,7.66032,1.01267,5.52104,7.22257,17.56783,17.29657,49.45196,2.88665,98.83243
ARMK,-11.28613,7.80191,11.51388,0.80835,0.99,1.50507,-16.22739,1081.61,6.2159,-61.4786,1.19,2667.394,3.65806,-61.05639,1.50869,1.79891,0.68239,2.95437,4.1644,7.77648,7.73983,64.62983,5.14662,183.17471
ADM,-11.96704,16.29764,46.37657,1.39021,3.65,2.07997,-38.14872,3194.0,3.73436,-43.23484,3.94,5778.0,0.90831,-48.32041,2.10453,2.26643,0.69791,2.37832,3.77223,7.77538,7.587,33.96626,3.6124,52.02453
AROC,5.47162,9.41112,7.55578,1.23604,1.05,14.8784,31.857,559.969,48.37365,56.71642,1.13,699.09,4.76966,64.03265,14.8784,15.81749,0.72585,7.07497,7.62873,15.69623,15.69623,62.59567,3.95542,167.34871
ARCO,-19.73113,33.57074,2.41181,0.61155,0.71,3.34169,4.87719,483.917,10.82549,-17.44186,0.71,586.422,-1.44679,-17.93694,3.32782,3.34595,0.39234,6.48191,8.63549,29.07263,29.11111,77.15274,3.55492,53.56155
ASC,8.2459,6.93026,15.0202,4.24234,3.06,32.77754,1.67911,162.167,39.96387,12.91513,3.15,186.571,14.36195,13.8672,32.77754,32.33651,3.61579,11.48907,11.89525,23.23162,21.98686,6.50869,0.27279,6.96181
ACRE,-24.18983,0.05277,9.90305,104.82827,-0.64,-37.61111,0.0,0.0,0.0,22.368198,-0.64,87.802,22.368198,22.368198,-37.61111,-37.45251,104.82827,2.27181,2.31526,-6.00233,-6.00233,68.45946,22.368198,217.0523
AGX,27.50634,6.72827,21.96927,1.81029,2.39,5.64384,-14.3685,38.863,6.77843,2.57511,2.57,79.234,18.13226,-2.23579,5.64384,5.99094,1.68041,4.18974,7.83119,11.31723,11.31723,1.79506,0.13684,1.82788
ARGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANET,11.31295,6.46928,7.924,4.35939,2.23,40.72533,28.52352,3005.376,42.91466,35.56231,2.27,4491.303,40.29987,36.63706,40.72533,40.72181,3.45651,15.34247,21.22824,33.13671,33.13671,0.59319,0.01985,0.59673
AHH,1.46725,2.64351,6.26821,1.12702,0.34,5.99592,0.0,0.0,0.0,36.64922,0.34,198.164,11.89519,330.13153,5.02953,3.38995,1.127,2.10134,2.30127,7.91155,5.01449,61.4735,36.64922,159.56158
AWI,30.54436,12.64276,17.37983,1.39728,6.02,18.3233,15.82492,378.4,26.17417,20.64128,6.14,581.9,14.63132,18.36461,18.3233,18.55973,0.87145,9.78635,13.28596,39.27645,39.27645,44.20781,1.58536,79.23656
ARW,6.47911,2.21008,110.42611,1.45625,7.29,1.40924,-32.19572,1135.041,4.06485,-53.97727,10.0,3353.408,4.16894,-56.60522,1.40411,1.90815,1.04619,2.79427,6.33112,6.77941,6.72154,36.76981,2.98771,58.15231
AJG,2.88649,3.00811,80.61432,1.50759,6.5,12.72534,20.10723,3517.1,30.43817,47.05882,8.14,4773.1,26.36338,50.87158,12.6587,15.53355,0.64534,2.90647,6.35745,9.4585,9.48801,40.22028,3.86028,67.28082
APAM,0.0,18.73818,5.54872,2.55981,3.66,31.44904,20.81901,378.091,34.00704,14.73354,3.68,518.07,26.53088,16.85149,23.36279,21.48152,2.47517,15.21802,23.39993,72.8751,51.65948,28.6217,0.79533,71.25725
AORT,10.67748,5.13741,6.58481,4.34102,-0.32,-3.43828,36.42171,54.671,14.07099,25.817272,-0.28,248.781,5.35808,25.817272,-3.43828,-3.00339,2.08545,2.408,2.97617,-4.78834,-4.78834,56.73952,6.62615,131.15787
ABG,6.42766,35.32751,178.82455,1.10638,21.5,2.5034,-6.3089,1073.7,6.24658,-25.19137,27.73,2948.7,1.60899,-28.58091,2.5034,3.21042,0.24639,6.0907,7.1308,12.75681,12.75681,60.12865,4.91888,150.80666
AHT,660.50073,5.03977,-74.38247,0.28389,-17.54,-5.5233,0.0,0.0,0.0,44.822834,-45.18,242.424,-43.4946,44.822834,-5.12306,-18.06385,0.27733,0.04146,0.04514,44.822834,44.822834,107.50598,44.822834,44.822834
ASH,-28.10651,7.27367,60.88009,2.43878,3.95,9.41789,0.0,407.0,19.26171,26.19808,7.67,685.0,23.00047,-5.05618,7.99811,17.78656,1.26531,2.03945,2.65718,6.67226,6.67226,33.85609,3.60688,51.1855
ASPN,55.87399,5.05529,7.49275,3.71847,0.17,2.9545,20.890194,84.674,18.70426,20.890194,0.55,187.0,-16.73237,20.890194,2.9545,9.42,3.0004,4.86081,5.39886,2.42573,2.42573,24.30571,2.33111,32.11036
ASB,0.0,69.99678,26.54653,0.84067,0.72,5.48847,-14.49003,522.253,23.27639,-36.28319,1.23,952.855,18.66522,-32.69147,5.48847,8.32898,0.82178,0.69104,3.92065,2.93506,2.80527,40.9768,6.12233,69.4249
AC,-25.66297,0.55746,42.14058,24.14652,2.08,-10.6308365,-10.6308365,-18.392,-139.59772,20.93023,2.08,-5.118,-143.16888,18.36266,-10.6308365,-10.6308365,10.48062,-1.24748,-1.28394,4.92621,4.90544,0.93037,-10.6308365,0.94499
AIZ,7.90533,1.24673,100.45836,1.87878,14.46,6.40034,-0.79748,1355.9,11.4157,21.00418,14.68,1314.4,7.80394,18.31907,6.40034,6.45562,1.87878,1.89842,9.1932,15.33249,15.33249,29.58413,1.58234,42.01343
AGO,10.2883,0.48333,108.80111,298.84616,6.87,43.604,19.0372,544.0,60.51168,-44.14634,7.01,836.0,15.14182,-49.12043,41.82425,41.56096,298.84616,2.78232,4.56621,6.70949,6.92702,24.3048,3.27757,32.10877
ATKR,-12.4904,6.10043,44.17511,2.98393,12.69,14.76778,-26.15698,745.802,23.29137,-26.51998,12.84,1077.839,9.67751,-31.45779,14.76778,14.59213,1.64683,13.11159,16.12377,31.44076,31.44076,38.18403,1.27541,61.77051
