,IQ_ACCT_RECV_1YR_ANN_GROWTH_CS,IQ_AR_TURNS_CS,IQ_BV_SHARE_CS,IQ_CURRENT_RATIO_CS,IQ_DILUT_EPS_EXCL_CS,IQ_EARNING_CO_MARGIN_CS,IQ_EBITDA_1YR_ANN_GROWTH_CS,IQ_EBITDA_CS,IQ_EBITDA_MARGIN_CS,IQ_EPS_1YR_ANN_GROWTH_CS,IQ_EPS_NORM_CS,IQ_GP,IQ_LFCF_MARGIN_CS,IQ_NI_1YR_ANN_GROWTH_CS,IQ_NI_MARGIN_CS,IQ_NI_NORM_MARGIN_CS,IQ_QUICK_RATIO_CS,IQ_RETURN_ASSETS_CS,IQ_RETURN_CAPITAL_CS,IQ_RETURN_COMMON_EQUITY_CS,IQ_RETURN_EQUITY_CS,IQ_TOTAL_DEBT_CAPITAL_CS,IQ_TOTAL_DEBT_EBITDA_CS,IQ_TOTAL_DEBT_EQUITY_CS
CIO,-2.13829,3.23597,15.48675,0.25054,-0.63,-10.00725,0.0,0.0,0.0,11.987267,-0.63,101.666,36.1404,11.987267,-10.33157,-14.77753,0.25054,0.78702,0.82116,-2.75801,-2.27247,47.2099,11.987267,89.42944
CIVI,0.0,340.2294,70.56812,0.4482,8.46,16.1082,48.94572,3567.25,68.51126,-6.20843,8.73,3825.867,25.93216,6.94069,16.1082,16.57621,0.38419,6.50288,8.51269,13.09475,13.09475,40.40118,1.25966,67.78855
CLH,7.93807,5.19272,47.80579,2.20719,7.42,6.83026,9.35035,1084.61,18.41458,6.76259,7.47,1824.239,3.83233,6.46887,6.83026,6.83618,1.78422,6.08853,7.85267,16.68932,16.68932,55.63645,2.9757,125.41028
CCO,-31.15478,3.56729,-7.46402,1.3043,-0.26,-8.22227,-12.08112,452.682,30.07394,76.60191,-0.24,836.027,-21.13967,76.60191,-11.90875,-7.77531,0.35765,3.6566,4.90184,76.60191,76.60191,207.59854,15.51316,76.60191
CLW,-3.00454,7.96317,51.96108,1.70225,-4.41,-5.34837,-93.56453,18.0,1.30095,8.410689,-3.19,66.8,3.06176,82.26555,14.18763,-3.86899,0.83739,-1.93226,-2.72976,-9.71639,-9.71639,27.34461,17.86667,37.63604
CWENa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLF,-14.34783,11.23244,13.49127,2.07917,-1.57,-3.69038,-64.45313,637.0,3.3203,36.289234,-0.86,70.0,-3.77834,36.289234,-3.93015,-2.15168,0.49067,-1.03615,-1.5115,-10.36355,-9.42806,52.98248,12.20094,112.68668
CLPR,22.85273,25.77083,-0.33499,0.44032,-0.25,-4.42413,0.0,0.0,0.0,13.824383,-0.23,84.842,18.6882,13.824383,-1.68039,-2.49209,0.44032,2.01071,2.06889,13.824383,13.824383,101.13648,13.824383,13.824383
CLX,-2.67062,10.66617,2.64086,1.0305,2.25,4.11674,10.02812,1174.0,16.55153,87.5,5.44,3065.0,5.22522,87.91946,3.94755,9.52357,0.56989,10.03548,17.33496,102.18978,66.36364,85.65179,2.5017,207.29637
KO,4.66276,13.48646,5.77778,1.02963,2.46,22.62808,5.41103,15195.0,32.28788,-0.40486,3.22,28737.0,31.55267,-0.77469,22.58983,29.48297,0.71844,8.90281,12.34154,41.8568,39.54914,63.42657,3.00987,173.42258
CDE,102.64386,180.54231,2.8135,0.82552,0.15,5.5882,260.05502,325.857,30.91605,66.27516,0.18,415.414,5.18177,66.27516,5.5882,6.68949,0.25699,5.25103,6.92076,5.48633,5.48633,35.43434,1.89179,54.8811
CNS,3.12237,6.92526,10.11787,4.47314,2.97,31.46244,8.76665,183.361,35.43776,14.23077,3.02,242.3,21.98703,17.21517,29.23464,29.42215,3.00115,14.04793,16.12895,33.88025,30.49824,19.7083,0.7696,27.0624
COHR,-5.87767,5.37999,34.10208,2.72376,-1.84,-3.37244,-21.37024,852.636,18.11157,110.66325,-0.5,1455.964,10.25185,110.66325,-3.317,-1.61058,1.45009,1.29822,1.52748,-3.20239,-2.09241,35.12941,5.04688,54.15306
CL,-4.09836,12.93917,0.2609,0.92325,3.51,15.1684,6.74085,4988.0,24.81469,26.7148,3.62,12181.0,17.33682,25.6087,14.37242,14.75122,0.4822,16.88939,28.71914,832.0692,832.0692,93.99293,1.7065,832.0692
CBAN,0.0,21.972452,15.90611,0.80026,1.36,13.49901,4.19294,56.682,32.0576,9.67742,1.37,112.401,53.23689,9.75307,13.49901,13.60446,0.78498,1.07456,6.47232,8.94586,8.94586,47.22394,4.39925,89.47986
CMA,0.0,220.02736,46.79284,0.88783,5.02,13.97957,-18.52227,1610.0,32.24514,-22.04969,5.06,3195.0,-8.64711,-20.77185,13.97957,13.47847,0.88783,1.14606,6.27945,11.47932,10.78076,51.794,4.36646,107.44307
FIX,44.29512,4.05221,47.93667,1.08033,14.6,7.43415,81.87425,891.824,12.69053,62.04218,16.59,1476.411,11.90128,61.54491,7.43415,8.42522,1.03951,11.6373,26.29525,35.03317,35.03317,15.32825,0.34603,18.10315
CMC,-6.55297,6.60728,37.68296,3.94414,4.14,6.12532,-30.00115,973.971,12.28835,-42.89655,4.19,1358.685,6.4215,-43.5318,6.12532,6.12405,2.41585,6.44281,7.80623,11.53096,11.53029,24.11404,1.40292,31.77668
CBU,0.0,64.13544,33.4707,0.76286,3.44,19.39814,19.8444,379.093,40.29843,40.40816,3.45,723.53,3.40087,38.32282,19.39814,19.34751,0.76266,1.37139,8.24138,10.54568,10.54568,37.2801,2.764,59.43903
CYH,3.64252,5.25541,-13.77771,1.40768,-3.9,-2.86528,-3.34546,1329.0,10.51923,353.6118,-2.91,5270.0,1.89073,353.6118,-4.08422,-3.04272,1.05928,3.6962,4.76056,353.6118,353.6118,112.21141,9.1061,353.6118
CHCT,-20.42193,2.27553,16.85309,3.59388,-0.23,-2.73479,0.0,0.0,0.0,14.218641,-0.23,92.952,55.9506,14.218641,-2.73479,-5.24597,3.47729,1.33322,1.36959,-0.64313,-0.64313,50.72546,14.218641,102.94454
CMP,-2.47487,8.7502,7.65067,2.70645,-4.99,-18.4446,-0.05708,175.1,15.67031,16.309841,-0.35,195.0,-5.67612,16.309841,-18.4446,-1.29382,0.67419,2.53471,3.25429,-49.21203,-49.21203,75.69103,5.62993,16.309841
CRK,-24.44973,6.17108,7.66788,0.46346,-0.8,-17.45034,-24.98538,625.907,49.92956,63.081722,-0.8,668.425,-33.99252,63.081722,-18.31961,-18.31618,0.35681,-1.6767,-2.02654,-9.98605,-9.27565,56.45805,4.8342,129.66359
CAG,-9.69546,13.11877,17.6515,0.97153,0.72,2.88526,3.62622,2303.3,19.1131,-49.29578,2.64,3352.5,9.84553,-49.21006,2.88111,10.48473,0.29289,5.5412,6.7101,4.04257,4.01534,50.41249,3.75674,101.66367
CNMD,-1.87635,5.44576,31.15372,2.30111,4.25,10.13171,19.52501,213.388,16.32636,108.33333,3.22,733.032,8.75519,105.43757,10.13171,7.59931,0.9427,4.56318,5.62717,14.73903,14.73903,49.59355,4.43866,98.38732
COP,21.24153,9.06224,50.78586,1.29058,7.81,16.88739,-1.78166,22933.0,41.89058,-13.79691,8.3,27687.0,10.67769,-15.62472,16.88739,17.87384,1.0565,7.38613,10.15595,16.20864,16.20864,28.11945,1.10531,39.1197
ED,4.71338,4.74673,63.36447,1.03591,5.24,11.92973,12.03576,4887.0,32.0333,-27.32316,5.38,8167.0,-11.86255,-27.74911,11.92973,12.20163,0.81626,2.49465,3.55881,8.44156,8.44156,55.89074,5.69429,126.70977
STZ,-7.63088,11.48732,53.27359,1.1871,9.39,17.71969,8.8897,3601.2,36.15009,411.05078,9.15,5021.1,8.23408,411.05078,17.34024,16.83691,0.39243,7.87425,8.94707,19.02769,18.78022,55.51007,3.48706,124.76999
CPS,-17.54498,6.49649,-7.25856,1.39612,-4.48,-2.86097,8.00002,192.415,7.04586,32.057686,-3.32,302.915,3.22008,32.057686,-2.88353,-2.13529,1.06498,3.08048,5.14551,32.057686,32.057686,112.60988,6.18992,32.057686
CPA,0.0,127.207115,57.62862,1.16351,14.55,17.64594,-2.66594,1083.661,31.44512,13.84977,14.55,1428.748,4.54211,18.28779,17.64594,17.64688,1.02334,8.60388,11.41978,27.05801,27.05801,45.74414,1.84606,84.31187
CLB,2.20298,4.73828,5.38132,2.32212,0.66,6.13785,-5.99476,63.556,12.13253,-14.28571,0.5,103.326,7.22867,-14.3831,5.99411,4.4762,1.50136,5.16262,6.87982,13.17098,13.18981,41.14004,2.83441,69.89478
CNR,-7.35848,15.36065,53.32722,1.51529,9.61,13.11382,-39.81974,612.487,28.04437,-51.44012,11.96,648.509,11.5335,-56.33351,13.11382,16.25503,1.27666,8.75321,14.56672,19.67277,19.67277,11.99433,0.34897,13.62904
CXW,-7.50735,6.5289,13.5931,1.57391,0.62,3.51073,5.98793,313.1,15.96109,5.08475,0.84,468.289,9.64955,1.89081,3.51073,4.75054,1.43755,3.8322,4.45686,4.63614,4.63614,40.41421,3.23497,67.82525
GLW,30.59796,7.26455,13.14391,1.62472,0.58,4.49609,1.6424,2723.0,20.68049,-14.70588,1.06,4487.0,8.43871,-12.90878,3.84294,6.86702,0.77678,3.05193,4.34351,4.55097,5.16174,42.2264,2.97136,73.08943
CPAY,0.0,258.02005,44.49682,0.99632,13.97,25.25373,5.8097,2141.238,53.87319,5.83333,15.42,3105.504,53.87804,2.22591,25.25408,27.28594,0.90376,6.69367,10.48908,31.34404,31.2283,71.98866,3.77592,256.9983
CMRE,-15.49557,27.19743,20.95398,1.39521,2.44,15.17995,20.26227,628.119,30.1416,-17.28814,2.45,720.867,16.60008,-17.0655,15.35198,14.02579,1.21404,5.5568,5.79522,13.06847,12.63316,47.78352,3.74219,91.42311
CTRA,13.34923,6.09832,17.85306,2.92342,1.5,20.53866,-14.99341,3226.0,59.1059,-29.57747,1.51,3827.0,18.19348,-31.01539,20.53866,20.52803,2.85916,4.12108,5.32995,8.57001,8.56477,22.45452,1.17855,28.95659
COTY,22.36077,15.24735,4.41012,0.75467,0.09,1.78817,16.77329,1003.9,16.40896,-84.21053,0.15,3939.2,8.62046,-82.4085,1.46126,2.14384,0.35475,2.94414,4.24744,2.34087,2.57988,49.24483,4.10529,99.21042
CUZ,10.47265,3.68049,28.90778,0.2017,0.3,5.45469,0.0,0.0,0.0,-45.45455,0.3,573.301,49.11925,-44.5994,5.38221,5.38946,0.2017,1.28493,1.40098,0.98096,0.98914,39.24318,30.484646,64.59058
CXT,23.85808,5.41738,18.61811,1.14243,3.19,12.3823,-0.05212,383.5,25.79365,-3.62538,3.78,665.1,11.39192,-2.23048,12.3823,14.51695,0.85153,8.27078,10.5583,18.14777,18.14777,43.3202,2.1223,76.42971
CRDb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.3316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAP,0.0,389.30362,114.64034,1.02551,18.32,20.46874,11.71567,3585.216,49.22172,11.36778,18.42,4784.2534,77.99275,11.31702,20.02466,20.09208,1.02551,3.24417,11.21631,16.34448,16.39329,51.73263,2.77232,107.17931
CCI,9.54774,10.5004,-0.30575,0.50069,-8.98,-59.42448,-5.35125,4015.0,61.12972,408.22684,0.23,4721.0,20.03844,408.22684,-59.42448,1.51979,0.43362,3.99401,4.40085,-124.93598,-124.93598,100.45115,7.37559,408.22684
CCK,-5.83739,8.44739,23.2566,1.2153,3.55,4.74536,3.1881,1942.0,16.45623,-5.58511,5.47,2539.0,7.23244,-5.77778,3.59292,5.52493,0.77374,6.46597,9.23865,16.41502,18.38477,66.54922,3.3069,198.94672
CUBE,9.80379,67.30462,12.60886,0.22184,1.72,36.66829,0.0,0.0,0.0,-5.49451,1.73,776.98,45.63495,-4.76608,36.60232,36.64075,0.19679,4.81027,5.06876,13.79657,13.43297,51.22451,52.65469,106.87321
CFR,0.0,145.41447,58.46279,0.65268,8.87,20.44197,-3.99498,977.647,34.30659,-2.52747,8.88,1998.725,-20.47661,-2.58055,20.44197,19.9803,0.65238,1.08212,6.50644,15.90747,15.29979,55.6696,5.00774,125.57883
CULP,-14.69045,9.81501,6.10497,2.12247,-1.11,-6.1327,-1.4955746,-3.735,-1.65755,-1.4955746,-1.07,27.939,-2.08087,-1.4955746,-6.1327,-5.90337,0.85724,-4.67568,-7.55354,-16.72911,-16.72911,5.56121,-1.4955746,5.88869
CMI,0.0,633.0156,74.75255,1.31316,28.37,11.92892,7.59436,4732.0,13.87602,450.87378,21.41,8551.0,-0.17154,436.87076,11.57117,8.67651,0.67349,7.237,12.76792,41.27399,38.35565,40.1883,1.60566,67.19137
CW,0.0,93.15041,65.06597,1.68767,10.55,12.97512,8.55114,652.147,20.89419,14.67391,10.94,1153.549,13.57405,14.23631,12.97512,13.37291,1.11326,7.08466,9.42741,16.95103,16.95103,33.49149,1.89166,50.3567
CWK,0.0,122.81813,7.64007,1.15473,0.56,1.38993,21.06498,516.1,5.4634,122.81813,0.7,1726.3,4.59324,122.81813,1.38993,1.69618,1.10649,3.21327,4.68033,7.65085,7.6484,66.01092,6.6057,194.21214
CUBI,0.0,56.30298,54.19622,0.97115,5.09,13.07161,-16.75543,453.762,32.68548,-30.46448,5.28,641.387,-20.05029,-27.4539,13.07161,11.98382,0.96028,1.20405,8.14334,11.34362,10.44403,44.08018,3.19068,78.82748
DHT,-29.18073,8.82618,6.4897,1.84183,1.12,31.73655,-2.4499,294.613,51.52622,13.13131,1.12,313.556,21.63066,12.41006,31.72186,31.60653,1.20294,7.66787,7.81555,17.56341,17.49555,28.39994,1.40382,39.66468
DKS,61.14945,139.49495,32.55001,1.77665,12.18,8.05982,-4.18536,1722.478,13.26575,12.98701,13.48,4545.735,6.15505,0.32412,8.05982,8.54434,0.69765,9.33663,12.55594,40.70551,40.70551,61.96427,2.47541,162.91068
DNOW,1.04167,6.14767,10.6386,2.32579,0.74,3.45554,-3.44828,168.0,7.07965,-66.96429,0.93,540.0,5.80489,-67.20648,3.4134,4.16815,1.45701,5.31746,7.21672,7.41758,7.48517,5.6067,0.39881,5.93972
DHI,0.0,671.2292,78.11942,6.61628,14.34,13.02351,-2.32703,6115.5,16.57205,3.76266,14.44,9042.9,2.49688,0.22547,12.8891,12.89338,0.94745,10.98648,12.56119,19.81462,19.63143,18.77945,0.97637,23.12154
DTE,3.55392,7.4997,56.46999,0.70642,6.77,11.27077,0.36373,3863.0,31.01068,0.14793,6.91,4338.0,-13.33387,0.50107,11.27077,11.48246,0.37505,2.84586,3.97753,12.3434,12.33798,66.50737,6.01631,198.57314
DXC,-2.96015,5.26464,15.71796,1.16864,0.46,0.62925,-2.62851,1667.0,12.19726,228.88026,0.99,3091.0,9.52385,228.88026,0.66584,1.41832,1.01889,1.99808,3.46837,2.88523,2.49782,61.35619,2.92022,158.77365
DVA,8.05891,6.20033,1.50395,1.25986,10.73,9.75953,12.78943,2678.688,20.90186,44.60916,9.95,4217.029,9.42635,35.40052,7.3063,6.59871,1.17325,7.14926,8.72132,159.07693,51.73999,85.22868,4.50476,321.64374
DAN,-12.83735,8.01559,9.19348,1.44592,-0.39,-0.47647,0.92838,761.0,7.39984,87.81988,0.23,876.0,3.23075,87.81988,-0.55426,0.32474,0.76494,2.74272,4.55303,-3.92022,-2.87137,64.76212,3.82786,208.66762
DHR,-11.04125,6.35565,68.89584,1.39703,5.29,16.33089,1.31315,7561.0,31.66911,-6.37168,5.69,14231.0,19.70628,-18.15701,16.33089,17.42153,0.95146,4.01855,4.66015,7.56874,7.56794,25.70769,2.26769,34.60343
DRI,1.97044,277.80487,18.86626,0.37528,8.53,9.04741,14.86744,1811.0,15.89991,6.625,8.95,2410.2,7.0968,4.65424,9.02195,9.42147,0.13647,7.83174,9.8775,46.37714,46.37714,75.0156,3.71789,208.85498
DAR,-26.01896,8.22993,27.55124,1.37943,1.73,5.00151,-28.7308,785.733,13.74819,-56.6416,1.47,1277.838,10.21896,-56.94476,4.87964,4.10283,0.70838,1.66758,1.95202,6.2089,6.24253,48.81208,5.41798,95.35859
DAY,24.8318,9.57563,16.01447,1.12582,0.11,1.02841,24.79971,342.7,19.47159,-68.57143,0.34,892.5,16.02699,-66.9708,1.02841,3.04841,0.1589,0.91641,2.23858,0.73213,0.73213,32.62331,3.59761,48.41928
DECK,-1.6404,14.33852,13.72425,3.39376,4.86,17.71467,41.77166,993.265,23.16511,50.54208,4.935,2385.488,18.60187,46.96801,17.71467,17.86573,2.5586,20.54888,26.66316,39.22146,39.22146,11.2401,0.26869,12.66349
DE,-0.66216,0.88227,84.0325,2.18791,25.62,13.72075,-16.61585,14493.0,28.05513,-26.0179,26.33,15202.0,6.09163,-30.15936,13.74398,14.0674,1.98178,7.31705,8.89182,31.82358,31.63509,74.06322,4.51687,286.57794
DK,-21.19434,16.91601,5.00064,0.92683,-9.98,-5.04632,-89.60708,69.3,0.5847,9.018552,-6.6,306.6,-2.03559,9.018552,-4.72824,-3.55732,0.5405,-2.77053,-5.06179,-110.09238,-77.93342,84.12935,43.99856,9.018552
DELL,-21.2633,5.57025,-3.40993,0.74127,4.36,3.61323,-3.187,9174.0,10.37489,34.5679,5.11,21155.0,6.35708,31.49058,3.63133,4.16081,0.44311,4.27417,14.12194,1454.3953,1454.3953,109.41911,2.92381,1454.3953
DAL,3.0032,19.4029,23.65605,0.3691,5.33,5.6081,-2.49828,8508.0,13.80205,-25.66248,5.65,13269.0,2.49826,-24.99458,5.6081,5.8752,0.24226,5.02882,9.80216,26.19138,26.19138,59.82293,2.67642,148.8982
DLX,-7.50534,10.15369,14.00772,0.97782,1.18,2.49533,-0.98881,384.706,18.13145,100.0,2.13,1128.33,8.03119,102.15161,2.48859,4.43255,0.37884,4.63411,6.07437,8.62182,8.64032,71.94001,4.13798,256.37927
DBI,6.34707,121.80776,6.27744,1.24935,0.46,0.95012,-47.73286,146.348,4.75932,-79.64602,0.66,1323.995,2.46774,-82.13504,0.94511,1.31563,0.21335,2.45384,3.1921,7.33777,7.31713,77.37569,8.47149,65.84478
DVN,24.43585,9.15829,22.26728,1.03566,4.56,18.45671,-0.74687,7442.0,46.68758,-21.91781,4.59,8015.0,-10.76694,-22.84494,18.13676,18.19875,0.85162,9.41951,12.13959,21.77204,21.85654,38.63105,1.24375,62.94886
DRH,0.0,23.318726,7.66016,0.70012,0.18,4.25403,-10.41044,135.79,11.9721,-50.0,0.26,311.638,19.48464,-44.3514,4.23613,4.82044,0.70012,2.64526,2.94935,2.97301,2.97114,43.12063,8.92673,75.81067
DLR,-7.91973,3.8515,61.21938,1.55357,1.61,10.52638,0.0,0.0,0.0,-46.33333,1.75,2915.715,31.33616,-36.50233,10.77978,10.124,1.55357,0.70748,0.77334,3.09012,2.6638,44.15967,134.56317,84.29481
DBRG,34.31503,5.46931,6.67565,0.66904,0.18,27.3251,-51.51966,165.572,27.27584,-83.63636,0.35,595.142,33.81401,-61.93761,11.61759,9.71174,0.66212,2.3295,2.81895,8.18366,6.63437,13.46528,2.34124,15.71419
DDS,7.77836,114.58131,104.56365,2.66771,44.73,10.74777,-16.02905,1104.328,16.06431,-11.96615,44.14,2843.312,8.39934,-17.1359,10.74777,10.60541,1.23051,17.05421,26.18002,44.83695,44.83695,24.9586,0.51112,33.25978
DIN,0.0,35.443207,-14.14385,0.86682,4.22,7.98837,-5.59343,207.449,25.53828,-32.15434,4.73,376.01,12.94294,-33.22425,7.98837,8.69422,0.77321,5.95802,7.66373,35.443207,35.443207,115.31759,7.83946,35.443207
DFS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,696.0961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLB,16.89642,3.78544,25.96796,2.85858,2.69,20.75148,0.37554,346.669,27.21703,31.21951,2.85,1133.225,20.22529,30.48451,20.55592,21.37834,2.61034,5.56494,6.83694,10.83654,10.87927,1.85454,0.13555,1.88959
DG,0.0,669.86346,30.72488,1.19106,7.55,4.29363,-18.78109,3286.2,8.49331,-29.30712,7.57,11719.024,0.55435,-31.23835,4.29363,4.29285,0.07989,5.10676,6.3649,27.03261,27.03261,72.82951,5.50507,268.04633
D,-3.64283,6.54253,30.82394,0.71192,2.2,12.96079,-5.48082,5691.0,39.35957,-11.29032,2.31,6885.0,12.24756,6.51956,14.68981,13.40723,0.31134,1.97804,2.88377,7.4104,6.4933,58.42582,7.45563,140.53392
DCI,5.31811,5.69887,12.3978,1.83783,3.38,11.54393,9.20411,649.0,18.09665,16.55172,3.47,1278.2,10.83254,15.38462,11.54393,11.67858,1.12243,12.10465,16.68627,29.46829,29.46829,28.65903,0.92173,40.17192
DFIN,-9.09091,5.39614,15.19512,1.03748,3.06,11.81737,4.09704,193.1,24.69625,13.75465,3.33,484.0,17.71646,12.40876,11.81737,12.43586,0.87149,10.07734,14.56598,22.04461,22.04461,24.87511,0.7478,33.11167
LPG,-30.56854,8.70876,25.19838,3.62313,7.6,54.57875,51.33711,397.496,70.56447,77.15618,7.63,432.02188,42.72142,78.28802,54.57875,54.55234,3.40872,11.58974,11.71132,32.40755,32.40755,43.77252,2.00457,77.84898
PLOW,4.35411,6.64268,11.44085,3.39391,2.36,9.87698,7.46326,72.182,12.69683,140.81633,1.33,146.837,8.4448,136.69435,9.87698,5.39787,1.31818,5.73474,6.96799,22.65158,22.65158,45.59951,3.06822,83.82189
DEI,0.32533,8.36323,12.29521,1.03015,0.13,0.74605,0.0,0.0,0.0,44.007526,0.13,638.813,41.70415,44.007526,2.31219,2.13949,1.03015,1.5581,1.5985,1.09931,0.20225,60.09374,44.007526,150.58728
DOV,-5.16416,5.47755,50.67919,2.04163,10.09,18.07364,-6.93295,1614.007,20.8369,34.17553,7.3,2996.614,14.56249,155.20955,34.82001,12.9806,1.46664,6.68635,8.43378,23.21556,23.21556,31.26489,1.95978,45.48606
DCO,9.88816,2.65423,46.17617,3.23741,2.1,4.00419,19.24536,98.381,12.5079,84.21053,2.83,198.477,0.0,97.73355,4.00419,5.31567,1.98,3.63153,6.18836,4.77695,4.77695,28.50656,2.76624,39.87297
DUK,0.0,1281.9441,63.34278,0.66901,5.7,15.17285,10.81385,13793.0,45.36723,6.54206,5.84,15195.0,-6.29749,59.2397,14.88011,14.82906,0.26192,2.75303,3.73795,9.38071,9.09476,62.50311,6.1943,166.68878
DD,1.38797,8.12996,55.86205,1.32556,1.77,6.28129,6.49441,3050.0,24.62458,62.38532,2.77,4532.0,12.9824,66.19385,5.67576,9.37497,0.84462,3.0856,3.60349,3.11995,3.20706,24.15365,2.48426,31.8455
DY,16.60946,3.47037,36.25369,3.06147,7.37,5.24294,37.03344,486.085,11.64115,55.48523,7.46,813.759,-0.2189,53.94022,5.24294,5.24058,2.76742,8.35879,10.91053,22.76404,22.76404,45.62777,1.82075,83.91741
CTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EME,11.67623,4.29614,64.12698,1.29739,21.52,6.9143,48.28864,1478.543,10.15057,61.68295,21.61,2765.051,7.9352,59.10814,6.9143,6.91586,1.18616,11.7343,27.56592,37.25038,37.2361,10.61309,0.23599,11.8732
EOG,-2.43004,8.78942,52.67503,2.0975,11.25,27.15207,-6.86462,12170.0,51.60716,-13.46154,11.36,14467.0,17.84412,-15.68343,27.15207,27.26554,1.81957,10.98245,14.69691,22.29418,22.29418,16.48123,0.47592,19.73357
EPR,0.0,42.143246,30.67362,1.94996,1.6,21.11543,0.0,0.0,0.0,-18.78173,1.93,629.105,22.96422,-15.59123,21.11543,21.10264,1.88095,3.25924,3.38613,6.11525,6.11487,56.94587,42.143246,132.26578
EQT,37.50332,5.3911,34.5094,0.69659,0.45,4.59133,-21.98138,3157.065,59.86877,-89.33649,1.02,2929.569,22.58395,-86.71204,4.37253,9.85698,0.54222,1.90953,2.28829,1.30377,1.23974,27.96414,2.98528,38.81974
ESE,21.21456,4.67519,48.04683,1.91122,3.94,9.92258,12.48751,202.608,19.73277,10.05587,4.19,404.018,8.19029,10.08807,9.92258,10.51786,0.87649,5.22452,6.78497,8.60303,8.60303,12.68953,0.8876,14.5338
EXP,4.06712,11.3522,38.32401,2.62184,13.61,21.14105,7.06555,775.358,34.31855,9.22954,13.72,685.321,15.55534,3.48811,21.14105,21.14023,1.03513,13.65057,16.51529,38.29953,38.29953,46.12355,1.4448,85.60986
DEA,58.81492,3.59247,30.58965,0.65362,0.45,6.67894,0.0,0.0,0.0,-5.26316,0.475,205.15,32.26449,3.9832,6.34625,6.37915,0.65362,1.69676,1.81807,1.47943,1.47163,53.58077,22.880121,115.42797
EGP,13.85772,7.26705,63.5237,0.39388,4.66,35.60263,0.0,0.0,0.0,5.42986,4.63,464.314,48.38195,13.59662,35.59388,35.31365,0.39388,3.31928,3.48404,7.71971,7.72073,31.94076,36.26409,46.93082
EMN,-2.53863,10.48854,50.20066,1.5144,7.67,9.67811,14.8289,1812.0,19.31358,2.4032,8.15,2297.0,5.77436,1.23043,9.64613,10.13755,0.74188,5.49069,7.60018,16.1075,15.95502,46.86762,2.84879,88.20916
KODK,-27.04082,6.15339,7.96273,2.27969,0.9,9.77948,-45.71429,19.0,1.82167,34.32836,1.1,203.0,-2.44487,36.0,9.77948,8.44775,1.35632,-0.25826,-0.37575,12.9771,10.2,36.74521,26.26316,58.0908
ETN,3.86149,5.12209,47.05523,1.50197,9.5,15.2665,15.51218,5503.0,22.11995,18.45387,10.01,9503.0,11.30216,17.89932,15.25042,15.99797,0.89462,7.53779,10.06606,20.22173,20.20213,35.01087,1.8141,53.87189
ECL,1.08673,5.52407,30.90575,1.25724,7.37,13.54327,16.53879,3554.2,22.57868,53.86221,6.88,6847.0,12.0762,53.93136,13.41939,12.42573,0.89407,7.40035,9.66276,25.14463,25.28734,48.51657,2.3304,94.23725
EPC,3.01318,20.90631,32.38078,1.66075,1.97,4.37503,3.73555,349.9,15.52558,-10.85973,2.93,971.2,10.00466,-14.03662,4.37503,6.46142,0.66217,4.38159,5.49407,6.31121,6.31121,46.6651,3.96113,87.49448
EIX,9.39086,6.09489,36.17605,0.84785,3.31,8.78459,9.78903,6505.0,36.96233,6.43087,4.92,9150.0,-8.99483,9.87918,8.78459,10.79107,0.38512,2.71832,4.18253,11.14315,8.66495,68.03661,5.80492,212.85796
EW,-21.41659,7.85941,16.98675,4.17579,2.34,25.66412,-12.09577,1622.8,29.83362,1.73913,2.39,4322.0,24.88602,197.67542,76.74602,26.26166,3.12683,8.24988,10.17483,16.82925,16.63658,6.50382,0.43135,6.95625
ESI,-4.80728,5.4513,9.83971,3.34475,1.0,9.88644,10.71658,517.6,21.0672,108.33333,0.95,1035.7,12.31684,106.77392,9.93935,9.36119,2.10429,4.56946,5.18798,10.29821,10.24311,44.27509,3.68161,79.45297
ELV,4.77528,13.8593,181.62036,1.45245,25.68,3.37707,3.08712,11821.0,6.68571,1.82395,30.03,49243.0,2.31986,-0.11692,3.38216,3.93527,1.38663,5.71647,9.29737,14.83485,14.77404,43.61431,2.71068,77.34997
LLY,21.06815,4.48271,15.81226,1.15376,11.71,23.51102,59.60163,18725.9,41.57366,101.89655,16.11,36624.4,8.30612,102.08381,23.51102,32.21109,0.58846,14.98989,25.12437,84.84217,84.26396,70.91133,1.8579,243.77644
ELME,0.0,14.257449,12.2891,0.40467,-0.15,-5.38454,0.0,0.0,0.0,14.257449,-0.15,144.373,40.98153,14.257449,-5.38454,-5.41947,0.40467,0.83023,0.86034,-1.17208,-1.17178,39.24429,14.257449,64.59359
