year,mse,rmse,mae,smape,ic
2023,0.027764232829213142,0.1666260268661926,0.13479453325271606,26.00844425481152,0.5655287504196167
2024,0.027300959452986717,0.16523001982989266,0.13287396728992462,25.77550266085809,0.5615665316581726
