year,mse,rmse,mae,smape,ic
2023,0.028066031634807587,0.16752919636531297,0.13466282188892365,25.98412590658424,0.5435911417007446
2024,0.026999162510037422,0.16431421883098682,0.13137264549732208,25.36841520848102,0.5426841378211975
