year,mse,rmse,mae,smape,ic
2023,0.03987877443432808,0.19969670611787285,0.16623105108737946,30.520658844228834,0.27462539076805115
2024,0.04185072332620621,0.2045744933421716,0.17121712863445282,31.367737637995347,0.24079424142837524
