year,mse,rmse,mae,smape,ic
2023,0.040257543325424194,0.2006428252527964,0.16380473971366882,39.878076882182995,0.5873994827270508
2024,0.039074528962373734,0.19767278255332404,0.15806828439235687,38.77628618685362,0.5951443314552307
