year,mse,rmse,mae,smape,ic
2023,0.04133942350745201,0.20332098639208893,0.1630697250366211,39.21594468633341,0.5698648691177368
2024,0.041007060557603836,0.20250200136690955,0.16128630936145782,38.88764201515236,0.5631371140480042
