year,mse,rmse,mae,smape,ic
2023,0.028186840936541557,0.16788937112438523,0.1358996480703354,25.96836202484138,0.5373843908309937
2024,0.02676602080464363,0.1636032420358583,0.13169215619564056,25.4427216729062,0.5366819500923157
