year,mse,rmse,mae,smape,ic
2023,0.040631912648677826,0.20157359114893456,0.16508996486663818,30.031774399414275,0.20080044865608215
2024,0.041470009833574295,0.20364186660304973,0.16784387826919556,30.442556723283698,0.1817987561225891
