year,mse,rmse,mae,smape,ic
2023,0.0395599827170372,0.19889691480019794,0.16184261441230774,29.47828463985041,0.2584422826766968
2024,0.041161440312862396,0.20288282409524566,0.16756276786327362,30.537328397872443,0.21825449168682098
