year,mse,rmse,mae,smape,ic
2023,0.029098249971866608,0.1705820915918978,0.13541410863399506,25.825544566364815,0.5462942719459534
2024,0.027477379888296127,0.16576302328413334,0.13161391019821167,25.251211935776425,0.554284930229187
