year,mse,rmse,mae,smape,ic
2023,0.04202360659837723,0.20499660143128526,0.1672404557466507,40.351010812503304,0.587306797504425
2024,0.0416589230298996,0.20410517639173092,0.16335071623325348,39.94954354582803,0.5840005278587341
