year,mse,rmse,mae,smape,ic
2023,0.027630528435111046,0.1662243316578865,0.13390980660915375,25.806316473511593,0.5563491582870483
2024,0.02687670849263668,0.16394117387842713,0.13099975883960724,25.42978759664061,0.5540121793746948
