year,mse,rmse,mae,smape,ic
2023,0.028232071548700333,0.16802402074911887,0.1353560984134674,25.961376523615943,0.5388993620872498
2024,0.02707856148481369,0.16455564859588895,0.13113191723823547,25.26397888065662,0.5403603315353394
