year,mse,rmse,mae,smape,ic
2023,0.04072294756770134,0.20179927543898996,0.16496314108371735,39.39232042163906,0.5626600980758667
2024,0.039459455758333206,0.19864404284632653,0.16100791096687317,38.71647336368858,0.5630327463150024
